iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1,1593.91,1,10.2275,43.2233,11.1604,60.344,1,1,1,1,1,1
2,1569.51,1,4.688,35.4361,13.2188,65.1248,0.974679,0.974679,0.974679,0.974679,0.974679,0.974679
3,1547.91,1,4.46461,30.5916,12.627,95.1298,0.95,0.95,0.95,0.95,0.95,0.95
4,1540.9,1,3.77456,31.318,13.342,97.826,0.925945,0.925945,0.970261,0.925945,0.925945,0.925945
5,1539.24,1,3.96955,34.7619,11.8662,104.153,0.9025,0.924899,0.945694,0.9025,0.9025,0.9025
6,1520.92,1,3.72017,35.9693,10.2642,118.02,0.879648,0.901481,0.938372,0.879648,0.879648,0.879648
7,1502.93,1,3.8434,36.4073,11.0046,120.356,0.857375,0.878655,0.914612,0.857375,0.857375,0.857375
8,1493.51,1,3.68561,34.294,10.5348,100.054,0.835666,0.856406,0.891453,0.929818,0.835666,0.835666
9,1500.85,1,4.00609,32.4566,9.36246,99.7797,0.814506,0.834722,0.971841,0.906275,0.814506,0.814506
10,1474.85,1,3.59033,29.1169,8.4007,130.427,0.793882,0.813586,0.947233,0.883327,0.793882,0.793882
11,1467.61,1,3.77057,32.9745,8.23941,139.128,0.773781,0.792986,0.923249,0.860961,0.773781,0.773781
12,1452.92,1,3.75701,33.7633,7.08034,130.966,0.754188,0.772907,0.899872,0.839161,0.754188,0.754188
13,1447.05,1,3.56909,31.7611,8.09068,152.558,0.735092,0.753336,0.877086,0.867237,0.735092,0.735092
14,1431.76,1,3.40123,32.3973,8.14442,151.035,0.716479,0.734262,0.854878,0.871332,0.716479,0.716479
15,1419.6,1,3.59295,30.4106,8.97854,142.347,0.698337,0.71567,0.853138,0.849269,0.698337,0.698337
16,1408.18,1,3.71188,32.8079,9.24111,118.16,0.680655,0.697548,0.831536,0.830807,0.680655,0.680655
17,1394.01,1,3.78302,26.0757,7.87706,120.047,0.66342,0.679886,0.810481,0.809771,0.66342,0.66342
18,1393.47,1,3.70245,26.3306,8.15959,116.299,0.646622,0.662671,0.789959,0.906124,0.646622,0.646622
19,1372.99,1,3.69273,27.2165,7.43773,124.51,0.630249,0.645892,0.815951,0.88318,0.630249,0.630249
20,1359.7,1,4.00151,28.8936,7.52643,119.833,0.614291,0.629537,0.795291,0.860818,0.614291,0.614291
21,1348.23,1,4.07972,28.2943,8.43558,98.9213,0.598737,0.613597,0.775154,0.839021,0.598737,0.598737
22,1339.66,1,3.94847,26.42,7.98494,107.416,0.583577,0.598061,0.755527,0.817777,0.583577,0.583577
23,1333.56,1,4.0979,26.5295,6.94797,100.459,0.5688,0.582917,0.736396,0.79707,0.5688,0.5688
24,1322.96,1,3.99359,27.7653,6.41086,116.245,0.554398,0.568158,0.71775,0.815864,0.554398,0.554398
25,1310.27,1,4.16559,26.2435,6.55629,109.809,0.54036,0.553771,0.699576,0.795205,0.54036,0.54036
26,1297.11,1,4.02217,27.9361,6.29501,107.697,0.526678,0.53975,0.681863,0.82348,0.526678,0.526678
27,1287.43,1,4.18494,25.967,6.40388,96.1965,0.513342,0.526083,0.755298,0.802629,0.513342,0.513342
28,1279.85,1,4.33483,27.9175,6.20255,87.7586,0.500344,0.512762,0.736173,0.782306,0.500344,0.500344
29,1260.38,1,4.42664,29.0276,6.24986,82.2105,0.487675,0.499779,0.717533,0.762498,0.487675,0.487675
30,1245.8,1,4.76171,28.1017,6.59887,69.6133,0.475327,0.487124,0.699364,0.743191,0.475327,0.475327
31,1237.37,1,4.67622,26.0989,6.12506,65.0151,0.463291,0.47479,0.71507,0.724373,0.463291,0.463291
32,1231.99,1,4.65994,27.6666,5.68386,56.3178,0.45156,0.462768,0.707961,0.706032,0.45156,0.45156
33,1216.07,1,4.8748,28.1635,6.02574,54.6762,0.440127,0.45105,0.690035,0.704072,0.440127,0.440127
34,1208.97,1,4.71337,29.5475,6.90596,55.7195,0.428982,0.439629,0.672563,0.686245,0.428982,0.428982
35,1196.58,1,4.72965,27.4143,6.51707,52.7509,0.41812,0.428498,0.655534,0.707658,0.41812,0.41812
36,1201.04,1,4.8373,25.9675,8.28546,51.3032,0.407533,0.417648,0.638935,0.689739,0.407533,0.407533
37,1188.42,1,4.74847,25.6257,6.99805,50.5271,0.397214,0.407073,0.745023,0.672275,0.397214,0.397214
38,1184.68,1,4.6803,25.0423,6.57932,52.3063,0.387157,0.396766,0.726159,0.665905,0.387157,0.387157
39,1163.48,1,4.88101,25.6748,7.09626,50.962,0.377354,0.386719,0.742968,0.649044,0.377354,0.377354
40,1162.5,1,4.78201,27.0298,6.65518,43.851,0.367799,0.376927,0.762472,0.664182,0.367799,0.367799
41,1155.67,1,4.95247,28.6141,6.24862,40.433,0.358486,0.367383,0.807628,0.647364,0.358486,0.358486
42,1136.89,1,4.94288,27.6122,5.88043,38.6069,0.349409,0.358081,0.787178,0.632336,0.349409,0.349409
43,1133.69,1,4.8871,26.6224,5.66641,36.1562,0.340562,0.349014,0.767247,0.616325,0.340562,0.340562
44,1111.33,1,4.89322,27.164,6.3137,42.3627,0.331938,0.340177,0.74782,0.656798,0.331938,0.331938
45,1112.83,1,4.9168,27.0303,5.75592,39.4298,0.323534,0.331563,0.728884,0.671184,0.323534,0.323534
