simulations, -2LL
1000,568.948
2000,568.897
3000,568.783
4000,568.809
5000,568.755
6000,568.723
7000,568.743
8000,568.789
9000,568.73
10000,568.687
11000,568.663
12000,568.714
13000,568.769
14000,568.799
15000,568.781
16000,568.849
17000,568.89
18000,568.914
19000,568.95
20000,568.889
21000,568.825
22000,568.853
23000,568.845
24000,568.848
25000,568.852
26000,568.898
27000,568.912
28000,568.902
29000,568.887
30000,568.901
