time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
1,0.00977286,1,0.0446571,1,0.0171376,5.52422,0.107757,4.04793,-0.0141581,5.52422,0.0587093,All
1.05006,0.00660995,1.05006,0.0318127,1.05006,0.0136625,5.75147,0.100059,4.26785,-0.0406959,5.75147,0.0517565,All
1.10263,0.00328871,1.10263,0.0183253,1.10263,0.0100135,5.98806,0.0909477,4.49972,-0.0686754,5.98806,0.0433422,All
1.15782,-0.000198791,1.15782,0.00416275,1.15782,0.00618176,6.23438,0.0810422,4.74418,-0.095802,6.23438,0.0341313,All
1.21,-0.00349553,1.21,-0.00922515,1.21,0.00255964,6.24295,0.0806496,5.00193,-0.116975,6.24295,0.0337594,All
1.21578,-0.00386088,1.21578,-0.0107088,1.21578,0.00215824,6.49083,0.0688864,5.10739,-0.124521,6.49083,0.0225571,All
1.27664,-0.00770628,1.27664,-0.0263248,1.27664,-0.00206669,6.75784,0.0550938,5.27368,-0.134469,6.75784,0.00925883,All
1.34055,-0.0117442,1.34055,-0.0427225,1.34055,-0.00650312,6.96168,0.0442752,5.56019,-0.148571,6.96168,-0.00121677,All
1.40766,-0.0159842,1.40766,-0.0599411,1.40766,-0.0111616,7.03583,0.0403401,5.86227,-0.15785,7.03583,-0.00502707,All
1.42,-0.0167639,1.42,-0.0631074,1.42,-0.0120183,7.32525,0.0249472,6.16685,-0.164425,7.32525,-0.0199482,All
1.47813,-0.0204365,1.47813,-0.0780217,1.47813,-0.0160534,7.62658,0.00899474,6.18075,-0.16457,7.62658,-0.0354699,All
1.55212,-0.0251117,1.55212,-0.0970074,1.55212,-0.02119,7.68041,0.00618496,6.51655,-0.166305,7.68041,-0.0382038,All
1.62982,-0.0277327,1.62982,-0.105837,1.62982,-0.0242044,7.9403,-0.00658913,6.87058,-0.165556,7.9403,-0.0506054,All
