standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,standEta_bias_abscissa,standEta_bias_cdf,split
-0.922384,0.152857,-0.96448,0.152857,-1.03453,0.152857,-1.1347,0.152857,-0.0485099,0.152857,All
-0.919173,0.154286,-0.957844,0.154286,-1.01901,0.154286,-1.12577,0.154286,-0.0427227,0.154286,All
-0.915289,0.155714,-0.955022,0.155714,-1.01388,0.155714,-1.08178,0.155714,-0.0418292,0.155714,All
-0.879005,0.157143,-0.93939,0.157143,-1.00378,0.157143,-1.0813,0.157143,-0.0379425,0.157143,All
-0.861727,0.158571,-0.93873,0.158571,-1.00326,0.158571,-1.07823,0.158571,-0.0377177,0.158571,All
-0.852014,0.16,-0.935042,0.16,-0.994535,0.16,-1.06439,0.16,-0.0210416,0.16,All
-0.837455,0.161429,-0.933448,0.161429,-0.981913,0.161429,-1.06353,0.161429,-0.0142223,0.161429,All
-0.834989,0.162857,-0.930468,0.162857,-0.968001,0.162857,-1.04682,0.162857,0.0221884,0.162857,All
-0.830147,0.164286,-0.926817,0.164286,-0.961949,0.164286,-1.04425,0.164286,0.0550042,0.164286,All
-0.825028,0.165714,-0.90926,0.165714,-0.95746,0.165714,-1.03351,0.165714,0.0553175,0.165714,All
-0.8163,0.167143,-0.887737,0.167143,-0.954582,0.167143,-1.03099,0.167143,0.0573032,0.167143,All
-0.803181,0.168571,-0.882839,0.168571,-0.952625,0.168571,-1.02577,0.168571,0.0582117,0.168571,All
-0.798797,0.17,-0.881883,0.17,-0.932533,0.17,-1.0217,0.17,0.0693192,0.17,All
-0.795972,0.171429,-0.870303,0.171429,-0.926728,0.171429,-1.01908,0.171429,0.0914613,0.171429,All
-0.795606,0.172857,-0.842197,0.172857,-0.926315,0.172857,-0.983873,0.172857,0.0991995,0.172857,All
-0.791395,0.174286,-0.83712,0.174286,-0.911953,0.174286,-0.963586,0.174286,0.0993783,0.174286,All
-0.788109,0.175714,-0.829246,0.175714,-0.907679,0.175714,-0.94766,0.175714,0.105518,0.175714,All
-0.786427,0.177143,-0.825858,0.177143,-0.906093,0.177143,-0.932185,0.177143,0.110529,0.177143,All
-0.778773,0.178571,-0.809508,0.178571,-0.897713,0.178571,-0.92803,0.178571,0.123098,0.178571,All
-0.774025,0.18,-0.800808,0.18,-0.894377,0.18,-0.926739,0.18,0.133502,0.18,All
-0.773172,0.181429,-0.786574,0.181429,-0.889513,0.181429,-0.918036,0.181429,0.134866,0.181429,All
-0.772574,0.182857,-0.785265,0.182857,-0.88866,0.182857,-0.917207,0.182857,0.140365,0.182857,All
-0.756228,0.184286,-0.757043,0.184286,-0.881582,0.184286,-0.910748,0.184286,0.143652,0.184286,All
-0.755611,0.185714,-0.751999,0.185714,-0.87704,0.185714,-0.901463,0.185714,0.151685,0.185714,All
-0.748041,0.187143,-0.738518,0.187143,-0.870539,0.187143,-0.888162,0.187143,0.15172,0.187143,All
-0.745618,0.188571,-0.735933,0.188571,-0.867597,0.188571,-0.886927,0.188571,0.155668,0.188571,All
-0.74384,0.19,-0.732224,0.19,-0.860761,0.19,-0.88315,0.19,0.159441,0.19,All
-0.739721,0.191429,-0.725066,0.191429,-0.848172,0.191429,-0.875002,0.191429,0.160643,0.191429,All
-0.739318,0.192857,-0.70833,0.192857,-0.825971,0.192857,-0.873697,0.192857,0.163456,0.192857,All
-0.737782,0.194286,-0.693087,0.194286,-0.822831,0.194286,-0.872632,0.194286,0.179166,0.194286,All
-0.735964,0.195714,-0.68457,0.195714,-0.818483,0.195714,-0.869332,0.195714,0.182982,0.195714,All
-0.734113,0.197143,-0.680631,0.197143,-0.812522,0.197143,-0.866997,0.197143,0.18617,0.197143,All
-0.73392,0.198571,-0.670724,0.198571,-0.803525,0.198571,-0.850909,0.198571,0.188667,0.198571,All
-0.731484,0.2,-0.662353,0.2,-0.801465,0.2,-0.849191,0.2,0.198595,0.2,All
-0.72869,0.201429,-0.656287,0.201429,-0.785214,0.201429,-0.848205,0.201429,0.218375,0.201429,All
-0.727566,0.202857,-0.650292,0.202857,-0.771905,0.202857,-0.825958,0.202857,0.230332,0.202857,All
-0.719444,0.204286,-0.634994,0.204286,-0.761721,0.204286,-0.818714,0.204286,0.235033,0.204286,All
-0.709589,0.205714,-0.633099,0.205714,-0.757709,0.205714,-0.818638,0.205714,0.240816,0.205714,All
-0.703336,0.207143,-0.629326,0.207143,-0.756736,0.207143,-0.80883,0.207143,0.244782,0.207143,All
-0.69799,0.208571,-0.601706,0.208571,-0.751837,0.208571,-0.795298,0.208571,0.254057,0.208571,All
-0.695092,0.21,-0.588584,0.21,-0.751814,0.21,-0.787399,0.21,0.260226,0.21,All
-0.692688,0.211429,-0.56822,0.211429,-0.741933,0.211429,-0.784055,0.211429,0.266383,0.211429,All
-0.688234,0.212857,-0.566478,0.212857,-0.741851,0.212857,-0.77291,0.212857,0.272265,0.212857,All
-0.682084,0.214286,-0.563494,0.214286,-0.739764,0.214286,-0.74804,0.214286,0.273663,0.214286,All
-0.68018,0.215714,-0.557984,0.215714,-0.735951,0.215714,-0.737522,0.215714,0.275161,0.215714,All
-0.677015,0.217143,-0.556296,0.217143,-0.735764,0.217143,-0.734525,0.217143,0.292921,0.217143,All
-0.67296,0.218571,-0.552515,0.218571,-0.735223,0.218571,-0.709978,0.218571,0.295715,0.218571,All
-0.671255,0.22,-0.542932,0.22,-0.732794,0.22,-0.706363,0.22,0.296172,0.22,All
-0.667666,0.221429,-0.533684,0.221429,-0.727098,0.221429,-0.699932,0.221429,0.296971,0.221429,All
-0.665123,0.222857,-0.530988,0.222857,-0.722904,0.222857,-0.679668,0.222857,0.298095,0.222857,All
-0.663001,0.224286,-0.524435,0.224286,-0.719768,0.224286,-0.670461,0.224286,0.309575,0.224286,All
-0.660512,0.225714,-0.523869,0.225714,-0.718355,0.225714,-0.653702,0.225714,0.314841,0.225714,All
-0.660488,0.227143,-0.512406,0.227143,-0.716418,0.227143,-0.644157,0.227143,0.315932,0.227143,All
-0.657836,0.228571,-0.506218,0.228571,-0.711363,0.228571,-0.639098,0.228571,0.317942,0.228571,All
-0.654187,0.23,-0.504277,0.23,-0.700457,0.23,-0.636033,0.23,0.331741,0.23,All
-0.65355,0.231429,-0.497909,0.231429,-0.69708,0.231429,-0.635233,0.231429,0.339059,0.231429,All
-0.641495,0.232857,-0.494496,0.232857,-0.68992,0.232857,-0.63446,0.232857,0.359072,0.232857,All
-0.641147,0.234286,-0.491738,0.234286,-0.686003,0.234286,-0.614965,0.234286,0.361071,0.234286,All
-0.639524,0.235714,-0.490331,0.235714,-0.67916,0.235714,-0.593411,0.235714,0.361215,0.235714,All
-0.63454,0.237143,-0.48961,0.237143,-0.676843,0.237143,-0.572683,0.237143,0.380514,0.237143,All
-0.622317,0.238571,-0.484677,0.238571,-0.665068,0.238571,-0.566294,0.238571,0.381576,0.238571,All
-0.615549,0.24,-0.47985,0.24,-0.645949,0.24,-0.565886,0.24,0.390647,0.24,All
-0.615486,0.241429,-0.472517,0.241429,-0.643302,0.241429,-0.563715,0.241429,0.393177,0.241429,All
-0.615151,0.242857,-0.4651,0.242857,-0.637563,0.242857,-0.557291,0.242857,0.402077,0.242857,All
-0.610605,0.244286,-0.46038,0.244286,-0.637407,0.244286,-0.557126,0.244286,0.402623,0.244286,All
-0.610119,0.245714,-0.45973,0.245714,-0.6315,0.245714,-0.555911,0.245714,0.425771,0.245714,All
-0.609391,0.247143,-0.458354,0.247143,-0.631088,0.247143,-0.549071,0.247143,0.425934,0.247143,All
-0.605445,0.248571,-0.456476,0.248571,-0.625515,0.248571,-0.521645,0.248571,0.431942,0.248571,All
-0.602041,0.25,-0.444213,0.25,-0.624839,0.25,-0.49558,0.25,0.435446,0.25,All
-0.60159,0.251429,-0.440018,0.251429,-0.61933,0.251429,-0.490279,0.251429,0.436572,0.251429,All
-0.600224,0.252857,-0.439784,0.252857,-0.614422,0.252857,-0.475739,0.252857,0.441447,0.252857,All
-0.600095,0.254286,-0.430525,0.254286,-0.613969,0.254286,-0.474928,0.254286,0.467159,0.254286,All
-0.597165,0.255714,-0.429374,0.255714,-0.613663,0.255714,-0.461929,0.255714,0.474258,0.255714,All
-0.591458,0.257143,-0.424077,0.257143,-0.611727,0.257143,-0.461893,0.257143,0.475322,0.257143,All
-0.587359,0.258571,-0.422381,0.258571,-0.607305,0.258571,-0.460026,0.258571,0.487236,0.258571,All
-0.5856,0.26,-0.414223,0.26,-0.607043,0.26,-0.45941,0.26,0.489856,0.26,All
-0.572374,0.261429,-0.412686,0.261429,-0.606024,0.261429,-0.458918,0.261429,0.495058,0.261429,All
-0.571824,0.262857,-0.395745,0.262857,-0.602059,0.262857,-0.458029,0.262857,0.50232,0.262857,All
-0.569538,0.264286,-0.395725,0.264286,-0.589033,0.264286,-0.446511,0.264286,0.514285,0.264286,All
-0.566107,0.265714,-0.386102,0.265714,-0.587789,0.265714,-0.445942,0.265714,0.515965,0.265714,All
-0.565277,0.267143,-0.38045,0.267143,-0.585631,0.267143,-0.444103,0.267143,0.518941,0.267143,All
-0.562752,0.268571,-0.380099,0.268571,-0.577079,0.268571,-0.435083,0.268571,0.524496,0.268571,All
-0.562451,0.27,-0.374977,0.27,-0.564519,0.27,-0.423046,0.27,0.530375,0.27,All
-0.56243,0.271429,-0.372597,0.271429,-0.564412,0.271429,-0.405048,0.271429,0.555041,0.271429,All
-0.553388,0.272857,-0.368505,0.272857,-0.563796,0.272857,-0.39766,0.272857,0.573222,0.272857,All
-0.552321,0.274286,-0.367424,0.274286,-0.56303,0.274286,-0.39646,0.274286,0.587042,0.274286,All
-0.544242,0.275714,-0.366196,0.275714,-0.562369,0.275714,-0.393502,0.275714,0.590952,0.275714,All
-0.537101,0.277143,-0.362991,0.277143,-0.561426,0.277143,-0.392311,0.277143,0.594139,0.277143,All
-0.534321,0.278571,-0.361704,0.278571,-0.55979,0.278571,-0.390229,0.278571,0.595445,0.278571,All
-0.526456,0.28,-0.356914,0.28,-0.558611,0.28,-0.385129,0.28,0.600747,0.28,All
-0.522708,0.281429,-0.346294,0.281429,-0.554285,0.281429,-0.374644,0.281429,0.603655,0.281429,All
-0.521533,0.282857,-0.338691,0.282857,-0.553491,0.282857,-0.372474,0.282857,0.604164,0.282857,All
-0.520482,0.284286,-0.335457,0.284286,-0.54913,0.284286,-0.370785,0.284286,0.605013,0.284286,All
-0.519033,0.285714,-0.333664,0.285714,-0.542245,0.285714,-0.362425,0.285714,0.620125,0.285714,All
-0.495576,0.287143,-0.331789,0.287143,-0.540963,0.287143,-0.333995,0.287143,0.621033,0.287143,All
-0.494014,0.288571,-0.327161,0.288571,-0.520481,0.288571,-0.33223,0.288571,0.62238,0.288571,All
-0.493019,0.29,-0.326841,0.29,-0.519862,0.29,-0.319678,0.29,0.635069,0.29,All
-0.490204,0.291429,-0.325834,0.291429,-0.519425,0.291429,-0.319526,0.291429,0.637758,0.291429,All
-0.485339,0.292857,-0.31961,0.292857,-0.515156,0.292857,-0.319157,0.292857,0.646549,0.292857,All
-0.479551,0.294286,-0.31411,0.294286,-0.510866,0.294286,-0.31623,0.294286,0.658793,0.294286,All
-0.478957,0.295714,-0.313079,0.295714,-0.508685,0.295714,-0.309741,0.295714,0.671603,0.295714,All
-0.476687,0.297143,-0.31208,0.297143,-0.50703,0.297143,-0.307756,0.297143,0.679898,0.297143,All
-0.471437,0.298571,-0.303349,0.298571,-0.505081,0.298571,-0.28984,0.298571,0.689692,0.298571,All
-0.471209,0.3,-0.294996,0.3,-0.496509,0.3,-0.287884,0.3,0.698106,0.3,All
-0.468821,0.301429,-0.293183,0.301429,-0.488032,0.301429,-0.282034,0.301429,0.701295,0.301429,All
-0.463925,0.302857,-0.291762,0.302857,-0.477193,0.302857,-0.281896,0.302857,0.701735,0.302857,All
-0.452395,0.304286,-0.287905,0.304286,-0.473024,0.304286,-0.277208,0.304286,0.702215,0.304286,All
-0.427993,0.305714,-0.283086,0.305714,-0.462832,0.305714,-0.276743,0.305714,0.712332,0.305714,All
-0.421369,0.307143,-0.281424,0.307143,-0.459741,0.307143,-0.274367,0.307143,0.714501,0.307143,All
-0.416313,0.308571,-0.269116,0.308571,-0.455064,0.308571,-0.272979,0.308571,0.737186,0.308571,All
-0.414563,0.31,-0.264765,0.31,-0.451508,0.31,-0.272538,0.31,0.746942,0.31,All
-0.40609,0.311429,-0.263125,0.311429,-0.45057,0.311429,-0.27095,0.311429,0.753411,0.311429,All
-0.403509,0.312857,-0.250429,0.312857,-0.444586,0.312857,-0.269371,0.312857,0.759727,0.312857,All
-0.391074,0.314286,-0.248855,0.314286,-0.443043,0.314286,-0.26797,0.314286,0.771268,0.314286,All
-0.385552,0.315714,-0.247206,0.315714,-0.441055,0.315714,-0.255082,0.315714,0.782637,0.315714,All
-0.376855,0.317143,-0.245803,0.317143,-0.435722,0.317143,-0.248797,0.317143,0.783043,0.317143,All
-0.373621,0.318571,-0.244687,0.318571,-0.431651,0.318571,-0.248543,0.318571,0.783567,0.318571,All
-0.367083,0.32,-0.2399,0.32,-0.429179,0.32,-0.248485,0.32,0.788763,0.32,All
-0.360456,0.321429,-0.239533,0.321429,-0.427794,0.321429,-0.248443,0.321429,0.794772,0.321429,All
-0.357561,0.322857,-0.238271,0.322857,-0.419837,0.322857,-0.24625,0.322857,0.799154,0.322857,All
-0.351854,0.324286,-0.235876,0.324286,-0.417965,0.324286,-0.2441,0.324286,0.800351,0.324286,All
-0.348616,0.325714,-0.233465,0.325714,-0.417039,0.325714,-0.241094,0.325714,0.803615,0.325714,All
-0.34711,0.327143,-0.232022,0.327143,-0.416235,0.327143,-0.240722,0.327143,0.80832,0.327143,All
-0.34683,0.328571,-0.229883,0.328571,-0.410897,0.328571,-0.239787,0.328571,0.808351,0.328571,All
-0.346151,0.33,-0.228541,0.33,-0.399711,0.33,-0.238401,0.33,0.813892,0.33,All
-0.331123,0.331429,-0.226298,0.331429,-0.398968,0.331429,-0.233869,0.331429,0.820305,0.331429,All
-0.3299,0.332857,-0.22154,0.332857,-0.396865,0.332857,-0.23379,0.332857,0.823393,0.332857,All
-0.319712,0.334286,-0.219366,0.334286,-0.394421,0.334286,-0.233271,0.334286,0.837503,0.334286,All
-0.31596,0.335714,-0.216978,0.335714,-0.393675,0.335714,-0.231968,0.335714,0.84276,0.335714,All
-0.30071,0.337143,-0.214376,0.337143,-0.392551,0.337143,-0.216223,0.337143,0.84397,0.337143,All
-0.275421,0.338571,-0.213379,0.338571,-0.391011,0.338571,-0.214116,0.338571,0.847166,0.338571,All
-0.273724,0.34,-0.210968,0.34,-0.390836,0.34,-0.213057,0.34,0.84796,0.34,All
-0.272308,0.341429,-0.207205,0.341429,-0.388698,0.341429,-0.208238,0.341429,0.853794,0.341429,All
-0.2716,0.342857,-0.205657,0.342857,-0.384668,0.342857,-0.207859,0.342857,0.860843,0.342857,All
