iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,b1,b2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1,1247.94,1,10.2275,11.1604,43.2233,60.344,1,1,0.3,0.3,0.8,1,1,1,1,1
2,1222.55,1,10.7925,11.7407,47.9614,86.6652,0.95,0.95,0.285,0.285,0.97633,0.974679,1.1198,0.974679,1.07206,0.974679
3,1202.26,1,10.2843,10.7877,48.0548,80.3509,0.9025,0.9025,0.27075,0.27075,0.988559,0.95,1.09145,0.95,1.11687,0.95
4,1189.55,1,10.409,11.1443,48.9004,65.2971,0.857375,0.857375,0.257212,0.257212,0.957125,0.925945,1.06381,0.925945,1.24994,0.925945
5,1162.99,1,10.3893,9.56746,51.7699,71.5112,0.814506,0.814506,0.244352,0.244352,0.959991,0.9025,1.03688,0.9025,1.25517,0.9025
6,1147.42,1,10.4582,9.81634,47.6677,71.2994,0.773781,0.773781,0.232134,0.232134,0.967714,0.879648,1.01062,0.879648,1.22339,0.879648
7,1139.84,1,10.3996,10.4751,47.0312,69.3735,0.735092,0.735092,0.220528,0.220528,0.971502,0.857375,0.985032,0.857375,1.24272,0.857375
8,1117.03,1,10.4596,12.473,47.9303,66.991,0.698337,0.698337,0.209501,0.209501,0.971206,0.835666,0.96009,0.835666,1.28998,0.835666
9,1101.5,1,10.4245,11.6237,45.4416,74.0027,0.66342,0.66342,0.199026,0.199026,0.978135,0.814506,0.936792,0.814506,1.25732,0.814506
10,1087.64,1,10.7713,12.2522,46.7574,59.2364,0.630249,0.630249,0.189075,0.189075,0.983212,0.793882,0.982488,0.793882,1.22548,0.793882
11,1060.83,1,10.6437,11.3598,46.0768,57.9946,0.598737,0.598737,0.179621,0.179621,0.994666,0.773781,1.00862,0.773781,1.19445,0.773781
12,1053.47,1,10.7143,11.8672,45.9659,52.2859,0.5688,0.5688,0.17064,0.17064,1.02305,0.754188,1.01319,0.754188,1.16421,0.754188
13,1032.2,1,10.8127,11.047,48.4974,55.5409,0.54036,0.54036,0.162108,0.162108,1.01206,0.735092,1.00847,0.735092,1.13473,0.735092
14,1008.55,1,10.8651,12.3643,44.6979,54.194,0.513342,0.513342,0.154003,0.154003,1.00181,0.716479,0.982932,0.716479,1.106,0.716479
15,988.44,1,10.7738,12.3463,47.3802,59.7559,0.487675,0.487675,0.146302,0.146302,0.990228,0.698337,0.958044,0.698337,1.07799,0.698337
16,976.528,1,10.5964,12.2945,45.8423,62.0464,0.463291,0.463291,0.138987,0.138987,0.996794,0.680655,0.933785,0.680655,1.0507,0.680655
17,959.369,1,10.5003,12.138,46.5628,57.8535,0.440127,0.440127,0.132038,0.132038,1.00217,0.66342,0.910141,0.66342,1.02409,0.66342
18,958.674,1,10.633,11.5135,48.4876,55.8467,0.41812,0.41812,0.125436,0.125436,0.997218,0.646622,0.902346,0.646622,0.998162,0.646622
19,950.681,1,10.6902,10.9445,47.2724,52.2549,0.397214,0.291759,0.119164,0.129785,1.00724,0.630249,0.905478,0.630249,0.972888,0.630249
20,936.567,1,10.7409,10.8836,46.8736,53.4381,0.377354,0.274234,0.113206,0.1308,0.991647,0.614291,0.882551,0.614291,0.948254,0.614291
21,929.423,1,10.7143,11.125,47.5329,57.6585,0.358486,0.28624,0.107546,0.130998,0.995275,0.598737,0.860204,0.598737,0.98487,0.598737
22,909.671,1,10.8229,11.437,47.0156,62.7938,0.340562,0.27665,0.102168,0.127637,1.00174,0.583577,0.838423,0.583577,0.959932,0.583577
23,913.887,1,10.8306,11.6206,46.9578,63.8765,0.0813159,0.204484,0.113006,0.1409,1.00238,0.5688,0.817194,0.5688,0.958379,0.5688
24,907.729,1,10.8718,11.7884,48.4015,62.7793,2.22045e-16,0.402615,0.114921,0.131867,0.999375,0.554398,0.796502,0.554398,0.941166,0.554398
25,896.174,1,10.8067,11.7017,47.6243,55.949,2.22045e-16,0.320491,0.1112,0.133611,0.999623,0.54036,0.776334,0.54036,0.94551,0.54036
26,882.731,1,10.8138,11.8343,45.2336,55.8176,2.22045e-16,0.351384,0.105691,0.129772,1.00052,0.526678,0.756677,0.526678,0.92157,0.526678
27,878.541,1,10.8861,12.755,46.7534,59.2688,2.22045e-16,0.295572,0.107448,0.131056,1.00554,0.513342,0.737517,0.513342,0.93546,0.513342
28,875.865,1,10.8376,13.3284,45.3932,61.2358,2.22045e-16,0.310431,0.10681,0.130549,1.00525,0.500344,0.718843,0.500344,0.984734,0.500344
29,869.239,1,10.7873,12.4643,46.6341,57.9077,2.22045e-16,0.294059,0.102426,0.135916,0.997671,0.487675,0.700641,0.487675,1.04798,0.487675
30,867.924,1,10.8242,11.4518,45.9004,58.7809,2.22045e-16,0.227797,0.102833,0.140054,1.01838,0.475327,0.682901,0.475327,1.02145,0.475327
31,866.818,1,10.698,11.1056,46.06,63.0207,2.22045e-16,0.237001,0.101172,0.14087,1.01351,0.463291,0.665609,0.463291,0.995585,0.463291
32,864.248,1,10.6761,11.0148,46.0651,64.4035,2.22045e-16,0.328237,0.0988395,0.138932,1.00563,0.45156,0.648756,0.45156,0.98244,0.45156
33,856.179,1,10.735,11.4903,46.5325,58.3277,2.22045e-16,0.305098,0.101335,0.133864,0.998097,0.440127,0.632329,0.440127,1.07371,0.440127
34,853.706,1,10.6615,11.465,46.2945,62.8821,2.22045e-16,0.360067,0.0991234,0.13089,0.991262,0.428982,0.616318,0.428982,1.04652,0.428982
35,846.481,1,10.7301,11.6891,46.1316,60.8575,2.22045e-16,0.279245,0.0990698,0.132055,1.00478,0.41812,0.600712,0.41812,1.05159,0.41812
36,845.769,1,10.715,11.5677,46.0867,56.7375,2.22045e-16,0.286008,0.0978988,0.132839,0.999634,0.407533,0.585835,0.407533,1.05573,0.407533
37,846.722,1,10.725,11.8144,46.0849,57.6417,2.22045e-16,0.324225,0.0973958,0.13601,1.00418,0.397214,0.571001,0.397214,1.029,0.397214
38,841.78,1,10.8291,11.451,46.1429,57.3026,2.22045e-16,0.344215,0.0974945,0.137245,1.01439,0.387157,0.556543,0.387157,1.00295,0.387157
39,839.41,1,10.7128,10.9564,45.741,58.889,2.22045e-16,0.214111,0.0973633,0.147812,0.988779,0.377354,0.542451,0.377354,0.977553,0.377354
40,832.044,1,10.682,10.904,45.2274,58.4573,2.22045e-16,0.31071,0.0944873,0.13759,0.977062,0.367799,0.551867,0.367799,0.952801,0.367799
41,843.805,1,10.6715,11.8263,45.9148,57.0686,2.22045e-16,0.313964,0.0987339,0.137854,0.987046,0.358486,0.563595,0.358486,0.989767,0.358486
42,840.505,1,10.7481,12.304,44.3979,56.3702,2.22045e-16,0.306711,0.0954445,0.14056,0.981965,0.349409,0.576637,0.349409,1.11725,0.349409
43,846.034,1,10.6889,11.8165,44.8244,56.8443,2.22045e-16,0.269472,0.0972054,0.141988,0.999272,0.340562,0.602314,0.340562,1.1509,0.340562
44,848.564,1,10.6513,11.8197,45.0007,56.1849,2.22045e-16,0.30604,0.0974364,0.13843,1.00796,0.331938,0.62773,0.331938,1.18957,0.331938
45,847.297,1,10.7503,11.4634,45.4969,57.547,2.22045e-16,0.252638,0.097791,0.146475,1.00304,0.323534,0.637024,0.323534,1.15945,0.323534
46,841.528,1,10.6733,11.3106,45.4292,53.5004,2.22045e-16,0.268464,0.0972771,0.143105,1.00074,0.315341,0.620894,0.315341,1.13009,0.315341
47,838.095,1,10.7004,11.7375,45.5673,57.0034,2.22045e-16,0.223221,0.098603,0.144639,0.996378,0.307357,0.607609,0.307357,1.10147,0.307357
48,834.346,1,10.6915,11.8545,45.3348,60.1333,2.22045e-16,0.251289,0.09858,0.142968,1.0008,0.299574,0.592224,0.299574,1.07358,0.299574
49,828.393,1,10.8552,11.6093,45.7243,59.1574,2.22045e-16,0.246212,0.0964707,0.147919,1.00102,0.291989,0.577228,0.291989,1.0464,0.291989
