simulations, -2LL
1000,602.746
2000,602.336
3000,602.489
4000,602.644
5000,602.743
6000,602.719
7000,602.896
8000,602.83
9000,602.523
10000,602.591
11000,602.525
12000,602.514
13000,602.669
14000,602.802
15000,602.849
16000,602.948
17000,603.028
18000,603.073
19000,603.147
20000,603.09
21000,603.046
22000,603.077
23000,603.09
24000,603.059
25000,603.081
26000,603.101
27000,603.119
28000,603.044
29000,603.072
30000,603.071
