pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.65349,0.0521729,-2.11622,0.0346958,-1.97019,0.022585,All
-0.994625,0.504338,-1.45571,0.0867396,-1.46284,0.0677551,All
-0.335758,0.521729,-0.795213,0.242871,-0.955503,0.587211,All
0.323109,0.330428,-0.134711,0.763309,-0.448161,0.474286,All
0.981976,0.0869548,0.52579,0.364306,0.0591806,0.496871,All
1.64084,0.0347819,1.18629,0.0867396,0.566522,0.18068,All
2.29971,0.0695639,1.84679,0.0693917,1.07386,0.112925,All
2.95858,0.017391,2.5073,0,1.58121,0.022585,All
3.61744,0.0347819,3.1678,0,2.08855,0.0903402,All
4.27631,0.017391,3.8283,0.0173479,2.59589,0.112925,All
