simulations,OFV
500,1052.06
1000,1050.74
1500,1049.5
2000,1050.42
2500,1051.51
3000,1051.84
3500,1051.36
4000,1051.41
4500,1051.76
5000,1051.78
5500,1051.95
6000,1052.16
6500,1052.05
7000,1051.81
7500,1052.01
8000,1052.08
8500,1052.36
9000,1052.09
9500,1051.82
10000,1051.61
10500,1051.49
11000,1051.62
11500,1051.63
12000,1051.57
12500,1051.66
13000,1051.63
13500,1051.65
14000,1051.62
14500,1051.59
15000,1051.64
15500,1051.5
16000,1051.54
16500,1051.46
17000,1051.47
17500,1051.44
18000,1051.43
18500,1051.56
19000,1051.55
19500,1051.54
20000,1051.45
20500,1051.54
21000,1051.39
21500,1051.46
22000,1051.56
22500,1051.46
23000,1051.35
23500,1051.39
24000,1051.42
24500,1051.22
25000,1051.3
25500,1051.32
26000,1051.23
26500,1051.21
27000,1051.18
27500,1051.18
28000,1051.27
28500,1051.31
29000,1051.36
29500,1051.41
30000,1051.45
