simulations,OFV
500,941.095
1000,942.231
1500,941.21
2000,939.412
2500,939.939
3000,939.791
3500,939.578
4000,939.66
4500,939.869
5000,940.084
5500,940.146
6000,940.308
6500,939.65
7000,939.731
7500,939.441
8000,939.617
8500,939.886
9000,939.633
9500,939.434
10000,939.23
10500,939.167
11000,939.193
11500,939.022
12000,938.722
12500,938.862
13000,938.642
13500,938.457
14000,938.426
14500,938.443
15000,938.485
15500,938.47
16000,938.614
16500,938.476
17000,938.586
17500,938.616
18000,938.355
18500,938.499
19000,938.267
19500,938.139
20000,937.831
20500,937.76
21000,937.562
21500,937.647
22000,937.722
22500,937.736
23000,937.501
23500,937.432
24000,937.408
24500,937.439
25000,937.491
25500,937.454
26000,937.367
26500,937.321
27000,937.244
27500,937.272
28000,937.364
28500,937.357
29000,937.452
29500,937.502
30000,937.581
