parameter,value
Cl_pop,10.5650630005501
beta_Cl_logtCLCRMLMIN,0.655325873736494
beta_Cl_logtWTKG,0.790172699643973
V1_pop,43.4627328236251
Q_pop,20.4568859536234
beta_Q_ANTU_2,-0.663472659251577
beta_Q_logtAGEA,1.58651175473418
beta_Q_logtCLCRMLMIN,1.71367042828286
beta_Q_logtSCRMGDL,0.71533953770303
V2_pop,53.9103189348368
omega_Cl,0.178336944972197
omega_V1,0.260058134961126
omega_Q,0.00553193568607414
omega_V2,0.175421941218394
corr_V2_V1,0.996707249284256
a1,0.305919250988731
a2,0.0599421014437741
