Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
4.29987,0.00448124,44.4644,1088.01,1.76669,0.0436575,53.5719,1077.63,All
4.42891,0.00784217,44.4644,0,4.69709,0.0487385,53.5719,2155.25,All
4.55794,0.0414515,44.4644,2176.01,7.62748,0.0420789,53.5719,0,All
4.68697,0.0459327,44.4644,1088.01,10.5579,0.0506624,53.5719,0,All
4.81601,0.0974669,44.4644,6528.04,13.4883,0.0420789,53.5719,3232.88,All
4.94504,0.115392,44.4644,6528.04,16.4187,0.0316702,53.5719,1077.63,All
5.07408,0.101948,44.4644,9792.06,19.3491,0.0233333,53.5719,2155.25,All
5.20311,0.0784217,44.4644,4352.02,22.2794,0.0158844,53.5719,3232.88,All
5.33214,0.0403312,44.4644,7616.04,25.2098,0.00878083,53.5719,5388.14,All
5.46118,0.0235265,44.4644,5440.03,28.1402,0.00591966,53.5719,4310.51,All
5.59021,0.00224062,44.4644,14144.1,31.0706,0.00493305,53.5719,5388.14,All
5.71924,0.00112031,44.4644,13056.1,34.001,0.00340381,53.5719,2155.25,All
5.84828,0,44.4644,11968.1,36.9314,0.00286117,53.5719,8621.02,All
5.97731,0,44.4644,28288.2,39.8618,0.00207188,53.5719,11853.9,All
6.10635,0,44.4644,26112.1,42.7922,0.00162791,53.5719,15086.8,All
6.23538,0.00672186,44.4644,25024.1,45.7226,0.00221987,53.5719,12931.5,All
6.36441,0.0156843,44.4644,34816.2,48.653,0.00192389,53.5719,33406.5,All
6.49345,0.0336093,44.4644,57664.3,51.5834,0.00138125,53.5719,26940.7,All
6.62248,0.0459327,44.4644,39168.2,54.5138,0.00133192,53.5719,34484.1,All
6.75151,0.0739404,44.4644,43520.2,57.4442,0.00138125,53.5719,32328.8,All
6.88055,0.0985873,44.4644,60928.3,60.3746,0.00103594,53.5719,33406.5,All
7.00958,0.0985873,44.4644,78336.4,63.305,0.000838619,53.5719,35561.7,All
7.13862,0.0840232,44.4644,85952.5,66.2354,0.000789288,53.5719,51726.1,All
7.26765,0.0604967,44.4644,90304.5,69.1657,0.000789288,53.5719,77589.2,All
7.39668,0.0302484,44.4644,95744.5,72.0961,0.000739958,53.5719,80822.1,All
7.52572,0.0100828,44.4644,108801,75.0265,0.000295983,53.5719,66812.9,All
7.65475,0.00224062,44.4644,154497,77.9569,0.000147992,53.5719,93753.6,All
7.78379,0,44.4644,151233,80.8873,0.000542636,53.5719,96986.5,All
7.91282,0.00112031,44.4644,141441,83.8177,0.000591966,53.5719,132548,All
8.04185,0,44.4644,176257,86.7481,0.000493305,53.5719,157334,All
8.17089,0.00784217,44.4644,167553,89.6785,0.000493305,53.5719,135781,All
8.29992,0.00784217,44.4644,189313,92.6089,0.000295983,53.5719,171343,All
8.42895,0.0100828,44.4644,213249,95.5393,0.000246653,53.5719,174576,All
8.55799,0.0246468,44.4644,223041,98.4697,0.000197322,53.5719,172420,All
8.68702,0.0369702,44.4644,228481,101.4,0.000394644,53.5719,204749,All
8.81606,0.0571358,44.4644,245889,104.33,9.8661e-05,53.5719,236000,All
8.94509,0.0638577,44.4644,248065,107.261,0.000295983,53.5719,209060,All
9.07412,0.0817826,44.4644,277442,110.191,9.8661e-05,53.5719,210137,All
9.20316,0.0963466,44.4644,279618,113.122,0,53.5719,240311,All
9.33219,0.146761,44.4644,279618,116.052,0.000147992,53.5719,256475,All
9.46122,0.120993,44.4644,262210,118.982,9.8661e-05,53.5719,252165,All
9.59026,0.135557,44.4644,221953,121.913,0.000147992,53.5719,250010,All
9.71929,0.192693,44.4644,253505,124.843,4.93305e-05,53.5719,271562,All
9.84833,0.219581,44.4644,221953,127.774,4.93305e-05,53.5719,244621,All
9.97736,0.230784,44.4644,276354,130.704,0,53.5719,241389,All
10.1064,0.271115,44.4644,241537,133.634,0,53.5719,238156,All
10.2354,0.249829,44.4644,221953,136.565,0.000147992,53.5719,241389,All
10.3645,0.249829,44.4644,176257,139.495,0,53.5719,210137,All
10.4935,0.212859,44.4644,199105,142.426,4.93305e-05,53.5719,181041,All
10.6225,0.237506,44.4644,195841,145.356,0,53.5719,223069,All
10.7516,0.215099,44.4644,169729,148.286,0,53.5719,241389,All
10.8806,0.200535,44.4644,170817,151.217,0,53.5719,193973,All
11.0096,0.172528,44.4644,127297,154.147,0,53.5719,186430,All
11.1387,0.135557,44.4644,140353,157.078,0,53.5719,172420,All
11.2677,0.140039,44.4644,96832.6,160.008,4.93305e-05,53.5719,141169,All
11.3967,0.127715,44.4644,117505,162.938,0,53.5719,143324,All
11.5258,0.174768,44.4644,100097,165.869,4.93305e-05,53.5719,132548,All
11.6548,0.188212,44.4644,88128.5,168.799,4.93305e-05,53.5719,129315,All
11.7838,0.142279,44.4644,54400.3,171.73,0,53.5719,130393,All
11.9129,0.183731,44.4644,94656.5,174.66,0,53.5719,110996,All
12.0419,0.178129,44.4644,57664.3,177.59,0,53.5719,96986.5,All
12.1709,0.190453,44.4644,47872.3,180.521,4.93305e-05,53.5719,72201,All
12.3,0.21846,44.4644,34816.2,183.451,0,53.5719,78666.8,All
12.429,0.165806,44.4644,38080.2,186.382,0,53.5719,52803.7,All
12.558,0.183731,44.4644,32640.2,189.312,0,53.5719,53881.4,All
12.6871,0.21846,44.4644,30464.2,192.242,0,53.5719,23707.8,All
12.8161,0.169167,44.4644,25024.1,195.173,0,53.5719,36639.3,All
12.9451,0.189332,44.4644,18496.1,198.103,0,53.5719,26940.7,All
