simulations,OFV
500,1154.92
1000,1156.38
1500,1155.89
2000,1153.76
2500,1154.16
3000,1153.9
3500,1153.58
4000,1153.76
4500,1153.94
5000,1153.95
5500,1153.81
6000,1154.15
6500,1153.59
7000,1153.62
7500,1153.32
8000,1153.49
8500,1153.69
9000,1153.49
9500,1153.37
10000,1153.12
10500,1153
11000,1152.95
11500,1152.79
12000,1152.54
12500,1152.68
13000,1152.43
13500,1152.24
14000,1152.15
14500,1152.13
15000,1152.17
15500,1152.03
16000,1152.19
16500,1152.13
17000,1152.24
17500,1152.37
18000,1152.12
18500,1152.3
19000,1152.27
19500,1152.23
20000,1152.09
20500,1151.98
21000,1151.9
21500,1151.98
22000,1152.06
22500,1152
23000,1151.84
23500,1151.68
24000,1151.68
24500,1151.58
25000,1151.66
25500,1151.65
26000,1151.58
26500,1151.65
27000,1151.59
27500,1151.62
28000,1151.68
28500,1151.67
29000,1151.77
29500,1151.85
30000,1151.93
