parameter,value
Cl_pop,10.5676075371161
beta_Cl_logtCLCRMLMIN,0.663719164723117
beta_Cl_logtWTKG,0.781396872780714
V1_pop,40.6022541399591
beta_V1_ANTU_2,0.0989272486730836
Q_pop,20.4017469499945
beta_Q_ANTU_2,-0.758101897921078
beta_Q_logtAGEA,1.41415512195431
beta_Q_logtCLCRMLMIN,1.15404297385785
V2_pop,54.2217367997705
omega_Cl,0.178088205255626
omega_V1,0.260347574868938
omega_Q,0.0100294848809807
omega_V2,0.232830463046823
corr_V2_V1,0.998509378996556
a1,0.306382359175954
a2,0.0603522148955512
