simulations,OFV
500,984.463
1000,985.112
1500,984.763
2000,985.025
2500,986.078
3000,985.609
3500,984.251
4000,984.396
4500,984.955
5000,984.568
5500,984.603
6000,984.948
6500,984.628
7000,984.783
7500,985.11
8000,985.307
8500,985.708
9000,985.246
9500,985.1
10000,984.997
10500,984.386
11000,984.564
11500,984.747
12000,984.38
12500,983.471
13000,983.613
13500,983.67
14000,983.771
14500,983.622
15000,983.604
15500,983.723
16000,983.776
16500,983.608
17000,983.602
17500,983.754
18000,983.765
18500,983.912
19000,983.971
19500,984.003
20000,983.928
20500,983.955
21000,983.852
21500,983.905
22000,984.021
22500,984.043
23000,983.761
23500,983.747
24000,983.784
24500,983.838
25000,983.925
25500,983.869
26000,983.4
26500,983.364
27000,983.323
27500,983.357
28000,983.383
28500,983.397
29000,983.504
29500,983.54
30000,983.64
