iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,b1,b2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1,1282.93,1,10.2275,11.1604,43.2233,60.344,1,1,0.3,0.3,0.8,1,1,1,1,1
2,1280.54,1,10.251,13.518,52.0647,75.6762,0.95,0.95,0.285,0.285,1.12458,0.974679,0.974679,0.974679,0.99584,0.974679
3,1253.07,1,10.3158,13.1266,50.2894,75.366,0.9025,0.9025,0.27075,0.27075,1.11921,0.95,0.95,0.95,0.970624,0.95
4,1236.76,1,10.0884,12.2045,47.4517,66.5077,0.857375,0.857375,0.257212,0.257212,1.09228,0.925945,0.999841,0.925945,1.0631,0.925945
5,1225.21,1,10.0325,11.2986,51.3724,64.8044,0.814506,0.814506,0.244352,0.244352,1.05422,0.9025,1.01043,0.9025,1.03618,0.9025
6,1212.45,1,9.93664,12.7156,43.6106,71.0318,0.773781,0.773781,0.232134,0.232134,1.06209,0.879648,1.07574,0.879648,1.00994,0.879648
7,1197.17,1,9.73951,11.9186,45.4254,64.97,0.735092,0.735092,0.220528,0.220528,1.09246,0.857375,1.11813,0.857375,0.98437,0.857375
8,1174.76,1,9.7733,14.7211,46.2802,66.8755,0.698337,0.698337,0.209501,0.209501,1.07866,0.835666,1.08982,0.835666,0.959446,0.835666
9,1164.07,1,9.8645,14.9563,45.1861,66.2368,0.66342,0.66342,0.199026,0.199026,1.07211,0.814506,1.06223,0.814506,0.938029,0.814506
10,1138.63,1,9.9384,13.1978,44.9274,63.8212,0.630249,0.630249,0.189075,0.189075,1.09095,0.793882,1.04672,0.793882,0.941353,0.793882
11,1123.34,1,9.94543,13.8934,48.8,67.7566,0.598737,0.598737,0.179621,0.179621,1.10315,0.773781,1.05738,0.773781,0.917517,0.773781
12,1106.76,1,9.89537,14.2432,47.0214,56.9596,0.5688,0.5688,0.17064,0.17064,1.10356,0.754188,1.03097,0.754188,0.934445,0.754188
13,1086.2,1,9.93369,12.9243,48.3607,69.2256,0.54036,0.54036,0.162108,0.162108,1.08789,0.735092,1.00487,0.735092,0.910784,0.735092
14,1075.41,1,10.065,12.7131,46.9124,63.2147,0.513342,0.513342,0.154003,0.154003,1.1082,0.716479,0.979422,0.716479,0.887722,0.716479
15,1055.71,1,10.0319,14.017,48.7988,65.9382,0.487675,0.487675,0.146302,0.146302,1.11322,0.698337,0.954622,0.698337,0.865245,0.698337
16,1052.63,1,10.0351,14.159,49.8483,59.9149,0.463291,0.463291,0.138987,0.138987,1.11226,0.680655,0.930451,0.680655,0.843336,0.680655
17,1035.86,1,9.96928,12.2597,50.0641,60.0966,0.440127,0.614668,0.132038,0.124682,1.10973,0.66342,0.906891,0.66342,0.821982,0.66342
18,1028,1,9.89741,11.2812,50.3622,56.7538,0.41812,0.610947,0.125436,0.120931,1.10431,0.646622,0.940865,0.646622,0.801169,0.646622
19,1020.83,1,9.84147,10.6963,49.1551,60.9207,0.397214,0.478287,0.119164,0.132496,1.10402,0.630249,1.0065,0.630249,0.780883,0.630249
20,1016.72,1,9.86127,11.4096,49.5175,57.2367,2.22045e-16,0.564423,0.137672,0.128244,1.0892,0.614291,0.984501,0.614291,0.772015,0.614291
21,1016.93,1,10.0123,12.0179,49.0368,60.9898,2.22045e-16,0.757439,0.133947,0.126412,1.09224,0.598737,0.959572,0.598737,0.752467,0.598737
22,1000.87,1,9.99026,12.0497,47.7275,65.7405,2.10942e-16,0.739587,0.12725,0.128904,1.10119,0.583577,0.935276,0.583577,0.733414,0.583577
23,999.63,1,9.9556,11.9702,46.7115,68.818,2.00395e-16,0.614085,0.120887,0.142491,1.11487,0.5688,0.911594,0.5688,0.727523,0.5688
24,993.666,1,10.0053,12.4548,47.3737,72.3195,2.22045e-16,0.662938,0.120767,0.141297,1.09671,0.554398,0.888512,0.554398,0.709102,0.554398
