pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-2.02634,0.022359,-3.19798,0.00223185,-2.13143,0.0210987,All
-1.51387,0.134154,-3.1033,0.00223185,-1.58834,0.105494,All
-1.0014,0.268308,-3.00862,0.00223185,-1.04526,0.274283,All
-0.488931,0.46954,-2.91394,0.00669555,-0.502179,0.527468,All
0.0235393,0.581335,-2.81926,0.00669555,0.0409029,0.464172,All
0.536009,0.201231,-2.72458,0.0089274,0.583985,0.295382,All
1.04848,0.22359,-2.6299,0.0089274,1.12707,0.126592,All
1.56095,0.0894361,-2.53522,0.015623,1.67015,0.0632961,All
2.07342,0.111795,-2.44054,0.0044637,2.21323,0.126592,All
2.58589,0.0447181,-2.34586,0.0178548,2.75631,0.0210987,All
,,-2.25119,0.0200867,,,All
,,-2.15651,0.0290141,,,All
,,-2.06183,0.0290141,,,All
,,-1.96715,0.0200867,,,All
,,-1.87247,0.0401733,,,All
,,-1.77779,0.0535644,,,All
,,-1.68311,0.0781148,,,All
,,-1.58843,0.0848103,,,All
,,-1.49375,0.0959696,,,All
,,-1.39907,0.111593,,,All
,,-1.30439,0.169621,,,All
,,-1.20972,0.158461,,,All
,,-1.11504,0.212026,,,All
,,-1.02036,0.238808,,,All
,,-0.925678,0.227649,,,All
,,-0.830999,0.3013,,,All
,,-0.73632,0.270054,,,All
,,-0.641641,0.33701,,,All
,,-0.546962,0.370487,,,All
,,-0.452283,0.406197,,,All
,,-0.357604,0.428515,,,All
,,-0.262925,0.379415,,,All
,,-0.168246,0.48208,,,All
,,-0.0735671,0.430747,,,All
,,0.0211119,0.450834,,,All
,,0.115791,0.428515,,,All
,,0.21047,0.354864,,,All
,,0.305149,0.33701,,,All
,,0.399828,0.307995,,,All
,,0.494507,0.341473,,,All
,,0.589186,0.294604,,,All
,,0.683865,0.321387,,,All
,,0.778544,0.292372,,,All
,,0.873223,0.278981,,,All
,,0.967902,0.267822,,,All
,,1.06258,0.243272,,,All
,,1.15726,0.21649,,,All
,,1.25194,0.185244,,,All
,,1.34662,0.169621,,,All
,,1.4413,0.160693,,,All
,,1.53598,0.167389,,,All
,,1.63066,0.124984,,,All
,,1.72533,0.107129,,,All
,,1.82001,0.0959696,,,All
,,1.91469,0.0758829,,,All
,,2.00937,0.0937377,,,All
,,2.10405,0.0714192,,,All
,,2.19873,0.0736511,,,All
,,2.29341,0.0535644,,,All
,,2.38809,0.0491007,,,All
,,2.48277,0.0245504,,,All
,,2.57745,0.0267822,,,All
,,2.67213,0.0200867,,,All
,,2.7668,0.0133911,,,All
,,2.86148,0.00223185,,,All
,,2.95616,0.00223185,,,All
,,3.05084,0.00223185,,,All
,,3.14552,0.00223185,,,All
,,3.2402,0.00223185,,,All
,,3.33488,0.00223185,,,All
