pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-2.03029,0.0272139,-3.80018,0.00185563,-1.81054,0.102459,All
-1.60481,0.108856,-3.68508,0.0055669,-1.3585,0.332992,All
-1.17933,0.326567,-3.56999,0,-0.90646,0.461066,All
-0.753849,0.435423,-3.45489,0,-0.454419,0.384222,All
-0.328371,0.380995,-3.33979,0.0055669,-0.00237742,0.281763,All
0.0971082,0.408209,-3.22469,0.0111338,0.449664,0.307378,All
0.522587,0.544278,-3.1096,0.00927817,0.901705,0.230533,All
0.948066,0.299353,-2.9945,0.00742253,1.35375,0.153689,All
1.37354,0.0272139,-2.8794,0.0148451,1.80579,0.0768444,All
1.79902,0.0272139,-2.76431,0.0222676,2.25783,0.102459,All
,,-2.64921,0.0185563,,,All
,,-2.53411,0.0315458,,,All
,,-2.41902,0.020412,,,All
,,-2.30392,0.0334014,,,All
,,-2.18882,0.0241232,,,All
,,-2.07373,0.0501021,,,All
,,-1.95863,0.0501021,,,All
,,-1.84353,0.0705141,,,All
,,-1.72844,0.109482,,,All
,,-1.61334,0.0983486,,,All
,,-1.49824,0.118761,,,All
,,-1.38315,0.133606,,,All
,,-1.26805,0.20412,,,All
,,-1.15295,0.231954,,,All
,,-1.03786,0.278345,,,All
,,-0.922759,0.361848,,,All
,,-0.807662,0.391539,,,All
,,-0.692565,0.434218,,,All
,,-0.577469,0.449063,,,All
,,-0.462372,0.434218,,,All
,,-0.347275,0.489887,,,All
,,-0.232178,0.436074,,,All
,,-0.117081,0.410095,,,All
,,-0.00198459,0.423084,,,All
,,0.113112,0.384116,,,All
,,0.228209,0.402672,,,All
,,0.343306,0.343292,,,All
,,0.458403,0.337725,,,All
,,0.573499,0.265356,,,All
,,0.688596,0.252366,,,All
,,0.803693,0.256077,,,All
,,0.91879,0.228243,,,All
,,1.03389,0.176285,,,All
,,1.14898,0.168863,,,All
,,1.26408,0.100204,,,All
,,1.37918,0.076081,,,All
,,1.49427,0.076081,,,All
,,1.60937,0.0482465,,,All
,,1.72447,0.0426796,,,All
,,1.83956,0.0482465,,,All
,,1.95466,0.0259789,,,All
,,2.06976,0.0278345,,,All
,,2.18485,0.0148451,,,All
,,2.29995,0.0148451,,,All
,,2.41505,0.0111338,,,All
,,2.53014,0.0222676,,,All
,,2.64524,0.0148451,,,All
,,2.76034,0.0148451,,,All
,,2.87544,0.0148451,,,All
,,2.99053,0.0129894,,,All
,,3.10563,0.0129894,,,All
,,3.22073,0.0055669,,,All
,,3.33582,0.0167007,,,All
,,3.45092,0.00742253,,,All
,,3.56602,0.00371127,,,All
,,3.68111,0.00185563,,,All
,,3.79621,0,,,All
,,3.91131,0.00185563,,,All
,,4.0264,0.00185563,,,All
