parameter,value,se_lin,rse_lin
Cl_pop,5.25506891959873,0.291655261477209,5.54997976124506
beta_Cl_logtCLCRMLMIN,0.601676063594003,0.238947901939832,39.7137124771958
V1_pop,21.6012553157815,1.90848320640327,8.83505693768161
Q_pop,5.5036125946046,1.10438349375047,20.0665194863668
V2_pop,16.256444749499,1.86310133045004,11.460693645869
omega_Cl,0.203715266318188,0.0393517517793354,19.3170362195001
omega_V1,0.285822349425464,0.0645378383545587,22.5797032612345
omega_Q,0.425266613030771,0.219257596224244,51.557679231306
omega_V2,0.224971789582915,0.136795075422933,60.8054350621217
corr_V2_V1,0.999,0.410435984115896,41.0846830946842
a1,0.295813849525697,0.021796301127875,7.36824904000364
a2,0.0777238607476515,0.00767113247285043,9.86972648947088
