simulations, -2LL
1000,607.488
2000,607.509
3000,607.803
4000,607.829
5000,607.845
6000,607.554
7000,607.749
8000,607.8
9000,607.414
10000,607.37
11000,607.355
12000,607.404
13000,607.514
14000,607.568
15000,607.615
16000,607.715
17000,607.759
18000,607.798
19000,607.823
20000,607.846
21000,607.866
22000,607.913
23000,607.905
24000,607.899
25000,607.903
26000,607.928
27000,607.958
28000,607.899
29000,607.92
30000,607.907
