Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,split
3.71993,0.000258036,6.13617e-05,14.5731,0.000127047,0.000138713,2.41884,0.00383085,0.00152327,11.5602,0.00320308,0.00975062,All
3.96012,0.000592523,0.000158884,15.6441,0.000278916,0.000347524,3.29393,0.0132018,0.00854427,15.8463,0.00601754,0.0295203,All
4.20031,0.00122905,0.000370065,16.715,0.000550827,0.000778892,4.16903,0.0270992,0.0259691,20.1325,0.0084942,0.0608258,All
4.4405,0.00233573,0.000786844,17.786,0.000994746,0.00158874,5.04413,0.0420462,0.0562715,24.4186,0.0103101,0.101377,All
4.68069,0.00411454,0.00154587,18.857,0.00166446,0.00299025,5.91922,0.055107,0.0989931,28.7047,0.0114454,0.148229,All
4.92088,0.0067835,0.00283468,19.9279,0.00260816,0.00525188,6.79432,0.0647428,0.151709,32.9908,0.0120042,0.198665,All
5.16107,0.0105519,0.00489266,20.9989,0.00386104,0.00868738,7.66942,0.0705979,0.211196,37.277,0.0121205,0.2505,All
5.40126,0.0155923,0.00800562,22.0699,0.00543931,0.0136384,8.54451,0.0730249,0.274266,41.5631,0.011919,0.302112,All
5.64145,0.0220149,0.0124938,23.1409,0.00733665,0.0204522,9.41961,0.0726872,0.338197,45.8492,0.011502,0.352366,All
5.88164,0.0298469,0.0186942,24.2118,0.00952356,0.0294567,10.2947,0.0703107,0.400888,50.1354,0.0109485,0.400516,All
6.12183,0.039023,0.0269395,25.2828,0.0119494,0.0409367,11.1698,0.0665546,0.460853,54.4215,0.0103165,0.446108,All
6.36203,0.049384,0.0375352,26.3538,0.0145467,0.055113,12.0449,0.0619609,0.517129,58.7076,0.00964774,0.4889,All
6.60222,0.0606874,0.0507383,27.4247,0.0172367,0.072128,12.92,0.0569461,0.569174,62.9938,0.00897133,0.5288,All
6.84241,0.0726247,0.0667391,28.4957,0.0199353,0.0920361,13.7951,0.0518136,0.616762,67.2799,0.00830687,0.565822,All
7.0826,0.0848439,0.0856484,29.5667,0.0225596,0.114802,14.6702,0.0467734,0.659886,71.566,0.0076671,0.600044,All
7.32279,0.096975,0.107489,30.6377,0.0250321,0.140303,15.5453,0.0419625,0.698692,75.8522,0.00705983,0.631593,All
7.56298,0.108654,0.132197,31.7086,0.0272857,0.168341,16.4204,0.0374633,0.73342,80.1383,0.00648939,0.660616,All
7.80317,0.119543,0.159621,32.7796,0.0292657,0.19865,17.2955,0.033319,0.764363,84.4244,0.00595768,0.687277,All
8.04336,0.129352,0.189537,33.8506,0.0309316,0.230914,18.1706,0.0295451,0.791842,88.7106,0.00546493,0.711742,All
8.28355,0.137842,0.221654,34.9215,0.0322574,0.264782,19.0457,0.0261386,0.81618,92.9967,0.00501028,0.734178,All
8.52374,0.144842,0.255634,35.9925,0.0332308,0.299882,19.9208,0.0230847,0.837693,97.2828,0.00459219,0.754744,All
8.76393,0.150242,0.291105,37.0635,0.0338523,0.335835,20.7959,0.0203615,0.856679,101.569,0.00420866,0.773593,All
9.00412,0.153998,0.327675,38.1344,0.0341328,0.372269,21.671,0.0179432,0.873418,105.855,0.00385749,0.790868,All
9.24431,0.15612,0.364951,39.2054,0.0340924,0.40883,22.5461,0.0158026,0.888165,110.141,0.00353638,0.806703,All
9.4845,0.156668,0.402546,40.2764,0.0337575,0.445188,23.4212,0.0139126,0.901149,114.427,0.00324303,0.821222,All
9.72469,0.155743,0.440094,41.3474,0.0331594,0.481043,24.2962,0.0122469,0.91258,118.713,0.00297523,0.83454,All
9.96488,0.153475,0.477255,42.4183,0.0323323,0.516132,25.1713,0.0107811,0.922642,123,0.00273083,0.84676,All
10.2051,0.150018,0.513725,43.4893,0.0313114,0.550228,26.0464,0.0094926,0.9315,127.286,0.00250783,0.85798,All
10.4453,0.145537,0.549238,44.5603,0.0301319,0.583142,26.9215,0.00836068,0.939301,131.572,0.00230436,0.868286,All
10.6855,0.140202,0.583569,45.6312,0.0288279,0.614724,27.7966,0.00736678,0.946173,135.858,0.00211867,0.877759,All
10.9256,0.134182,0.616534,46.7022,0.0274311,0.644857,28.6717,0.00649429,0.95223,140.144,0.00194918,0.886471,All
11.1658,0.12764,0.647986,47.7732,0.0259711,0.673458,29.5468,0.00572841,0.957571,144.43,0.00179443,0.894489,All
11.406,0.120729,0.67782,48.8442,0.0244742,0.700472,30.4219,0.00505604,0.962283,148.716,0.00165306,0.901872,All
11.6462,0.113587,0.705964,49.9151,0.0229636,0.725875,31.297,0.00446563,0.966444,153.003,0.00152386,0.908677,All
11.8864,0.106338,0.732377,50.9861,0.0214594,0.749661,32.1721,0.003947,0.97012,157.289,0.00140573,0.914951,All
12.1266,0.0990914,0.757047,52.0571,0.0199784,0.771848,33.0472,0.00349123,0.97337,161.575,0.00129765,0.920741,All
12.3668,0.091938,0.779986,53.128,0.0185346,0.792467,33.9223,0.00309051,0.976246,165.861,0.00119871,0.926088,All
12.607,0.0849547,0.801226,54.199,0.017139,0.811565,34.7974,0.00273797,0.978793,170.147,0.00110809,0.931029,All
12.8472,0.0782033,0.820815,55.27,0.0158004,0.829199,35.6725,0.00242763,0.98105,174.433,0.00102502,0.935598,All
13.0874,0.0717316,0.838815,56.3409,0.0145249,0.845431,36.5476,0.00215425,0.983053,178.719,0.000948835,0.939825,All
13.3275,0.0655754,0.855299,57.4119,0.013317,0.860334,37.4227,0.00191327,0.98483,183.005,0.000878911,0.94374,All
13.5677,0.0597594,0.870344,58.4829,0.0121794,0.873981,38.2978,0.00170068,0.98641,187.292,0.000814693,0.947368,All
13.8079,0.0542987,0.884034,59.5539,0.0111132,0.886447,39.1729,0.00151301,0.987814,191.578,0.000755675,0.950731,All
14.0481,0.0492005,0.896457,60.6248,0.0101185,0.89781,40.048,0.00134719,0.989064,195.864,0.000701399,0.953852,All
14.2883,0.0444651,0.907698,61.6958,0.00919416,0.908146,40.9231,0.00120056,0.990177,200.15,0.000651449,0.95675,All
14.5285,0.0400874,0.917846,62.7668,0.00833853,0.917528,41.7982,0.00107081,0.99117,204.436,0.00060545,0.959442,All
14.7687,0.0360577,0.926984,63.8377,0.00754919,0.92603,42.6733,0.000955892,0.992056,208.722,0.000563061,0.961945,All
15.0089,0.0323631,0.935194,64.9087,0.0068233,0.933721,43.5484,0.000854028,0.992847,213.008,0.00052397,0.964274,All
15.2491,0.0289881,0.942556,65.9797,0.00615771,0.940667,44.4235,0.00076366,0.993554,217.294,0.000487899,0.966441,All
