iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1481.86,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1462.12,1,5.44611,25.1132,7.41942,30.9465,0.974679,0.974679,1.02241,0.974679,0.998761,0.974679,0.974679
3,1452.54,1,5.35703,23.3961,7.61427,29.1153,0.95,0.95,0.996525,0.95,0.998761,0.95,0.95
4,1440.24,1,4.84025,23.1181,8.80059,28.7669,0.925945,0.925945,0.971293,0.925945,0.998761,0.925945,0.925945
5,1421.49,1,5.20386,23.8467,7.70017,29.6468,0.9025,0.9025,0.979718,0.9025,0.998761,0.9025,0.9025
6,1409.97,1,5.0483,24.0422,7.71796,29.8362,0.879648,0.879648,0.954911,0.879648,0.998761,0.879648,0.879648
7,1398.17,1,5.30471,23.0981,8.18683,28.3348,0.857375,0.857375,0.930732,0.857375,0.998761,0.857375,0.857375
8,1378.52,1,5.12773,23.677,7.5813,28.8585,0.835666,0.835666,0.907166,0.835666,0.998761,0.835666,0.835666
9,1377.65,1,5.29974,28.0281,6.80586,33.8469,0.814506,0.814506,0.958155,0.814506,0.998761,0.814506,0.814506
10,1361.81,1,5.25259,30.1208,6.48807,36.364,0.793882,0.793882,0.933894,0.793882,0.998761,0.793882,0.793882
11,1356.98,1,5.47625,32.4612,5.5657,39.0947,0.773781,0.773781,0.920264,0.773781,0.998761,0.773781,0.773781
12,1338.44,1,5.20414,29.228,5.50677,35.1025,0.754188,0.754188,0.922595,0.754188,0.998761,0.754188,0.754188
13,1342.42,1,5.52882,31.2448,6.80168,37.4708,0.735092,0.735092,1.0025,0.735092,0.998761,0.735092,0.735092
14,1334.02,1,5.44386,29.4965,5.19975,35.3844,0.716479,0.716479,1.18654,0.716479,0.998761,0.716479,0.716479
15,1315.72,1,5.59205,27.7279,5.58803,33.3557,0.698337,0.698337,1.16132,0.698337,0.998761,0.698337,0.698337
16,1306.09,1,5.28981,25.5915,6.50067,30.8982,0.680655,0.680655,1.14597,0.680655,0.998761,0.680655,0.680655
17,1294.16,1,5.29918,26.7871,6.38687,32.4861,0.66342,0.66342,1.17586,0.66342,0.998761,0.66342,0.66342
18,1287.8,1,5.62889,27.8074,6.77853,33.6699,0.646622,0.646622,1.14609,0.646622,0.998761,0.646622,0.646622
19,1275.76,1,5.4192,28.0351,6.19491,33.8671,0.630249,0.630249,1.11707,0.630249,0.998761,0.630249,0.630249
