iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,684.428,1,15.3257,4.95684,22.0859,76.9381,0.3,1.5,1.5,1.5,1.5
2,653.844,1,9.13682,8.1535,38.0296,89.5604,0.24,1.34164,1.37272,1.34164,1.34164
3,621.416,1,8.91575,9.2805,38.1615,80.6978,0.192,1.2,1.35213,1.2,1.36245
4,583.236,1,9.02447,10.2929,40.1626,84.7209,0.154592,1.07331,1.27464,1.07331,1.29598
5,562.828,1,8.72297,10.9945,40.0303,80.0822,0.138086,0.96,1.23722,0.96,1.3089
6,534.001,1,8.76332,10.8189,39.6945,96.4791,0.121554,0.85865,1.19715,0.85865,1.22482
7,506.441,1,8.80786,11.8201,40.2225,102.665,0.111353,0.768,1.07076,0.768,1.26584
8,493.671,1,8.80477,11.5398,41.4289,105.52,0.111055,0.68692,0.967612,0.68692,1.1634
9,472.094,1,8.88829,11.1212,39.7121,101.77,0.104095,0.6144,0.865852,0.6144,1.12314
10,464.532,1,8.90383,11.4873,40.1644,96.3846,0.100502,0.549536,0.883945,0.549536,1.14462
11,456.099,1,8.92089,11.627,40.7035,101.867,0.0988521,0.49152,0.873329,0.49152,1.11155
12,457.258,1,8.99138,12.1393,40.6057,103.813,0.101052,0.439629,0.86835,0.439629,1.09804
13,447.291,1,8.91816,11.6697,41.5657,106.067,0.0956531,0.429758,0.858908,0.393216,1.11618
14,442.001,1,8.89584,11.1353,41.5742,111.4,0.095375,0.427306,0.809059,0.355626,1.07693
15,431.235,1,8.92364,10.2757,43.5193,111.852,0.0971298,0.424207,0.735296,0.318082,1.02858
16,423.099,1,8.94355,10.2906,43.9472,112.87,0.094501,0.415247,0.747115,0.284501,0.983583
17,420.046,1,9.02316,10.5988,43.9459,109.319,0.0948455,0.404753,0.750417,0.254465,0.984282
18,423.222,1,9.10609,9.59612,44.3743,99.1865,0.0975304,0.382253,0.767854,0.227601,0.988611
19,410.292,1,9.18644,9.49976,44.7203,98.2202,0.0935274,0.376364,0.759985,0.203572,0.944479
20,415.087,1,9.2157,9.75023,44.7961,96.6236,0.096354,0.358642,0.744652,0.187964,0.970117
21,403.943,1,9.27143,9.68362,45.7617,91.8901,0.0910738,0.350395,0.702574,0.183396,1.02924
22,394.785,1,9.28799,9.47777,45.8712,97.1501,0.0893853,0.343147,0.66231,0.174974,0.996648
23,392.754,1,9.32521,9.69571,45.6023,98.11,0.0912043,0.344492,0.669771,0.156501,0.95522
24,400.635,1,9.25787,9.75334,45.1091,97.2851,0.0943822,0.350138,0.677268,0.150723,0.893605
25,396.77,1,9.35778,9.51903,45.4184,102.032,0.0955787,0.316798,0.664769,0.151343,0.832746
26,392.404,1,9.48369,9.19256,45.6063,102.687,0.095136,0.292883,0.64542,0.159396,0.783758
27,383.968,1,9.53996,8.64695,46.3214,99.2892,0.0904673,0.287341,0.628362,0.167056,0.813566
28,381.11,1,9.5305,8.78105,45.8758,93.8775,0.0904697,0.274543,0.635027,0.153055,0.810387
29,386.139,1,9.53013,8.94733,45.9834,94.8602,0.0936671,0.278088,0.625652,0.148522,0.779781
30,390.431,1,9.54382,9.05339,45.3732,100.081,0.0974729,0.280845,0.611604,0.140303,0.752722
