iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,629.256,1,10.2275,11.1604,43.2233,60.344,0.3,1,1,1,1
2,598.269,1,8.99777,14.7368,37.517,59.5985,0.24,0.894427,0.894427,0.894427,0.909553
3,551.108,1,8.95505,14.3278,37.9935,67.0952,0.192,0.8,0.857367,0.8,0.813529
4,522.844,1,9.2075,14.9815,40.5845,65.5411,0.1536,0.715542,0.780552,0.715542,0.833324
5,493.951,1,8.96258,15.7795,42.1108,67.4457,0.127438,0.64,0.748472,0.64,0.783614
6,462.825,1,8.92641,14.7575,37.8067,62.6645,0.11159,0.572433,0.669453,0.572433,0.791988
7,441.636,1,8.94593,15.2342,40.8948,60.5495,0.103006,0.512,0.598777,0.512,0.822233
8,415.635,1,9.02529,14.5992,40.2601,57.9431,0.0920646,0.457947,0.535563,0.457947,0.82575
9,394.958,1,9.09198,14.2457,39.357,57.3128,0.0842021,0.424086,0.506816,0.4096,0.769957
10,386.774,1,9.1683,14.884,38.1698,60.1707,0.0817235,0.423614,0.513296,0.366357,0.691616
11,376.616,1,9.2078,14.7669,38.3483,55.7397,0.0785131,0.411,0.515128,0.347435,0.648766
12,359.81,1,9.17335,14.1037,38.4524,56.573,0.0720134,0.406108,0.532171,0.333197,0.620548
13,365.315,1,9.24312,14.3063,38.5141,54.5517,0.075657,0.387993,0.512015,0.333712,0.583145
14,364.587,1,9.22064,14.3149,37.941,50.0003,0.0749393,0.383094,0.504967,0.328958,0.607669
15,346.694,1,9.2742,13.9645,38.1752,51.8494,0.0691176,0.373216,0.52856,0.304534,0.585935
16,345.509,1,9.28239,13.8739,37.7736,49.1791,0.0682975,0.364635,0.526863,0.328602,0.5772
17,343.498,1,9.28185,14.2537,37.1797,47.5833,0.0665356,0.371535,0.533848,0.344948,0.582553
18,340.552,1,9.29923,15.6272,37.1171,47.3063,0.0656963,0.380561,0.537285,0.322527,0.612435
19,327.395,1,9.26711,15.0082,37.2433,47.4168,0.0627202,0.376095,0.496175,0.314433,0.562425
20,322.162,1,9.29899,14.9428,37.0873,49.3481,0.0596988,0.37082,0.512647,0.347214,0.594499
21,319.153,1,9.3733,15.488,37.6395,49.4855,0.0595207,0.36866,0.529847,0.340774,0.552947
22,309.941,1,9.38447,15.0962,37.4622,48.8522,0.0567086,0.372475,0.505126,0.35972,0.531843
23,312.24,1,9.39661,14.381,37.6244,49.613,0.058424,0.374355,0.493406,0.340649,0.525241
24,311.531,1,9.32593,14.6459,37.9723,48.74,0.057493,0.376354,0.525888,0.32761,0.532596
25,317.992,1,9.2896,15.1143,36.8698,51.2979,0.0576306,0.377089,0.55701,0.346249,0.576828
26,323.588,1,9.28664,15.2128,37.2078,51.8703,0.0597806,0.37706,0.567024,0.322229,0.600194
27,329.849,1,9.31279,15.7022,37.06,49.6063,0.0625278,0.369349,0.557087,0.324711,0.554292
28,322.262,1,9.41159,15.3338,36.9135,46.8283,0.061515,0.364256,0.557606,0.32522,0.502525
29,325.018,1,9.34115,15.9917,36.2444,49.2245,0.0616207,0.370764,0.549366,0.331309,0.511885
30,327.364,1,9.3008,15.2454,36.8683,50.2872,0.0621497,0.373539,0.586398,0.323625,0.496933
31,320.326,1,9.34943,14.4021,38.4499,54.7253,0.0621571,0.366028,0.597309,0.289459,0.480765
32,314.096,1,9.38389,14.5989,38.1217,52.0805,0.0602876,0.36071,0.611631,0.270395,0.468636
33,320.424,1,9.35394,14.5082,37.552,52.0302,0.0606926,0.363519,0.606931,0.296944,0.519533
34,330.165,1,9.31533,14.0521,37.9556,51.3939,0.0630252,0.361041,0.624994,0.308072,0.518816
35,328.252,1,9.29907,13.8255,37.5377,50.7555,0.0623034,0.362272,0.638103,0.314278,0.502557
36,325.279,1,9.32942,14.7075,37.4474,52.3054,0.0614107,0.360956,0.651679,0.316646,0.475895
37,330.616,1,9.27143,14.4817,37.0717,51.6719,0.062319,0.363739,0.662329,0.30749,0.507478
38,327.932,1,9.29698,14.32,36.8449,52.6623,0.0620768,0.369427,0.67186,0.308868,0.470601
