trans_Cl_vs_CLCRMLMIN_abscissa,trans_Cl_vs_CLCRMLMIN_spline,trans_Cl_vs_CLCRMLMIN_regression,trans_Cl_vs_WTKG_abscissa,trans_Cl_vs_WTKG_spline,trans_Cl_vs_WTKG_regression,trans_Cl_vs_logtCLCRMLMIN_abscissa,trans_Cl_vs_logtCLCRMLMIN_spline,trans_Cl_vs_logtCLCRMLMIN_regression,trans_Q_vs_CLCRMLMIN_abscissa,trans_Q_vs_CLCRMLMIN_spline,trans_Q_vs_CLCRMLMIN_regression,trans_Q_vs_WTKG_abscissa,trans_Q_vs_WTKG_spline,trans_Q_vs_WTKG_regression,trans_Q_vs_logtCLCRMLMIN_abscissa,trans_Q_vs_logtCLCRMLMIN_spline,trans_Q_vs_logtCLCRMLMIN_regression,trans_V1_vs_CLCRMLMIN_abscissa,trans_V1_vs_CLCRMLMIN_spline,trans_V1_vs_CLCRMLMIN_regression,trans_V1_vs_WTKG_abscissa,trans_V1_vs_WTKG_spline,trans_V1_vs_WTKG_regression,trans_V1_vs_logtCLCRMLMIN_abscissa,trans_V1_vs_logtCLCRMLMIN_spline,trans_V1_vs_logtCLCRMLMIN_regression,trans_V2_vs_CLCRMLMIN_abscissa,trans_V2_vs_CLCRMLMIN_spline,trans_V2_vs_CLCRMLMIN_regression,trans_V2_vs_WTKG_abscissa,trans_V2_vs_WTKG_spline,trans_V2_vs_WTKG_regression,trans_V2_vs_logtCLCRMLMIN_abscissa,trans_V2_vs_logtCLCRMLMIN_spline,trans_V2_vs_logtCLCRMLMIN_regression,trans_bias_vs_CLCRMLMIN_abscissa,trans_bias_vs_CLCRMLMIN_spline,trans_bias_vs_CLCRMLMIN_regression,trans_bias_vs_WTKG_abscissa,trans_bias_vs_WTKG_spline,trans_bias_vs_WTKG_regression,trans_bias_vs_logtCLCRMLMIN_abscissa,trans_bias_vs_logtCLCRMLMIN_spline,trans_bias_vs_logtCLCRMLMIN_regression,split
107.672,1.6583,1.63651,55.2323,1.72542,1.67925,-0.318302,1.65144,1.62387,107.672,1.98412,2.00821,55.2323,1.83861,1.89439,-0.318302,2.02407,2.03916,107.672,3.15792,3.14924,55.2323,3.11507,3.10057,-0.318302,3.16547,3.15698,107.672,3.3329,3.31663,55.2323,3.25541,3.23743,-0.318302,3.35964,3.33571,107.672,-2.9242,-3.37011,55.2323,-3.42818,-3.6595,-0.318302,-2.62246,-3.1948,All
108.689,1.66079,1.63973,55.5556,1.73413,1.68264,-0.311136,1.65451,1.62699,108.689,1.96566,2.00538,55.5556,1.84353,1.895,-0.311136,1.98913,2.03591,108.689,3.155,3.14858,55.5556,3.11779,3.10176,-0.311136,3.16063,3.15622,108.689,3.32454,3.31513,55.5556,3.26152,3.23865,-0.311136,3.34774,3.33392,108.689,-2.99822,-3.37339,55.5556,-3.38245,-3.65137,-0.311136,-2.70207,-3.202,All
109.706,1.66302,1.64294,55.8788,1.74284,1.68603,-0.30397,1.65758,1.63012,109.706,1.95068,2.00255,55.8788,1.84844,1.89561,-0.30397,1.95419,2.03267,109.706,3.15236,3.14793,55.8788,3.12052,3.10296,-0.30397,3.1558,3.15545,109.706,3.31722,3.31363,55.8788,3.26764,3.23987,-0.30397,3.33584,3.33214,109.706,-3.06666,-3.37668,55.8788,-3.33672,-3.64323,-0.30397,-2.78167,-3.2092,All
110.723,1.66526,1.64616,56.202,1.75155,1.68942,-0.296804,1.66065,1.63325,110.723,1.9357,1.99971,56.202,1.85335,1.89622,-0.296804,1.91924,2.02942,110.723,3.14972,3.14727,56.202,3.12324,3.10415,-0.296804,3.15097,3.15469,110.723,3.3099,3.31213,56.202,3.27375,3.24108,-0.296804,3.32395,3.33035,110.723,-3.1351,-3.37997,56.202,-3.291,-3.63509,-0.296804,-2.86128,-3.2164,All
111.74,1.66749,1.64937,56.5253,1.76026,1.69281,-0.289638,1.66372,1.63638,111.74,1.92072,1.99688,56.5253,1.85826,1.89683,-0.289638,1.8843,2.02618,111.74,3.14708,3.14661,56.5253,3.12596,3.10535,-0.289638,3.14614,3.15392,111.74,3.30258,3.31063,56.5253,3.27987,3.2423,-0.289638,3.31205,3.32856,111.74,-3.20354,-3.38326,56.5253,-3.24527,-3.62695,-0.289638,-2.94089,-3.22359,All
112.758,1.66972,1.65258,56.8485,1.76898,1.69621,-0.282472,1.66559,1.63951,112.758,1.90574,1.99405,56.8485,1.86317,1.89744,-0.282472,1.86945,2.02293,112.758,3.14445,3.14596,56.8485,3.12869,3.10655,-0.282472,3.14342,3.15316,112.758,3.29526,3.30913,56.8485,3.28598,3.24351,-0.282472,3.30528,3.32678,112.758,-3.27198,-3.38655,56.8485,-3.19955,-3.61881,-0.282472,-3.00161,-3.23079,All
113.775,1.67195,1.6558,57.1717,1.77431,1.6996,-0.275306,1.66727,1.64264,113.775,1.89075,1.99122,57.1717,1.86914,1.89805,-0.275306,1.85798,2.01969,113.775,3.14181,3.1453,57.1717,3.13039,3.10774,-0.275306,3.14105,3.15239,113.775,3.28793,3.30763,57.1717,3.28999,3.24473,-0.275306,3.29938,3.32499,113.775,-3.34042,-3.38984,57.1717,-3.17381,-3.61067,-0.275306,-3.05916,-3.23799,All
114.792,1.67419,1.65901,57.4949,1.77666,1.70299,-0.268141,1.66895,1.64577,114.792,1.87577,1.98839,57.4949,1.87607,1.89866,-0.268141,1.84651,2.01644,114.792,3.13917,3.14465,57.4949,3.13119,3.10894,-0.268141,3.13869,3.15163,114.792,3.28061,3.30612,57.4949,3.29213,3.24594,-0.268141,3.29347,3.32321,114.792,-3.40887,-3.39313,57.4949,-3.16572,-3.60253,-0.268141,-3.11671,-3.24519,All
115.809,1.67642,1.66222,57.8182,1.77901,1.70638,-0.260975,1.67063,1.6489,115.809,1.86079,1.98555,57.8182,1.88299,1.89927,-0.260975,1.83504,2.0132,115.809,3.13653,3.14399,57.8182,3.13199,3.11014,-0.260975,3.13633,3.15086,115.809,3.27329,3.30462,57.8182,3.29428,3.24716,-0.260975,3.28757,3.32142,115.809,-3.47731,-3.39642,57.8182,-3.15763,-3.5944,-0.260975,-3.17427,-3.25239,All
116.826,1.67865,1.66544,58.1414,1.78137,1.70977,-0.253809,1.6723,1.65203,116.826,1.84581,1.98272,58.1414,1.88991,1.89988,-0.253809,1.82356,2.00995,116.826,3.13389,3.14334,58.1414,3.1328,3.11133,-0.253809,3.13397,3.15009,116.826,3.26597,3.30312,58.1414,3.29642,3.24837,-0.253809,3.28166,3.31964,116.826,-3.54575,-3.39971,58.1414,-3.14954,-3.58626,-0.253809,-3.23182,-3.25958,All
117.843,1.68089,1.66865,58.4646,1.78372,1.71317,-0.246643,1.67398,1.65516,117.843,1.83083,1.97989,58.4646,1.89683,1.90049,-0.246643,1.81209,2.00671,117.843,3.13125,3.14268,58.4646,3.1336,3.11253,-0.246643,3.1316,3.14933,117.843,3.25865,3.30162,58.4646,3.29857,3.24959,-0.246643,3.27575,3.31785,117.843,-3.61419,-3.403,58.4646,-3.14144,-3.57812,-0.246643,-3.28937,-3.26678,All
118.861,1.68312,1.67186,58.7879,1.78607,1.71656,-0.239477,1.67566,1.65828,118.861,1.81584,1.97706,58.7879,1.90375,1.9011,-0.239477,1.80062,2.00346,118.861,3.12862,3.14203,58.7879,3.1344,3.11373,-0.239477,3.12924,3.14856,118.861,3.25132,3.30012,58.7879,3.30071,3.25081,-0.239477,3.26985,3.31607,118.861,-3.68263,-3.40629,58.7879,-3.13335,-3.56998,-0.239477,-3.34692,-3.27398,All
119.878,1.6853,1.67508,59.1111,1.78843,1.71995,-0.232311,1.67734,1.66141,119.878,1.8017,1.97422,59.1111,1.91067,1.90171,-0.232311,1.78915,2.00022,119.878,3.12605,3.14137,59.1111,3.1352,3.11492,-0.232311,3.12688,3.1478,119.878,3.24426,3.29862,59.1111,3.30286,3.25202,-0.232311,3.26394,3.31428,119.878,-3.74949,-3.40958,59.1111,-3.12526,-3.56184,-0.232311,-3.40447,-3.28118,All
120.895,1.68684,1.67829,59.4343,1.79078,1.72334,-0.225145,1.67901,1.66454,120.895,1.79773,1.97139,59.4343,1.91759,1.90232,-0.225145,1.77767,1.99697,120.895,3.12437,3.14071,59.4343,3.13601,3.11612,-0.225145,3.12451,3.14703,120.895,3.24036,3.29712,59.4343,3.305,3.25324,-0.225145,3.25804,3.3125,120.895,-3.79722,-3.41287,59.4343,-3.11717,-3.5537,-0.225145,-3.46202,-3.28838,All
121.912,1.68838,1.6815,59.7576,1.79313,1.72673,-0.217979,1.68069,1.66767,121.912,1.79375,1.96856,59.7576,1.92451,1.90293,-0.217979,1.7662,1.99373,121.912,3.12269,3.14006,59.7576,3.13681,3.11731,-0.217979,3.12215,3.14627,121.912,3.23646,3.29562,59.7576,3.30715,3.25445,-0.217979,3.25213,3.31071,121.912,-3.84495,-3.41615,59.7576,-3.10908,-3.54556,-0.217979,-3.51958,-3.29557,All
122.929,1.68992,1.68472,60.0808,1.79449,1.73013,-0.210813,1.68237,1.6708,122.929,1.78978,1.96573,60.0808,1.93168,1.90354,-0.210813,1.75473,1.99049,122.929,3.121,3.1394,60.0808,3.13731,3.11851,-0.210813,3.11979,3.1455,122.929,3.23256,3.29412,60.0808,3.30865,3.25567,-0.210813,3.24623,3.30893,122.929,-3.89268,-3.41944,60.0808,-3.10696,-3.53742,-0.210813,-3.57713,-3.30277,All
123.946,1.69146,1.68793,60.404,1.79285,1.73352,-0.203647,1.68405,1.67393,123.946,1.7858,1.9629,60.404,1.9396,1.90415,-0.203647,1.74326,1.98724,123.946,3.11932,3.13875,60.404,3.13691,3.11971,-0.203647,3.11742,3.14474,123.946,3.22866,3.29262,60.404,3.30823,3.25688,-0.203647,3.24032,3.30714,123.946,-3.94041,-3.42273,60.404,-3.12276,-3.52929,-0.203647,-3.63468,-3.30997,All
124.964,1.693,1.69115,60.7273,1.79121,1.73691,-0.196482,1.68573,1.67706,124.964,1.78182,1.96006,60.7273,1.94752,1.90476,-0.196482,1.73178,1.984,124.964,3.11764,3.13809,60.7273,3.13651,3.1209,-0.196482,3.11506,3.14397,124.964,3.22476,3.29112,60.7273,3.30782,3.2581,-0.196482,3.23442,3.30535,124.964,-3.98814,-3.42602,60.7273,-3.13856,-3.52115,-0.196482,-3.69223,-3.31717,All
125.981,1.69439,1.69436,61.0505,1.78933,1.7403,-0.189316,1.6874,1.68019,125.981,1.78089,1.95723,61.0505,1.95548,1.90537,-0.189316,1.72031,1.98075,125.981,3.11624,3.13744,61.0505,3.13604,3.1221,-0.189316,3.1127,3.14321,125.981,3.22185,3.28962,61.0505,3.30724,3.25931,-0.189316,3.22851,3.30357,125.981,-4.02912,-3.42931,61.0505,-3.15583,-3.51301,-0.189316,-3.74978,-3.32436,All
126.998,1.69573,1.69757,61.3737,1.78616,1.7437,-0.18215,1.68892,1.68332,126.998,1.78152,1.9544,61.3737,1.96364,1.90598,-0.18215,1.71251,1.97751,126.998,3.115,3.13678,61.3737,3.13518,3.1233,-0.18215,3.11074,3.14244,126.998,3.21948,3.28811,61.3737,3.3058,3.26053,-0.18215,3.22361,3.30178,126.998,-4.06618,-3.4326,61.3737,-3.18099,-3.50487,-0.18215,-3.80263,-3.33156,All
128.015,1.69697,1.70079,61.697,1.78298,1.74709,-0.174984,1.68997,1.68644,128.015,1.78481,1.95157,61.697,1.9718,1.90659,-0.174984,1.71535,1.97426,128.015,3.11404,3.13613,61.697,3.13432,3.12449,-0.174984,3.10997,3.14167,128.015,3.21803,3.28661,61.697,3.30436,3.26175,-0.174984,3.22159,3.3,128.015,-4.09626,-3.43589,61.697,-3.20615,-3.49673,-0.174984,-3.84184,-3.33876,All
129.032,1.69822,1.704,62.0202,1.77963,1.75048,-0.167818,1.69102,1.68957,129.032,1.78809,1.94874,62.0202,1.97995,1.9072,-0.167818,1.71819,1.97102,129.032,3.11307,3.13547,62.0202,3.1334,3.12569,-0.167818,3.1092,3.14091,129.032,3.21658,3.28511,62.0202,3.30279,3.26296,-0.167818,3.21957,3.29821,129.032,-4.12635,-3.43918,62.0202,-3.23239,-3.48859,-0.167818,-3.88105,-3.34596,All
130.049,1.69947,1.70721,62.3434,1.77375,1.75387,-0.160652,1.69208,1.6927,130.049,1.79138,1.9459,62.3434,1.98778,1.90781,-0.160652,1.72102,1.96777,130.049,3.11211,3.13481,62.3434,3.13174,3.12688,-0.160652,3.10842,3.14014,130.049,3.21512,3.28361,62.3434,3.29935,3.26418,-0.160652,3.21755,3.29643,130.049,-4.15644,-3.44247,62.3434,-3.27476,-3.48045,-0.160652,-3.92026,-3.35316,All
131.067,1.70072,1.71043,62.6667,1.76787,1.75726,-0.153486,1.69313,1.69583,131.067,1.79467,1.94307,62.6667,1.99561,1.90842,-0.153486,1.72386,1.96453,131.067,3.11115,3.13416,62.6667,3.13008,3.12808,-0.153486,3.10765,3.13938,131.067,3.21367,3.28211,62.6667,3.2959,3.26539,-0.153486,3.21553,3.29464,131.067,-4.18652,-3.44576,62.6667,-3.31713,-3.47232,-0.153486,-3.95948,-3.36035,All
132.084,1.70197,1.71364,62.9899,1.76199,1.76066,-0.14632,1.69418,1.69896,132.084,1.79795,1.94024,62.9899,2.00344,1.90903,-0.14632,1.7267,1.96128,132.084,3.11018,3.1335,62.9899,3.12842,3.12928,-0.14632,3.10688,3.13861,132.084,3.21222,3.28061,62.9899,3.29246,3.26661,-0.14632,3.21351,3.29286,132.084,-4.21661,-3.44905,62.9899,-3.3595,-3.46418,-0.14632,-3.99869,-3.36755,All
133.101,1.70321,1.71685,63.3131,1.75611,1.76405,-0.139154,1.69522,1.70209,133.101,1.80124,1.93741,63.3131,2.01126,1.90964,-0.139154,1.73036,1.95804,133.101,3.10922,3.13285,63.3131,3.12675,3.13047,-0.139154,3.1062,3.13785,133.101,3.21077,3.27911,63.3131,3.28902,3.26782,-0.139154,3.21173,3.29107,133.101,-4.2467,-3.45234,63.3131,-3.40186,-3.45604,-0.139154,-4.03643,-3.37475,All
134.118,1.70446,1.72007,63.6364,1.75024,1.76744,-0.131988,1.69619,1.70522,134.118,1.80453,1.93457,63.6364,2.01909,1.91025,-0.131988,1.73702,1.95479,134.118,3.10825,3.13219,63.6364,3.12509,3.13167,-0.131988,3.10589,3.13708,134.118,3.20932,3.27761,63.6364,3.28557,3.26904,-0.131988,3.21084,3.28929,134.118,-4.27678,-3.45563,63.6364,-3.44423,-3.4479,-0.131988,-4.06882,-3.38195,All
135.135,1.7057,1.72328,63.9596,1.74436,1.77083,-0.124823,1.69718,1.70835,135.135,1.81117,1.93174,63.9596,2.02692,1.91086,-0.124823,1.74519,1.95155,135.135,3.10769,3.13154,63.9596,3.12343,3.13287,-0.124823,3.10577,3.13632,135.135,3.20914,3.27611,63.9596,3.28213,3.27025,-0.124823,3.21045,3.2875,135.135,-4.29567,-3.45891,63.9596,-3.4866,-3.43976,-0.124823,-4.09744,-3.38915,All
136.153,1.70694,1.72649,64.2828,1.73848,1.77422,-0.117657,1.69819,1.71148,136.153,1.81854,1.92891,64.2828,2.03475,1.91147,-0.117657,1.75527,1.9483,136.153,3.10721,3.13088,64.2828,3.12177,3.13406,-0.117657,3.10591,3.13555,136.153,3.20925,3.27461,64.2828,3.27869,3.27147,-0.117657,3.21068,3.28572,136.153,-4.31211,-3.4622,64.2828,-3.52897,-3.43162,-0.117657,-4.12131,-3.39634,All
137.17,1.70817,1.72971,64.6061,1.7326,1.77762,-0.110491,1.6992,1.71461,137.17,1.82591,1.92608,64.6061,2.04258,1.91208,-0.110491,1.76534,1.94506,137.17,3.10673,3.13022,64.6061,3.12011,3.13526,-0.110491,3.10604,3.13479,137.17,3.20935,3.27311,64.6061,3.27524,3.27269,-0.110491,3.21091,3.28393,137.17,-4.32855,-3.46549,64.6061,-3.57133,-3.42348,-0.110491,-4.14517,-3.40354,All
138.187,1.70941,1.73292,64.9293,1.72672,1.78101,-0.103325,1.70021,1.71773,138.187,1.83328,1.92325,64.9293,2.05041,1.91269,-0.103325,1.77542,1.94181,138.187,3.10625,3.12957,64.9293,3.11844,3.13646,-0.103325,3.10618,3.13402,138.187,3.20946,3.27161,64.9293,3.2718,3.2739,-0.103325,3.21114,3.28215,138.187,-4.345,-3.46878,64.9293,-3.6137,-3.41534,-0.103325,-4.16904,-3.41074,All
139.204,1.71065,1.73614,65.2525,1.72084,1.7844,-0.096159,1.70123,1.72086,139.204,1.84065,1.92041,65.2525,2.05824,1.9133,-0.096159,1.78549,1.93857,139.204,3.10577,3.12891,65.2525,3.11678,3.13765,-0.096159,3.10631,3.13325,139.204,3.20957,3.2701,65.2525,3.26836,3.27512,-0.096159,3.21138,3.28036,139.204,-4.36144,-3.47207,65.2525,-3.65607,-3.40721,-0.096159,-4.1929,-3.41794,All
140.221,1.71189,1.73935,65.5758,1.71496,1.78779,-0.0889931,1.70224,1.72399,140.221,1.84805,1.91758,65.5758,2.06607,1.91391,-0.0889931,1.79556,1.93532,140.221,3.1053,3.12826,65.5758,3.11512,3.13885,-0.0889931,3.10645,3.13249,140.221,3.20969,3.2686,65.5758,3.26492,3.27633,-0.0889931,3.21161,3.27857,140.221,-4.3777,-3.47536,65.5758,-3.69844,-3.39907,-0.0889931,-4.21676,-3.42513,All
141.238,1.71325,1.74256,65.899,1.70908,1.79118,-0.0818272,1.70325,1.72712,141.238,1.85716,1.91475,65.899,2.0739,1.91452,-0.0818272,1.80564,1.93208,141.238,3.10509,3.1276,65.899,3.11346,3.14004,-0.0818272,3.10658,3.13172,141.238,3.21061,3.2671,65.899,3.26147,3.27755,-0.0818272,3.21184,3.27679,141.238,-4.38519,-3.47865,65.899,-3.74081,-3.39093,-0.0818272,-4.24063,-3.43233,All
142.256,1.71461,1.74578,66.2222,1.7032,1.79458,-0.0746613,1.70426,1.73025,142.256,1.86628,1.91192,66.2222,2.08173,1.91513,-0.0746613,1.81571,1.92883,142.256,3.10489,3.12695,66.2222,3.11179,3.14124,-0.0746613,3.10672,3.13096,142.256,3.21153,3.2656,66.2222,3.25803,3.27876,-0.0746613,3.21208,3.275,142.256,-4.39269,-3.48194,66.2222,-3.78317,-3.38279,-0.0746613,-4.26449,-3.43953,All
143.273,1.71597,1.74899,66.5455,1.69732,1.79797,-0.0674954,1.70536,1.73338,143.273,1.87539,1.90909,66.5455,2.08956,1.91574,-0.0674954,1.82667,1.92559,143.273,3.10469,3.12629,66.5455,3.11013,3.14244,-0.0674954,3.10699,3.13019,143.273,3.21245,3.2641,66.5455,3.25459,3.27998,-0.0674954,3.21267,3.27322,143.273,-4.40018,-3.48523,66.5455,-3.82554,-3.37465,-0.0674954,-4.2846,-3.44673,All
144.29,1.71769,1.7522,66.8687,1.69144,1.80136,-0.0603295,1.70663,1.73651,144.29,1.88446,1.90625,66.8687,2.09739,1.91635,-0.0603295,1.83957,1.92235,144.29,3.10467,3.12564,66.8687,3.10847,3.14363,-0.0603295,3.10759,3.12943,144.29,3.21377,3.2626,66.8687,3.25114,3.28119,-0.0603295,3.21407,3.27143,144.29,-4.39927,-3.48852,66.8687,-3.86791,-3.36651,-0.0603295,-4.29645,-3.45393,All
145.307,1.71978,1.75542,67.1919,1.69159,1.80475,-0.0531636,1.7079,1.73964,145.307,1.8935,1.90342,67.1919,2.09822,1.91696,-0.0531636,1.85247,1.9191,145.307,3.10484,3.12498,67.1919,3.1087,3.14483,-0.0531636,3.10818,3.12866,145.307,3.21552,3.2611,67.1919,3.25012,3.28241,-0.0531636,3.21547,3.26965,145.307,-4.38931,-3.49181,67.1919,-3.87978,-3.35837,-0.0531636,-4.3083,-3.46112,All
146.324,1.72187,1.75863,67.5152,1.69587,1.80814,-0.0459977,1.70917,1.74277,146.324,1.90254,1.90059,67.5152,2.09425,1.91757,-0.0459977,1.86537,1.91586,146.324,3.10502,3.12432,67.5152,3.11022,3.14603,-0.0459977,3.10877,3.1279,146.324,3.21727,3.2596,67.5152,3.25076,3.28363,-0.0459977,3.21687,3.26786,146.324,-4.37935,-3.4951,67.5152,-3.87078,-3.35024,-0.0459977,-4.32015,-3.46832,All
147.341,1.72396,1.76184,67.8384,1.70015,1.81154,-0.0388318,1.71044,1.74589,147.341,1.91158,1.89776,67.8384,2.09028,1.91819,-0.0388318,1.87828,1.91261,147.341,3.10519,3.12367,67.8384,3.11174,3.14722,-0.0388318,3.10937,3.12713,147.341,3.21902,3.2581,67.8384,3.25139,3.28484,-0.0388318,3.21826,3.26608,147.341,-4.36939,-3.49838,67.8384,-3.86178,-3.3421,-0.0388318,-4.33201,-3.47552,All
148.359,1.72605,1.76506,68.1616,1.70443,1.81493,-0.0316658,1.71171,1.74902,148.359,1.92062,1.89493,68.1616,2.08632,1.9188,-0.0316658,1.89118,1.90937,148.359,3.10537,3.12301,68.1616,3.11326,3.14842,-0.0316658,3.10996,3.12637,148.359,3.22077,3.2566,68.1616,3.25203,3.28606,-0.0316658,3.21966,3.26429,148.359,-4.35944,-3.50167,68.1616,-3.85278,-3.33396,-0.0316658,-4.34386,-3.48272,All
