standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,split
-4,0,-4,0,-4,0,-4,0,All
-2.41572,0.00142857,-2.5823,0.00142857,-2.94575,0.00142857,-2.5802,0.00142857,All
-2.41364,0.00285714,-2.54385,0.00285714,-2.92255,0.00285714,-2.49531,0.00285714,All
-2.36361,0.00428571,-2.24162,0.00428571,-2.84692,0.00428571,-2.15507,0.00428571,All
-2.34271,0.00571429,-2.2054,0.00571429,-2.71425,0.00571429,-2.137,0.00571429,All
-2.32621,0.00714286,-2.17888,0.00714286,-2.67118,0.00714286,-2.13399,0.00714286,All
-2.31877,0.00857143,-2.14408,0.00857143,-2.53733,0.00857143,-2.12758,0.00857143,All
-2.29866,0.01,-2.10933,0.01,-2.53287,0.01,-2.12104,0.01,All
-2.29133,0.0114286,-2.07397,0.0114286,-2.45124,0.0114286,-2.08408,0.0114286,All
-2.2695,0.0128571,-2.06123,0.0128571,-2.38978,0.0128571,-2.08108,0.0128571,All
-2.26243,0.0142857,-2.05254,0.0142857,-2.38827,0.0142857,-2.07292,0.0142857,All
-2.26154,0.0157143,-2.0485,0.0157143,-2.34437,0.0157143,-2.07147,0.0157143,All
-2.26121,0.0171429,-2.04762,0.0171429,-2.32949,0.0171429,-2.0584,0.0171429,All
-2.24887,0.0185714,-2.01848,0.0185714,-2.32902,0.0185714,-2.05295,0.0185714,All
-2.23094,0.02,-2.0153,0.02,-2.3075,0.02,-2.03356,0.02,All
-2.22937,0.0214286,-2.01441,0.0214286,-2.29498,0.0214286,-2.00546,0.0214286,All
-2.22604,0.0228571,-2.00343,0.0228571,-2.27649,0.0228571,-1.99378,0.0228571,All
-2.21663,0.0242857,-2.00208,0.0242857,-2.23928,0.0242857,-1.96501,0.0242857,All
-2.21017,0.0257143,-1.95198,0.0257143,-2.23246,0.0257143,-1.96169,0.0257143,All
-2.19637,0.0271429,-1.94809,0.0271429,-2.2145,0.0271429,-1.93206,0.0271429,All
-2.19515,0.0285714,-1.93384,0.0285714,-2.2138,0.0285714,-1.92842,0.0285714,All
-2.17251,0.03,-1.91067,0.03,-2.20748,0.03,-1.91946,0.03,All
-2.14202,0.0314286,-1.88286,0.0314286,-2.20221,0.0314286,-1.90424,0.0314286,All
-2.13073,0.0328571,-1.85211,0.0328571,-2.19504,0.0328571,-1.89441,0.0328571,All
-2.11479,0.0342857,-1.84567,0.0342857,-2.18283,0.0342857,-1.88525,0.0342857,All
-2.11313,0.0357143,-1.84054,0.0357143,-2.17782,0.0357143,-1.8718,0.0357143,All
-2.10692,0.0371429,-1.82949,0.0371429,-2.15647,0.0371429,-1.86748,0.0371429,All
-2.10192,0.0385714,-1.82191,0.0385714,-2.13949,0.0385714,-1.82984,0.0385714,All
-2.0924,0.04,-1.81599,0.04,-2.13104,0.04,-1.82791,0.04,All
-2.08916,0.0414286,-1.75764,0.0414286,-2.12827,0.0414286,-1.78074,0.0414286,All
-2.08173,0.0428571,-1.75371,0.0428571,-2.11225,0.0428571,-1.73769,0.0428571,All
-2.04386,0.0442857,-1.72605,0.0442857,-2.10392,0.0442857,-1.73689,0.0442857,All
-2.03952,0.0457143,-1.71113,0.0457143,-2.08931,0.0457143,-1.736,0.0457143,All
-2.03674,0.0471429,-1.71019,0.0471429,-2.05573,0.0471429,-1.7184,0.0471429,All
-2.01095,0.0485714,-1.69555,0.0485714,-2.05541,0.0485714,-1.70934,0.0485714,All
-2.00747,0.05,-1.68128,0.05,-2.03878,0.05,-1.70024,0.05,All
-2.00595,0.0514286,-1.67908,0.0514286,-2.03417,0.0514286,-1.68531,0.0514286,All
-1.99426,0.0528571,-1.66002,0.0528571,-2.02249,0.0528571,-1.67935,0.0528571,All
-1.98909,0.0542857,-1.65468,0.0542857,-2.01822,0.0542857,-1.65813,0.0542857,All
-1.9862,0.0557143,-1.64893,0.0557143,-2.01455,0.0557143,-1.65787,0.0557143,All
-1.98511,0.0571429,-1.64729,0.0571429,-2.00641,0.0571429,-1.65204,0.0571429,All
-1.97855,0.0585714,-1.64064,0.0585714,-2.00213,0.0585714,-1.63515,0.0585714,All
-1.95114,0.06,-1.6235,0.06,-1.96797,0.06,-1.63254,0.06,All
-1.94645,0.0614286,-1.61945,0.0614286,-1.9428,0.0614286,-1.62906,0.0614286,All
-1.94059,0.0628571,-1.61833,0.0628571,-1.92631,0.0628571,-1.62453,0.0628571,All
-1.93886,0.0642857,-1.61789,0.0642857,-1.91786,0.0642857,-1.61614,0.0642857,All
-1.93631,0.0657143,-1.59906,0.0657143,-1.85862,0.0657143,-1.61252,0.0657143,All
-1.91856,0.0671429,-1.58966,0.0671429,-1.85732,0.0671429,-1.5977,0.0671429,All
-1.91551,0.0685714,-1.58841,0.0685714,-1.85391,0.0685714,-1.59746,0.0685714,All
-1.90935,0.07,-1.5834,0.07,-1.84726,0.07,-1.56607,0.07,All
