parameter,mn,sd,med,q2.5,q97.5
CLHat,5.392922340308969,0.5167011360457217,5.391530871396364,4.391809716836809,6.469188019426803
QHat,14.447456886267279,7.993045634382605,13.483409277609084,2.277026129399095,29.03077655271612
V1Hat,24.247982224133768,5.75624216615149,24.216645146864643,12.633842360545724,35.83325564454554
V2Hat,27.76444371491047,16.66342582165145,23.534354839268616,8.11447451170004,78.75422941278734
omega[1],0.09270474341260324,0.0572667549833807,0.079167200461644,0.0307051388170966,0.23847656881754087
omega[2],1.5050759568577592,2.8886771342789292,0.5329289794478688,0.01899638965517444,9.016449259349258
omega[3],0.21476734543856513,0.16633869192883455,0.16855449038447237,0.04162591236897865,0.6528917366544555
omega[4],1.2082473837224725,1.410765973947237,0.8256128140358713,0.04723326848598275,4.71236509206587
b,0.07909462378089482,0.007153615563342029,0.07856103087608274,0.0667902536845723,0.09460938320746735
