time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
1,-0.385667,1,-0.448102,1,-0.397281,5.37798,0.0953392,3.99563,-0.626052,5.37798,0.108166,All
1.05006,-0.372425,1.05006,-0.432455,1.05006,-0.384034,5.60124,0.081084,4.21237,-0.481288,5.60124,0.0929923,All
1.10263,-0.358521,1.10263,-0.416025,1.10263,-0.370123,5.83378,0.0691749,4.44087,-0.328672,5.83378,0.0801114,All
1.15782,-0.34392,1.15782,-0.398772,1.15782,-0.355516,6.07597,0.0575542,4.68177,-0.175247,6.07597,0.0674763,All
1.21,-0.330118,1.21,-0.382463,1.21,-0.341708,6.09252,0.057056,4.93573,-0.0571642,6.09252,0.066908,All
1.21578,-0.328589,1.21578,-0.380656,1.21578,-0.340178,6.32821,0.0511426,5.03693,-0.0162596,6.32821,0.0599964,All
1.27664,-0.31249,1.27664,-0.361632,1.27664,-0.324072,6.59093,0.0486259,5.20346,0.044496,6.59093,0.0563869,All
1.34055,-0.295585,1.34055,-0.341656,1.34055,-0.30716,6.80706,0.0485308,5.48572,0.12488,6.80706,0.0554104,All
1.40766,-0.277834,1.40766,-0.320681,1.40766,-0.289401,6.86455,0.0485055,5.78329,0.183756,6.86455,0.0551507,All
1.42,-0.27457,1.42,-0.316823,1.42,-0.286135,7.14953,0.0486343,6.07822,0.223648,7.14953,0.0541227,All
1.47813,-0.259194,1.47813,-0.298655,1.47813,-0.270753,7.44635,0.0521839,6.09701,0.224985,7.44635,0.0565547,All
1.55212,-0.239621,1.55212,-0.275526,1.55212,-0.251172,7.52161,0.0531947,6.42774,0.24439,7.52161,0.057288,All
1.62982,-0.239129,1.62982,-0.275826,1.62982,-0.250492,7.75548,0.0567792,6.77641,0.246133,7.75548,0.0600752,All
1.63,-0.239159,1.63,-0.275865,1.63,-0.250521,8.07745,0.0617099,7.11951,0.234787,8.07745,0.0639806,All
1.71141,-0.252754,1.71141,-0.293475,1.71141,-0.263795,8.23615,0.0638639,7.14399,0.233333,8.23615,0.065681,All
1.79708,-0.267062,1.79708,-0.312008,1.79708,-0.277764,8.41279,0.0657299,7.53151,0.207225,8.41279,0.067093,All
1.84,-0.27423,1.84,-0.321292,1.84,-0.284762,8.76204,0.0674425,7.94006,0.175956,8.76204,0.068046,All
1.88704,-0.282086,1.88704,-0.331468,1.88704,-0.292433,8.95069,0.0667467,8.1608,0.160024,8.95069,0.0670344,All
1.98151,-0.297862,1.98151,-0.351903,1.98151,-0.307835,9.1258,0.0651092,8.37076,0.147138,9.1258,0.0651558,All
2.05,-0.299779,2.05,-0.354735,2.05,-0.30964,9.50466,0.0581119,8.82483,0.125177,9.50466,0.0578156,All
2.0807,-0.29906,2.0807,-0.354018,2.0807,-0.308897,9.66523,0.053869,9.2021,0.112699,9.66523,0.0534934,All
2.18486,-0.296619,2.18486,-0.351585,2.18486,-0.306375,9.89924,0.0466307,9.30353,0.11024,9.89924,0.0461938,All
2.26,-0.294859,2.26,-0.34983,2.26,-0.304556,10.3102,0.0315725,9.8082,0.101897,10.3102,0.0311487,All
2.29423,-0.294057,2.29423,-0.349031,2.29423,-0.303727,10.3798,0.0288056,10.2434,0.0987065,10.3798,0.0283952,All
2.40908,-0.291366,2.40908,-0.346348,2.40908,-0.300947,10.7382,0.0135807,10.3402,0.098291,10.7382,0.0132881,All
2.47,-0.289939,2.47,-0.344925,2.47,-0.299472,11.0943,-0.00224791,10.9011,0.0977457,11.0943,-0.00238878,All
