parameter,value,se_lin,rse_lin
Cl_pop,5.2751888518992,0.296712602425284,5.62468208732395
beta_Cl_logtCLCRMLMIN,0.621882335624567,0.24237685708955,38.9747132544176
V1_pop,20.5334098814402,1.7185534548618,8.36954731233013
Q_pop,6.12827225093727,1.14083348693874,18.6159073915859
V2_pop,22.575018766983,2.90679306072158,12.8761490332531
omega_Cl,0.207197977803453,0.0398157404868258,19.2162785124259
omega_V1,0.285531572484159,0.0631197398156096,22.1060456699973
omega_Q,0.592322165900028,0.149108630543176,25.173569237715
omega_V2,0.252252899361015,0.15490854925638,61.4100173471863
corr_V2_V1,0.998971574749515,0.413062405661186,41.3487646797917
a1,0.302820516113683,0.0222210836540036,7.33803770602567
a2,0.0648470883055964,0.00656362875398527,10.1217015682396
