standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-2.37855,0.0278012,-2.71005,0.0137746,-2.77013,0.0220778,-2.7054,0.0138813,All
-2.21868,0.166807,-2.49494,0.0137746,-2.56882,0.0367963,-2.49195,0.0138813,All
-2.05882,0.15754,-2.27984,0.0137746,-2.36751,0.0147185,-2.2785,0.0138813,All
-1.89895,0.185341,-2.06474,0.165295,-2.1662,0.0367963,-2.06505,0.152694,All
-1.73909,0.185341,-1.84963,0.137746,-1.96489,0.0883111,-1.8516,0.159635,All
-1.57922,0.166807,-1.63453,0.151521,-1.76359,0.110389,-1.63815,0.166576,All
-1.41936,0.0370682,-1.41943,0.158408,-1.56228,0.154544,-1.4247,0.124932,All
-1.25949,0,-1.20432,0.144633,-1.36097,0.147185,-1.21125,0.152694,All
-1.09963,0.0278012,-0.98922,0.151521,-1.15966,0.206059,-0.997799,0.159635,All
-0.939761,0.0926705,-0.774117,0.213506,-0.958351,0.183981,-0.784349,0.194338,All
-0.779895,0.361415,-0.559013,0.296154,-0.757042,0.206059,-0.570899,0.326211,All
-0.62003,0.278012,-0.34391,0.303041,-0.555734,0.235496,-0.357449,0.284567,All
-0.460165,0.203875,-0.128806,0.303041,-0.354425,0.29437,-0.143999,0.291507,All
-0.300299,0.185341,0.0862971,0.371914,-0.153116,0.390041,0.0694508,0.353973,All
-0.140434,0.361415,0.301401,0.564758,0.0481921,0.448915,0.282901,0.576074,All
0.0194316,0.500421,0.516504,0.475223,0.249501,0.382681,0.496351,0.485846,All
0.179297,0.611626,0.731608,0.523434,0.450809,0.485711,0.7098,0.541371,All
0.339162,0.481887,0.946711,0.344365,0.652118,0.404759,0.92325,0.340092,All
0.499028,0.528222,1.16181,0.17907,0.853426,0.382681,1.1367,0.187398,All
0.658893,0.463353,1.37692,0.0137746,1.05474,0.264933,1.35015,0.0347033,All
0.818759,0.194608,1.59202,0.068873,1.25604,0.228137,1.5636,0.0694065,All
0.978624,0.361415,1.80713,0.0482111,1.45735,0.183981,1.77705,0.0416439,All
1.13849,0.324347,2.02223,0.0344365,1.65866,0.0883111,1.9905,0.0347033,All
1.29835,0.166807,2.23733,0.0550984,1.85997,0.0809518,2.20395,0.0485846,All
1.45822,0.240943,2.45244,0.0137746,2.06128,0.029437,2.4174,0.0277626,All
1.61809,0.129739,2.66754,0.0413238,2.26259,0.0220778,2.63085,0.0416439,All
1.77795,0.0463353,2.88264,0.0206619,2.4639,0.0220778,2.8443,0.020822,All
