pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.63657,0.103531,-4.64394,0.00376497,-1.68992,0.0970653,All
-1.19387,0.18118,-4.35834,0.00376497,-1.21773,0.194131,All
-0.751167,0.672954,-4.07275,0,-0.745541,0.606658,All
-0.308467,0.310594,-3.78715,0.0150599,-0.27335,0.436794,All
0.134233,0.491774,-3.50155,0,0.19884,0.485327,All
0.576933,0.336477,-3.21595,0.00752994,0.671031,0.194131,All
1.01963,0.103531,-2.93035,0.0112949,1.14322,0.0970653,All
1.46233,0.103531,-2.64475,0.00376497,1.61541,0.0485327,All
1.90503,0.0517657,-2.35916,0.0112949,2.0876,0.0970653,All
2.34773,0.129414,-2.07356,0.0338847,2.55979,0.072799,All
,,-1.78796,0.0414147,,,All
,,-1.50236,0.101654,,,All
,,-1.21676,0.237193,,,All
,,-0.931164,0.282373,,,All
,,-0.645566,0.361437,,,All
,,-0.359967,0.417912,,,All
,,-0.074369,0.451796,,,All
,,0.211229,0.395322,,,All
,,0.496828,0.372732,,,All
,,0.782426,0.282373,,,All
,,1.06802,0.207073,,,All
,,1.35362,0.176954,,,All
,,1.63922,0.109184,,,All
,,1.92482,0.0263548,,,All
,,2.21042,0.0225898,,,All
,,2.49602,0.0225898,,,All
,,2.78161,0,,,All
,,3.06721,0,,,All
,,3.35281,0.00752994,,,All
,,3.63841,0,,,All
,,3.92401,0.00752994,,,All
