Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,split
1.65228,4.03176e-05,3.35392e-06,8.30963,5.01373e-05,2.23155e-05,0.939392,0.0402255,0.0101164,All
1.80058,0.000175882,1.7296e-05,8.77692,0.000121593,6.03321e-05,1.18943,0.0648951,0.0232532,All
1.94888,0.000604038,6.9662e-05,9.24421,0.000267364,0.000147438,1.43947,0.0881673,0.0424469,All
2.09718,0.00170753,0.000229422,9.71151,0.000539548,0.000329795,1.68951,0.107891,0.0670441,All
2.24547,0.00411134,0.000640008,10.1788,0.00100956,0.000682411,1.93954,0.123293,0.0960384,All
2.39377,0.00865998,0.00155468,10.6461,0.00176671,0.00131797,2.18958,0.134401,0.128341,All
2.54207,0.0162999,0.00336149,11.1134,0.00291299,0.00239415,2.43962,0.141646,0.162927,All
2.69037,0.0278872,0.00658483,11.5807,0.00455414,0.00411754,2.68966,0.14561,0.198901,All
2.83867,0.0439768,0.0118561,12.048,0.00678803,0.00674282,2.9397,0.1469,0.23552,All
2.98697,0.0646575,0.0198561,12.5153,0.00969208,0.0105661,3.18973,0.146078,0.272187,All
3.13527,0.0894825,0.0312391,12.9826,0.0133116,0.0159126,3.43977,0.143635,0.308435,All
3.28357,0.117506,0.0465551,13.4499,0.0176507,0.0231192,3.68981,0.139984,0.343914,All
3.43187,0.147412,0.0661845,13.9171,0.0226678,0.0325145,3.93985,0.135463,0.378365,All
3.58016,0.17769,0.0902956,14.3844,0.028275,0.0443964,4.18989,0.130346,0.411607,All
3.72846,0.206828,0.11883,14.8517,0.0343429,0.0590119,4.43993,0.124848,0.443517,All
3.87676,0.233467,0.151516,15.319,0.0407086,0.0765393,4.68996,0.119137,0.474023,All
4.02506,0.25652,0.187898,15.7863,0.0471873,0.0970753,4.94,0.113344,0.503088,All
4.17336,0.275226,0.227384,16.2536,0.0535838,0.120627,5.19004,0.107567,0.530705,All
4.32166,0.289166,0.269294,16.7209,0.0597057,0.147111,5.44008,0.10188,0.556887,All
4.46996,0.298231,0.312909,17.1882,0.0653742,0.176356,5.69012,0.0963361,0.581664,All
4.61826,0.302571,0.357515,17.6555,0.0704335,0.208114,5.94015,0.0909741,0.605078,All
4.76656,0.302534,0.402434,18.1228,0.0747576,0.242068,6.19019,0.0858195,0.627176,All
4.91485,0.298601,0.447053,18.5901,0.078254,0.277852,6.44023,0.0808887,0.648013,All
5.06315,0.291329,0.490834,19.0574,0.0808658,0.315065,6.69027,0.076191,0.667646,All
5.21145,0.281303,0.533324,19.5247,0.08257,0.353287,6.94031,0.0717296,0.686134,All
5.35975,0.269101,0.57416,19.992,0.0833756,0.392094,7.19034,0.0675041,0.703536,All
5.50805,0.255268,0.613058,20.4593,0.083319,0.431074,7.44038,0.0635105,0.71991,All
5.65635,0.240299,0.649815,20.9265,0.0824593,0.469837,7.69042,0.0597428,0.735314,All
5.80465,0.224631,0.684296,21.3938,0.0808731,0.508026,7.94046,0.0561934,0.749804,All
5.95295,0.20864,0.716425,21.8611,0.0786491,0.545321,8.1905,0.0528536,0.763433,All
6.10124,0.192641,0.746178,22.3284,0.0758829,0.581446,8.44054,0.0497139,0.776252,All
6.24954,0.176891,0.773574,22.7957,0.0726731,0.616171,8.69057,0.0467647,0.78831,All
6.39784,0.161595,0.798666,23.263,0.069117,0.649311,8.94061,0.043996,0.799653,All
6.54614,0.146912,0.821533,23.7303,0.0653076,0.680727,9.19065,0.041398,0.810325,All
6.69444,0.132958,0.842276,24.1976,0.0613317,0.710321,9.44069,0.038961,0.820368,All
6.84274,0.119813,0.861008,24.6649,0.0572675,0.738034,9.69073,0.0366756,0.829821,All
6.99104,0.10753,0.877855,25.1322,0.0531845,0.76384,9.94076,0.0345327,0.838721,All
7.13934,0.0961343,0.892945,25.5995,0.0491421,0.787745,10.1908,0.0325237,0.847101,All
7.28764,0.0856306,0.906412,26.0668,0.0451902,0.809781,10.4408,0.0306401,0.854996,All
7.43593,0.0760077,0.918387,26.5341,0.0413694,0.83,10.6909,0.0288741,0.862434,All
7.58423,0.0672408,0.928998,27.0014,0.0377113,0.84847,10.9409,0.0272183,0.869444,All
7.73253,0.0592954,0.938371,27.4687,0.0342394,0.865274,11.191,0.0256655,0.876053,All
7.88083,0.0521295,0.946623,27.9359,0.0309701,0.880501,11.441,0.0242092,0.882287,All
8.02913,0.0456961,0.953868,28.4032,0.0279136,0.894251,11.691,0.0228432,0.888167,All
8.17743,0.0399452,0.960211,28.8705,0.0250744,0.906623,11.9411,0.0215615,0.893717,All
8.32573,0.0348252,0.965747,29.3378,0.0224527,0.917719,12.1911,0.0203586,0.898956,All
8.47403,0.0302843,0.970568,29.8051,0.0200451,0.92764,12.4411,0.0192295,0.903904,All
8.62233,0.0262716,0.974756,30.2724,0.0178452,0.936485,12.6912,0.0181694,0.908578,All
8.77062,0.0227378,0.978384,30.7397,0.0158443,0.944349,12.9412,0.0171736,0.912996,All
8.91892,0.0196359,0.981521,31.207,0.0140324,0.951323,13.1913,0.0162382,0.917171,All
9.06722,0.0169214,0.984227,31.6743,0.0123981,0.957491,13.4413,0.015359,0.921121,All
9.21552,0.0145528,0.986557,32.1416,0.0109295,0.962935,13.6913,0.0145326,0.924857,All
9.36382,0.0124919,0.988559,32.6089,0.00961437,0.96773,13.9414,0.0137554,0.928392,All
9.51212,0.0107033,0.990275,33.0762,0.00844048,0.971943,14.1914,0.0130244,0.931739,All
9.66042,0.00915496,0.991745,33.5435,0.00739584,0.975638,14.4414,0.0123364,0.934909,All
9.80872,0.00781769,0.993001,34.0108,0.00646883,0.978873,14.6915,0.0116889,0.937912,All
9.95702,0.00666532,0.994073,34.4781,0.00564841,0.981701,14.9415,0.0110792,0.940757,All
10.1053,0.00567438,0.994986,34.9453,0.00492411,0.984167,15.1916,0.0105048,0.943455,All
10.2536,0.00482396,0.995763,35.4126,0.00428618,0.986316,15.4416,0.00996362,0.946013,All
10.4019,0.00409553,0.996423,35.8799,0.00372553,0.988185,15.6916,0.00945351,0.94844,All
10.5502,0.00347269,0.996983,36.3472,0.00323383,0.989809,15.9417,0.00897251,0.950743,All
10.6985,0.00294106,0.997457,36.8145,0.00280343,0.991217,16.1917,0.00851881,0.952929,All
10.8468,0.00248799,0.997859,37.2818,0.00242736,0.992437,16.4418,0.00809071,0.955005,All
10.9951,0.00210247,0.998199,37.7491,0.00209935,0.993493,16.6918,0.00768664,0.956977,All
11.1434,0.0017749,0.998486,38.2164,0.00181369,0.994406,16.9418,0.0073051,0.958851,All
11.2917,0.00149694,0.998728,38.6837,0.00156532,0.995194,17.1919,0.00694472,0.960632,All
11.44,0.00126138,0.998932,39.151,0.00134965,0.995874,17.4419,0.00660421,0.962326,All
11.5883,0.00106199,0.999103,39.6183,0.00116265,0.99646,17.6919,0.00628237,0.963936,All
11.7366,0.000893408,0.999248,40.0856,0.0010007,0.996964,17.942,0.00597807,0.965469,All
11.8849,0.000751031,0.99937,40.5529,0.000860621,0.997398,18.192,0.00569025,0.966927,All
12.0332,0.000630903,0.999472,41.0202,0.000739589,0.997772,18.4421,0.00541794,0.968316,All
12.1815,0.000529644,0.999558,41.4875,0.000635126,0.998092,18.6921,0.00516021,0.969638,All
12.3298,0.000444366,0.99963,41.9547,0.000545054,0.998367,18.9421,0.0049162,0.970897,All
12.4781,0.000372606,0.99969,42.422,0.000467462,0.998603,19.1922,0.00468511,0.972097,All
12.6264,0.00031227,0.999741,42.8893,0.00040068,0.998806,19.4422,0.00446619,0.973241,All
12.7747,0.000261574,0.999783,43.3566,0.000343249,0.998979,19.6923,0.00425871,0.974332,All
12.923,0.00021901,0.999819,43.8239,0.000293898,0.999128,19.9423,0.00406203,0.975372,All
13.0713,0.000183294,0.999849,44.2912,0.000251522,0.999255,20.1923,0.00387553,0.976364,All
13.2196,0.000153343,0.999874,44.7585,0.000215159,0.999364,20.4424,0.00369862,0.977311,All
13.3679,0.00012824,0.999894,45.2258,0.000183976,0.999457,20.6924,0.00353075,0.978214,All
13.5162,0.000107212,0.999912,45.6931,0.000157251,0.999537,20.9424,0.00337142,0.979077,All
13.6645,8.96046e-05,0.999926,46.1604,0.00013436,0.999605,21.1925,0.00322014,0.979901,All
13.8128,7.48689e-05,0.999938,46.6277,0.000114762,0.999663,21.4425,0.00307647,0.980688,All
13.9611,6.25413e-05,0.999949,47.095,9.79933e-05,0.999712,21.6926,0.00293999,0.98144,All
14.1094,5.2232e-05,0.999957,47.5623,8.36508e-05,0.999755,21.9426,0.00281029,0.982159,All
14.2577,4.36136e-05,0.999964,48.0296,7.13889e-05,0.999791,22.1926,0.002687,0.982846,All
14.406,3.64111e-05,0.99997,48.4969,6.09099e-05,0.999822,22.4427,0.00256977,0.983503,All
14.5543,3.03934e-05,0.999975,48.9641,5.19578e-05,0.999848,22.6927,0.00245827,0.984131,All
14.7026,2.53671e-05,0.999979,49.4314,4.43128e-05,0.99987,22.9427,0.0023522,0.984733,All
14.8509,2.11697e-05,0.999983,49.8987,3.7786e-05,0.99989,23.1928,0.00225125,0.985308,All
14.9992,1.76652e-05,0.999986,50.366,3.22154e-05,0.999906,23.4428,0.00215516,0.985859,All
