iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1,1579.77,1,10.2275,43.2233,11.1604,60.344,1,1,1,1,1,1
2,1553.53,1,5.09974,31.9159,12.5045,51.5477,0.974679,0.974679,0.974679,1.0826,0.974679,0.974679
3,1538.02,1,5.22344,30.1876,13.0887,71.8293,0.95,0.95,0.95,1.05519,0.95,0.95
4,1525.19,1,4.15709,28.9974,14.7929,108.558,0.925945,0.925945,0.925945,1.02847,0.925945,0.925945
5,1511.03,1,3.94808,29.0584,13.0151,126.442,0.9025,0.9025,0.9025,1.00243,0.9025,0.9025
6,1504.4,1,3.87303,27.6972,11.5976,123.515,0.879648,0.879648,0.879648,0.977049,0.879648,0.879648
7,1492.22,1,3.87894,27.9857,12.0375,132.412,0.857375,0.857375,0.857375,0.95231,0.857375,0.857375
8,1480.25,1,3.81128,26.1886,11.8046,122.731,0.835666,0.835666,0.835666,0.975658,0.835666,0.835666
9,1473.3,1,4.14752,24.5822,10.2768,112.825,0.814506,0.814506,0.855692,0.950954,0.814506,0.814506
10,1462.12,1,3.636,23.0836,9.49572,120.696,0.793882,0.793882,0.865427,0.926875,0.793882,0.793882
11,1455.12,1,3.99105,23.0745,9.08308,139.138,0.773781,0.773781,0.880826,0.903406,0.773781,0.773781
12,1434.34,1,3.8224,25.0986,9.06704,137.75,0.754188,0.754188,0.858523,0.880531,0.754188,0.754188
13,1436.99,1,3.48317,25.1963,8.62564,177.188,0.735092,0.735092,0.98535,0.858236,0.735092,0.735092
14,1419.92,1,3.52996,26.2045,7.9559,154.929,0.716479,0.716479,0.9604,0.836505,0.716479,0.716479
15,1398.62,1,3.57154,24.1147,7.96172,166.04,0.698337,0.698337,0.936082,0.815324,0.698337,0.698337
16,1399.46,1,3.87496,27.6287,8.65644,147.776,0.680655,0.680655,0.91238,0.794679,0.680655,0.680655
17,1378.53,1,4.01909,23.7391,7.45896,159.586,0.66342,0.66342,0.889278,0.774558,0.66342,0.66342
18,1373.49,1,4.05217,22.2164,7.88013,133.523,0.646622,0.646622,0.866761,0.799343,0.646622,0.646622
19,1358.79,1,4.08651,22.1779,7.83264,134.585,0.630249,0.630249,0.844814,0.814228,0.630249,0.630249
20,1349.88,1,4.23049,24.2803,6.94239,124.259,0.614291,0.614291,0.823423,0.797533,0.614291,0.614291
21,1336.63,1,4.22222,24.2193,7.34244,125.454,0.598737,0.598737,0.802573,0.777339,0.598737,0.598737
22,1318.42,1,4.04414,23.514,6.45799,149.155,0.583577,0.583577,0.782252,0.757656,0.583577,0.583577
23,1311.2,1,4.16133,21.4511,6.41493,138.929,0.5688,0.5688,0.762445,0.78701,0.5688,0.5688
24,1304.56,1,3.87808,25.1747,5.49597,169.417,0.554398,0.554398,0.743139,0.767083,0.554398,0.554398
25,1293.98,1,3.97736,23.9292,5.45742,153.225,0.54036,0.54036,0.725817,0.74766,0.54036,0.54036
26,1278.46,1,3.84855,24.3082,4.50897,155.373,0.526678,0.526678,0.746534,0.728729,0.526678,0.526678
27,1272.45,1,3.95325,25.1022,4.62599,146.443,0.513342,0.513342,0.7356,0.740951,0.513342,0.513342
28,1257.27,1,4.07628,27.296,4.19843,136.692,0.500344,0.500344,0.716974,0.745257,0.500344,0.500344
29,1256.61,1,3.97068,25.3887,4.31113,126.046,0.487675,0.487675,0.69882,0.726387,0.487675,0.487675
30,1237.38,1,4.12624,26.4112,3.82917,136.123,0.475327,0.475327,0.681126,0.707994,0.475327,0.475327
31,1230.72,1,4.1969,25.9378,3.36265,131.067,0.463291,0.463291,0.663879,0.723055,0.463291,0.463291
