Cl_abscissa,Cl_cdf,Q_abscissa,Q_cdf,split
9.36604,0.207714,4.84588,0.207857,All
9.36809,0.207857,4.85534,0.208,All
9.37026,0.208,4.85534,0.208143,All
9.37026,0.208143,4.856,0.208286,All
9.37148,0.208286,4.856,0.208429,All
9.38018,0.208429,4.856,0.208571,All
9.38111,0.208571,4.86266,0.208714,All
9.38268,0.208714,4.86266,0.208857,All
9.38323,0.208857,4.86603,0.209,All
9.38511,0.209,4.86821,0.209143,All
9.38612,0.209143,4.87085,0.209286,All
9.38657,0.209286,4.87085,0.209429,All
9.38919,0.209429,4.87323,0.209571,All
9.38959,0.209571,4.87323,0.209714,All
9.38999,0.209714,4.8737,0.209857,All
9.39115,0.209857,4.87431,0.21,All
9.39479,0.21,4.87484,0.210143,All
9.39536,0.210143,4.87484,0.210286,All
9.39982,0.210286,4.87696,0.210429,All
9.39999,0.210429,4.87767,0.210571,All
9.40038,0.210571,4.87767,0.210714,All
9.40226,0.210714,4.87886,0.210857,All
9.4054,0.210857,4.88947,0.211,All
9.40618,0.211,4.898,0.211143,All
9.4076,0.211143,4.89871,0.211286,All
9.4076,0.211286,4.90238,0.211429,All
9.40977,0.211429,4.90987,0.211571,All
9.4103,0.211571,4.91045,0.211714,All
9.41033,0.211714,4.9137,0.211857,All
9.41033,0.211857,4.91391,0.212,All
9.41033,0.212,4.91891,0.212143,All
9.41271,0.212143,4.92353,0.212286,All
9.41456,0.212286,4.92681,0.212429,All
9.41456,0.212429,4.92681,0.212571,All
9.41478,0.212571,4.92681,0.212714,All
9.41643,0.212714,4.92768,0.212857,All
9.41653,0.212857,4.92768,0.213,All
9.41862,0.213,4.92917,0.213143,All
9.42039,0.213143,4.93313,0.213286,All
9.4208,0.213286,4.93313,0.213429,All
9.42206,0.213429,4.93342,0.213571,All
9.42347,0.213571,4.93342,0.213714,All
9.4245,0.213714,4.93357,0.213857,All
9.42867,0.213857,4.93382,0.214,All
9.42946,0.214,4.93563,0.214143,All
9.43039,0.214143,4.94058,0.214286,All
9.43226,0.214286,4.94217,0.214429,All
9.43245,0.214429,4.94217,0.214571,All
9.43367,0.214571,4.94217,0.214714,All
9.43733,0.214714,4.94246,0.214857,All
9.44052,0.214857,4.94739,0.215,All
9.44277,0.215,4.94739,0.215143,All
9.4484,0.215143,4.95,0.215286,All
9.4484,0.215286,4.95134,0.215429,All
9.44905,0.215429,4.95204,0.215571,All
9.44975,0.215571,4.95477,0.215714,All
9.45082,0.215714,4.95675,0.215857,All
9.45114,0.215857,4.95925,0.216,All
9.45302,0.216,4.96449,0.216143,All
9.45534,0.216143,4.96449,0.216286,All
9.45642,0.216286,4.97573,0.216429,All
9.45773,0.216429,4.97997,0.216571,All
9.46185,0.216571,4.98164,0.216714,All
9.46212,0.216714,4.98447,0.216857,All
9.46335,0.216857,4.98451,0.217,All
9.46396,0.217,4.98451,0.217143,All
9.46432,0.217143,4.98637,0.217286,All
9.46433,0.217286,4.98964,0.217429,All
9.46534,0.217429,4.98964,0.217571,All
9.46555,0.217571,4.98964,0.217714,All
9.46577,0.217714,4.99184,0.217857,All
9.46637,0.217857,4.99184,0.218,All
9.46823,0.218,4.99449,0.218143,All
9.46877,0.218143,4.99951,0.218286,All
9.46927,0.218286,5.00973,0.218429,All
9.47163,0.218429,5.01339,0.218571,All
9.47291,0.218571,5.03033,0.218714,All
9.47424,0.218714,5.03033,0.218857,All
9.47634,0.218857,5.03033,0.219,All
9.4768,0.219,5.03033,0.219143,All
9.47775,0.219143,5.03715,0.219286,All
9.47798,0.219286,5.03849,0.219429,All
9.48073,0.219429,5.03849,0.219571,All
9.48157,0.219571,5.04144,0.219714,All
9.48207,0.219714,5.04144,0.219857,All
9.48282,0.219857,5.04731,0.22,All
9.48733,0.22,5.04731,0.220143,All
9.48797,0.220143,5.04847,0.220286,All
9.48813,0.220286,5.0516,0.220429,All
9.48871,0.220429,5.05161,0.220571,All
9.49213,0.220571,5.05161,0.220714,All
9.49617,0.220714,5.06455,0.220857,All
9.49845,0.220857,5.07092,0.221,All
9.49907,0.221,5.08211,0.221143,All
9.50143,0.221143,5.08211,0.221286,All
9.50183,0.221286,5.08532,0.221429,All
9.50259,0.221429,5.09327,0.221571,All
9.50669,0.221571,5.09489,0.221714,All
9.50715,0.221714,5.09649,0.221857,All
9.50745,0.221857,5.09687,0.222,All
9.50995,0.222,5.10215,0.222143,All
9.51261,0.222143,5.11485,0.222286,All
9.51399,0.222286,5.11666,0.222429,All
9.51652,0.222429,5.11666,0.222571,All
9.51716,0.222571,5.12809,0.222714,All
9.51832,0.222714,5.12825,0.222857,All
9.51988,0.222857,5.12843,0.223,All
9.5199,0.223,5.12843,0.223143,All
9.52052,0.223143,5.12843,0.223286,All
9.52052,0.223286,5.12938,0.223429,All
9.52203,0.223429,5.12938,0.223571,All
9.52673,0.223571,5.13101,0.223714,All
9.52879,0.223714,5.13354,0.223857,All
9.52899,0.223857,5.13456,0.224,All
9.52918,0.224,5.13859,0.224143,All
9.52996,0.224143,5.13859,0.224286,All
9.53084,0.224286,5.13859,0.224429,All
9.53092,0.224429,5.13859,0.224571,All
9.53171,0.224571,5.13859,0.224714,All
9.53313,0.224714,5.15708,0.224857,All
9.53313,0.224857,5.15708,0.225,All
9.53499,0.225,5.15708,0.225143,All
9.54038,0.225143,5.16235,0.225286,All
9.54215,0.225286,5.1625,0.225429,All
9.54407,0.225429,5.1625,0.225571,All
9.54532,0.225571,5.1625,0.225714,All
9.54738,0.225714,5.16438,0.225857,All
9.55061,0.225857,5.16635,0.226,All
9.55175,0.226,5.17988,0.226143,All
9.55376,0.226143,5.17988,0.226286,All
9.55381,0.226286,5.17988,0.226429,All
9.55443,0.226429,5.18786,0.226571,All
9.55516,0.226571,5.21115,0.226714,All
9.55516,0.226714,5.21219,0.226857,All
9.55562,0.226857,5.21995,0.227,All
9.55601,0.227,5.22535,0.227143,All
9.55721,0.227143,5.23043,0.227286,All
9.55834,0.227286,5.24789,0.227429,All
9.55834,0.227429,5.2484,0.227571,All
9.55842,0.227571,5.24957,0.227714,All
9.56155,0.227714,5.24957,0.227857,All
9.56401,0.227857,5.25488,0.228,All
9.56401,0.228,5.25661,0.228143,All
9.56431,0.228143,5.25696,0.228286,All
9.56431,0.228286,5.26147,0.228429,All
9.56431,0.228429,5.26147,0.228571,All
9.56435,0.228571,5.26147,0.228714,All
9.5656,0.228714,5.27693,0.228857,All
9.56701,0.228857,5.27872,0.229,All
9.56729,0.229,5.27872,0.229143,All
9.56753,0.229143,5.27872,0.229286,All
9.56924,0.229286,5.2855,0.229429,All
9.56943,0.229429,5.29472,0.229571,All
9.56945,0.229571,5.29498,0.229714,All
9.56998,0.229714,5.30398,0.229857,All
9.5737,0.229857,5.30398,0.23,All
9.57439,0.23,5.30834,0.230143,All
9.57477,0.230143,5.31443,0.230286,All
9.57479,0.230286,5.31489,0.230429,All
9.57516,0.230429,5.31837,0.230571,All
9.57516,0.230571,5.32629,0.230714,All
9.57842,0.230714,5.3272,0.230857,All
9.58135,0.230857,5.33644,0.231,All
9.5824,0.231,5.33909,0.231143,All
9.58408,0.231143,5.33909,0.231286,All
9.58408,0.231286,5.34329,0.231429,All
9.58699,0.231429,5.35231,0.231571,All
9.58705,0.231571,5.35231,0.231714,All
9.58969,0.231714,5.35231,0.231857,All
9.58969,0.231857,5.35231,0.232,All
9.58974,0.232,5.35362,0.232143,All
9.5899,0.232143,5.35862,0.232286,All
9.59014,0.232286,5.3603,0.232429,All
9.59034,0.232429,5.37484,0.232571,All
9.59059,0.232571,5.38222,0.232714,All
9.59198,0.232714,5.39888,0.232857,All
9.5925,0.232857,5.40044,0.233,All
9.59387,0.233,5.40076,0.233143,All
9.59387,0.233143,5.40294,0.233286,All
9.59387,0.233286,5.40781,0.233429,All
9.59548,0.233429,5.40849,0.233571,All
9.59548,0.233571,5.4118,0.233714,All
9.59611,0.233714,5.41368,0.233857,All
9.59649,0.233857,5.41667,0.234,All
9.59669,0.234,5.41784,0.234143,All
9.59669,0.234143,5.4206,0.234286,All
9.59702,0.234286,5.42259,0.234429,All
9.60025,0.234429,5.43162,0.234571,All
9.60114,0.234571,5.43162,0.234714,All
9.60126,0.234714,5.44604,0.234857,All
9.60135,0.234857,5.45,0.235,All
9.60135,0.235,5.45048,0.235143,All
9.60424,0.235143,5.45237,0.235286,All
9.60445,0.235286,5.46356,0.235429,All
9.60676,0.235429,5.46356,0.235571,All
9.60806,0.235571,5.46451,0.235714,All
9.60836,0.235714,5.46859,0.235857,All
9.6087,0.235857,5.47574,0.236,All
9.6124,0.236,5.47703,0.236143,All
9.61326,0.236143,5.47703,0.236286,All
9.61326,0.236286,5.48214,0.236429,All
9.61418,0.236429,5.49463,0.236571,All
9.61523,0.236571,5.49885,0.236714,All
9.61572,0.236714,5.50063,0.236857,All
9.6183,0.236857,5.50315,0.237,All
9.61887,0.237,5.51118,0.237143,All
9.61887,0.237143,5.51347,0.237286,All
9.62156,0.237286,5.51772,0.237429,All
9.62247,0.237429,5.52008,0.237571,All
9.62371,0.237571,5.52778,0.237714,All
9.62582,0.237714,5.534,0.237857,All
9.62715,0.237857,5.53697,0.238,All
9.62715,0.238,5.54481,0.238143,All
9.62739,0.238143,5.5473,0.238286,All
9.62758,0.238286,5.54857,0.238429,All
9.62812,0.238429,5.55104,0.238571,All
9.62822,0.238571,5.55104,0.238714,All
9.62862,0.238714,5.55378,0.238857,All
9.62862,0.238857,5.56776,0.239,All
9.6295,0.239,5.56851,0.239143,All
9.63003,0.239143,5.57086,0.239286,All
9.63028,0.239286,5.57306,0.239429,All
9.63103,0.239429,5.57306,0.239571,All
9.63192,0.239571,5.57408,0.239714,All
9.63272,0.239714,5.57408,0.239857,All
9.63334,0.239857,5.57833,0.24,All
9.63449,0.24,5.5789,0.240143,All
9.635,0.240143,5.5789,0.240286,All
9.6352,0.240286,5.59093,0.240429,All
9.63543,0.240429,5.59167,0.240571,All
9.63662,0.240571,5.59167,0.240714,All
9.638,0.240714,5.59167,0.240857,All
9.638,0.240857,5.59465,0.241,All
9.63837,0.241,5.59493,0.241143,All
9.63943,0.241143,5.59493,0.241286,All
9.64084,0.241286,5.59493,0.241429,All
9.64084,0.241429,5.59865,0.241571,All
9.64084,0.241571,5.60107,0.241714,All
9.64181,0.241714,5.60428,0.241857,All
9.64202,0.241857,5.60428,0.242,All
9.64202,0.242,5.60428,0.242143,All
9.64393,0.242143,5.60556,0.242286,All
9.64409,0.242286,5.60556,0.242429,All
9.6447,0.242429,5.60556,0.242571,All
9.64477,0.242571,5.60569,0.242714,All
9.64517,0.242714,5.60725,0.242857,All
9.64517,0.242857,5.61093,0.243,All
9.64522,0.243,5.61093,0.243143,All
9.6454,0.243143,5.62266,0.243286,All
9.64815,0.243286,5.62491,0.243429,All
9.64841,0.243429,5.62491,0.243571,All
9.65039,0.243571,5.63135,0.243714,All
9.65039,0.243714,5.63135,0.243857,All
9.65043,0.243857,5.63135,0.244,All
9.65259,0.244,5.6327,0.244143,All
9.65259,0.244143,5.6327,0.244286,All
9.65368,0.244286,5.63298,0.244429,All
9.65645,0.244429,5.63298,0.244571,All
9.65688,0.244571,5.64326,0.244714,All
9.65812,0.244714,5.64326,0.244857,All
9.65812,0.244857,5.64894,0.245,All
9.65827,0.245,5.64894,0.245143,All
9.65863,0.245143,5.65445,0.245286,All
9.66062,0.245286,5.65445,0.245429,All
9.66062,0.245429,5.6577,0.245571,All
9.66155,0.245571,5.6577,0.245714,All
9.66339,0.245714,5.6577,0.245857,All
9.66396,0.245857,5.66065,0.246,All
9.66406,0.246,5.66065,0.246143,All
9.66434,0.246143,5.67561,0.246286,All
9.6657,0.246286,5.67561,0.246429,All
9.67236,0.246429,5.6807,0.246571,All
9.67236,0.246571,5.68639,0.246714,All
9.67476,0.246714,5.70386,0.246857,All
9.6749,0.246857,5.7043,0.247,All
9.6749,0.247,5.70514,0.247143,All
9.67556,0.247143,5.70514,0.247286,All
9.67619,0.247286,5.70964,0.247429,All
9.6778,0.247429,5.71466,0.247571,All
9.67816,0.247571,5.71627,0.247714,All
9.67816,0.247714,5.71733,0.247857,All
9.67816,0.247857,5.71733,0.248,All
9.67996,0.248,5.72079,0.248143,All
9.68079,0.248143,5.72079,0.248286,All
9.68092,0.248286,5.72219,0.248429,All
9.68092,0.248429,5.72322,0.248571,All
9.68161,0.248571,5.72693,0.248714,All
9.68407,0.248714,5.72792,0.248857,All
9.68514,0.248857,5.72951,0.249,All
9.68849,0.249,5.73747,0.249143,All
9.68849,0.249143,5.74184,0.249286,All
9.69103,0.249286,5.74274,0.249429,All
9.69425,0.249429,5.74956,0.249571,All
9.69458,0.249571,5.74981,0.249714,All
9.69458,0.249714,5.75298,0.249857,All
9.69518,0.249857,5.75842,0.25,All
9.69619,0.25,5.75842,0.250143,All
9.6968,0.250143,5.75934,0.250286,All
9.69718,0.250286,5.76085,0.250429,All
9.69718,0.250429,5.76085,0.250571,All
9.69719,0.250571,5.76342,0.250714,All
9.69933,0.250714,5.77262,0.250857,All
9.70031,0.250857,5.7801,0.251,All
9.70031,0.251,5.78196,0.251143,All
9.70031,0.251143,5.78626,0.251286,All
9.70039,0.251286,5.79253,0.251429,All
9.70086,0.251429,5.79285,0.251571,All
9.70086,0.251571,5.79285,0.251714,All
9.70378,0.251714,5.79741,0.251857,All
9.70475,0.251857,5.79946,0.252,All
9.705,0.252,5.79946,0.252143,All
9.70515,0.252143,5.79982,0.252286,All
9.70572,0.252286,5.80417,0.252429,All
9.70652,0.252429,5.81298,0.252571,All
9.70868,0.252571,5.81592,0.252714,All
9.70868,0.252714,5.82407,0.252857,All
9.71093,0.252857,5.84306,0.253,All
9.71354,0.253,5.84306,0.253143,All
9.71395,0.253143,5.84306,0.253286,All
9.71521,0.253286,5.84413,0.253429,All
9.71632,0.253429,5.85102,0.253571,All
9.71649,0.253571,5.86237,0.253714,All
9.71658,0.253714,5.86885,0.253857,All
9.71658,0.253857,5.87004,0.254,All
9.71662,0.254,5.87131,0.254143,All
9.71715,0.254143,5.87447,0.254286,All
9.71763,0.254286,5.88301,0.254429,All
9.71855,0.254429,5.88631,0.254571,All
9.71855,0.254571,5.89554,0.254714,All
9.71857,0.254714,5.89794,0.254857,All
9.71875,0.254857,5.90105,0.255,All
9.72029,0.255,5.90824,0.255143,All
9.72047,0.255143,5.90962,0.255286,All
9.72047,0.255286,5.92383,0.255429,All
9.72462,0.255429,5.9253,0.255571,All
9.72471,0.255571,5.92793,0.255714,All
9.72502,0.255714,5.93264,0.255857,All
9.72638,0.255857,5.9368,0.256,All
9.72748,0.256,5.9368,0.256143,All
9.72777,0.256143,5.94864,0.256286,All
9.72867,0.256286,5.9581,0.256429,All
9.72874,0.256429,5.96322,0.256571,All
9.72899,0.256571,5.99798,0.256714,All
9.72899,0.256714,6.00351,0.256857,All
9.72928,0.256857,6.0086,0.257,All
9.72952,0.257,6.01238,0.257143,All
9.72965,0.257143,6.02955,0.257286,All
9.72986,0.257286,6.02973,0.257429,All
9.7313,0.257429,6.03419,0.257571,All
9.7313,0.257571,6.03419,0.257714,All
9.73146,0.257714,6.03832,0.257857,All
9.73241,0.257857,6.04239,0.258,All
9.73252,0.258,6.04282,0.258143,All
9.73252,0.258143,6.04511,0.258286,All
9.73277,0.258286,6.04822,0.258429,All
9.73333,0.258429,6.04854,0.258571,All
9.73333,0.258571,6.05086,0.258714,All
9.73402,0.258714,6.05577,0.258857,All
9.73705,0.258857,6.05577,0.259,All
9.73774,0.259,6.06357,0.259143,All
9.73774,0.259143,6.06468,0.259286,All
9.73959,0.259286,6.06468,0.259429,All
9.741,0.259429,6.06484,0.259571,All
9.741,0.259571,6.07033,0.259714,All
9.74328,0.259714,6.07033,0.259857,All
9.74373,0.259857,6.07721,0.26,All
9.74631,0.26,6.07793,0.260143,All
9.74672,0.260143,6.07977,0.260286,All
9.74672,0.260286,6.07977,0.260429,All
9.74672,0.260429,6.08827,0.260571,All
9.74731,0.260571,6.08827,0.260714,All
9.7481,0.260714,6.09381,0.260857,All
9.7481,0.260857,6.09524,0.261,All
9.74885,0.261,6.11525,0.261143,All
9.749,0.261143,6.11875,0.261286,All
9.749,0.261286,6.11944,0.261429,All
9.749,0.261429,6.12,0.261571,All
9.7495,0.261571,6.12065,0.261714,All
9.74958,0.261714,6.12331,0.261857,All
9.75037,0.261857,6.1236,0.262,All
9.75037,0.262,6.1236,0.262143,All
9.75037,0.262143,6.12431,0.262286,All
9.75127,0.262286,6.12526,0.262429,All
9.75156,0.262429,6.12762,0.262571,All
9.7527,0.262571,6.13672,0.262714,All
9.7527,0.262714,6.13871,0.262857,All
9.75331,0.262857,6.13911,0.263,All
9.75333,0.263,6.14057,0.263143,All
9.75336,0.263143,6.14259,0.263286,All
9.75336,0.263286,6.14687,0.263429,All
9.75493,0.263429,6.14975,0.263571,All
9.75638,0.263571,6.16276,0.263714,All
9.75649,0.263714,6.16276,0.263857,All
9.75662,0.263857,6.16276,0.264,All
9.75874,0.264,6.1634,0.264143,All
9.76033,0.264143,6.16629,0.264286,All
9.7609,0.264286,6.16987,0.264429,All
9.76123,0.264429,6.16987,0.264571,All
9.76123,0.264571,6.16987,0.264714,All
9.7618,0.264714,6.17149,0.264857,All
9.76198,0.264857,6.17149,0.265,All
9.76267,0.265,6.18033,0.265143,All
9.765,0.265143,6.18033,0.265286,All
9.76713,0.265286,6.18411,0.265429,All
9.76921,0.265429,6.18548,0.265571,All
9.76979,0.265571,6.18819,0.265714,All
9.77019,0.265714,6.19131,0.265857,All
9.7705,0.265857,6.19193,0.266,All
9.77089,0.266,6.19409,0.266143,All
9.77219,0.266143,6.19409,0.266286,All
9.77219,0.266286,6.19493,0.266429,All
9.77238,0.266429,6.19603,0.266571,All
9.77271,0.266571,6.19612,0.266714,All
9.77315,0.266714,6.19614,0.266857,All
9.77315,0.266857,6.19669,0.267,All
9.77315,0.267,6.20069,0.267143,All
9.77315,0.267143,6.21311,0.267286,All
9.77384,0.267286,6.21311,0.267429,All
9.7744,0.267429,6.21861,0.267571,All
9.77663,0.267571,6.22162,0.267714,All
9.7768,0.267714,6.22714,0.267857,All
9.77726,0.267857,6.23991,0.268,All
9.77751,0.268,6.24111,0.268143,All
9.77912,0.268143,6.24256,0.268286,All
9.78034,0.268286,6.24342,0.268429,All
9.781,0.268429,6.24491,0.268571,All
9.78197,0.268571,6.24776,0.268714,All
9.78197,0.268714,6.25387,0.268857,All
9.78375,0.268857,6.25503,0.269,All
9.78713,0.269,6.25921,0.269143,All
9.78791,0.269143,6.25933,0.269286,All
9.78791,0.269286,6.25933,0.269429,All
9.78849,0.269429,6.26663,0.269571,All
9.78849,0.269571,6.26997,0.269714,All
9.78858,0.269714,6.27062,0.269857,All
9.78874,0.269857,6.27567,0.27,All
9.78874,0.27,6.28661,0.270143,All
9.78874,0.270143,6.28661,0.270286,All
9.78896,0.270286,6.28661,0.270429,All
9.7894,0.270429,6.28661,0.270571,All
9.78971,0.270571,6.28994,0.270714,All
9.78971,0.270714,6.28994,0.270857,All
9.78981,0.270857,6.28994,0.271,All
9.78981,0.271,6.29043,0.271143,All
9.7904,0.271143,6.29186,0.271286,All
9.79147,0.271286,6.29655,0.271429,All
9.79321,0.271429,6.29721,0.271571,All
9.79341,0.271571,6.29721,0.271714,All
9.79348,0.271714,6.30671,0.271857,All
9.79354,0.271857,6.31587,0.272,All
9.79424,0.272,6.32079,0.272143,All
9.79699,0.272143,6.32427,0.272286,All
9.79758,0.272286,6.32738,0.272429,All
9.7979,0.272429,6.3286,0.272571,All
9.79829,0.272571,6.32909,0.272714,All
9.7984,0.272714,6.33277,0.272857,All
9.79852,0.272857,6.33277,0.273,All
9.79997,0.273,6.33277,0.273143,All
9.80109,0.273143,6.34243,0.273286,All
9.80162,0.273286,6.34243,0.273429,All
9.80182,0.273429,6.35154,0.273571,All
9.80182,0.273571,6.35154,0.273714,All
9.80333,0.273714,6.36383,0.273857,All
9.80431,0.273857,6.36466,0.274,All
9.80718,0.274,6.37157,0.274143,All
9.80775,0.274143,6.37744,0.274286,All
9.80785,0.274286,6.38006,0.274429,All
9.80818,0.274429,6.38816,0.274571,All
9.80871,0.274571,6.38816,0.274714,All
9.80902,0.274714,6.39373,0.274857,All
9.80902,0.274857,6.39483,0.275,All
9.80903,0.275,6.39706,0.275143,All
9.80904,0.275143,6.39706,0.275286,All
9.80944,0.275286,6.40088,0.275429,All
9.81006,0.275429,6.40634,0.275571,All
9.81085,0.275571,6.40952,0.275714,All
9.81092,0.275714,6.42872,0.275857,All
9.81092,0.275857,6.43692,0.276,All
9.8112,0.276,6.43738,0.276143,All
9.8112,0.276143,6.43938,0.276286,All
9.81307,0.276286,6.44247,0.276429,All
9.81351,0.276429,6.44247,0.276571,All
9.81391,0.276571,6.45146,0.276714,All
9.81391,0.276714,6.45501,0.276857,All
9.81401,0.276857,6.45951,0.277,All
9.8149,0.277,6.46159,0.277143,All
9.81608,0.277143,6.46517,0.277286,All
9.81703,0.277286,6.4707,0.277429,All
9.81745,0.277429,6.47093,0.277571,All
9.81882,0.277571,6.47986,0.277714,All
9.82106,0.277714,6.47986,0.277857,All
9.82143,0.277857,6.48412,0.278,All
9.82159,0.278,6.48412,0.278143,All
9.82185,0.278143,6.48412,0.278286,All
9.82185,0.278286,6.48541,0.278429,All
9.82193,0.278429,6.48771,0.278571,All
9.82421,0.278571,6.4931,0.278714,All
9.82446,0.278714,6.49407,0.278857,All
9.82446,0.278857,6.49407,0.279,All
9.8254,0.279,6.50239,0.279143,All
9.82621,0.279143,6.51211,0.279286,All
9.82657,0.279286,6.51496,0.279429,All
9.82672,0.279429,6.51864,0.279571,All
9.82672,0.279571,6.5189,0.279714,All
9.82685,0.279714,6.51992,0.279857,All
9.82702,0.279857,6.52125,0.28,All
9.82764,0.28,6.52125,0.280143,All
9.8288,0.280143,6.52129,0.280286,All
9.82943,0.280286,6.52218,0.280429,All
9.82967,0.280429,6.52963,0.280571,All
9.83008,0.280571,6.53295,0.280714,All
9.83008,0.280714,6.53637,0.280857,All
9.83034,0.280857,6.5375,0.281,All
9.83034,0.281,6.53874,0.281143,All
9.83052,0.281143,6.54577,0.281286,All
9.83093,0.281286,6.54577,0.281429,All
9.83126,0.281429,6.54577,0.281571,All
9.83138,0.281571,6.54657,0.281714,All
9.8314,0.281714,6.56183,0.281857,All
9.83149,0.281857,6.56219,0.282,All
9.83179,0.282,6.57654,0.282143,All
9.83309,0.282143,6.5782,0.282286,All
9.83317,0.282286,6.57825,0.282429,All
9.83481,0.282429,6.57843,0.282571,All
9.83511,0.282571,6.58865,0.282714,All
9.83511,0.282714,6.60281,0.282857,All
9.83673,0.282857,6.60281,0.283,All
9.83673,0.283,6.61118,0.283143,All
9.83673,0.283143,6.61924,0.283286,All
9.83673,0.283286,6.61924,0.283429,All
9.83673,0.283429,6.61924,0.283571,All
9.83673,0.283571,6.61924,0.283714,All
9.83687,0.283714,6.62195,0.283857,All
9.83781,0.283857,6.62196,0.284,All
9.83781,0.284,6.62196,0.284143,All
9.83784,0.284143,6.63823,0.284286,All
9.83845,0.284286,6.63823,0.284429,All
9.83943,0.284429,6.64182,0.284571,All
9.83943,0.284571,6.64182,0.284714,All
9.83943,0.284714,6.64675,0.284857,All
9.83943,0.284857,6.64826,0.285,All
9.83943,0.285,6.65411,0.285143,All
9.83964,0.285143,6.65481,0.285286,All
9.83985,0.285286,6.65508,0.285429,All
9.84224,0.285429,6.66459,0.285571,All
9.84267,0.285571,6.67504,0.285714,All
9.84666,0.285714,6.67504,0.285857,All
9.84682,0.285857,6.67542,0.286,All
9.84707,0.286,6.67542,0.286143,All
9.84839,0.286143,6.67915,0.286286,All
9.84839,0.286286,6.6893,0.286429,All
9.84839,0.286429,6.70107,0.286571,All
9.84862,0.286571,6.71278,0.286714,All
9.84915,0.286714,6.71404,0.286857,All
9.84976,0.286857,6.72536,0.287,All
9.8501,0.287,6.74273,0.287143,All
9.8501,0.287143,6.74331,0.287286,All
9.8501,0.287286,6.7451,0.287429,All
9.85257,0.287429,6.7451,0.287571,All
9.85257,0.287571,6.75936,0.287714,All
9.85301,0.287714,6.7616,0.287857,All
9.85366,0.287857,6.76447,0.288,All
9.85366,0.288,6.76501,0.288143,All
9.85566,0.288143,6.76752,0.288286,All
9.85632,0.288286,6.77657,0.288429,All
9.85632,0.288429,6.78568,0.288571,All
9.85763,0.288571,6.78807,0.288714,All
9.85808,0.288714,6.78811,0.288857,All
9.85817,0.288857,6.78811,0.289,All
9.85912,0.289,6.78898,0.289143,All
9.85924,0.289143,6.79265,0.289286,All
9.85938,0.289286,6.79265,0.289429,All
9.8626,0.289429,6.79416,0.289571,All
9.8626,0.289571,6.79639,0.289714,All
9.86526,0.289714,6.8026,0.289857,All
9.86742,0.289857,6.82215,0.29,All
9.86806,0.29,6.82352,0.290143,All
9.86946,0.290143,6.82352,0.290286,All
9.86988,0.290286,6.8319,0.290429,All
9.87031,0.290429,6.83407,0.290571,All
9.87031,0.290571,6.83407,0.290714,All
9.8705,0.290714,6.84348,0.290857,All
9.87123,0.290857,6.84457,0.291,All
9.87144,0.291,6.84457,0.291143,All
9.87144,0.291143,6.84491,0.291286,All
9.87166,0.291286,6.84494,0.291429,All
9.87167,0.291429,6.84652,0.291571,All
9.87257,0.291571,6.84658,0.291714,All
9.87303,0.291714,6.84694,0.291857,All
9.875,0.291857,6.84694,0.292,All
9.875,0.292,6.84694,0.292143,All
9.875,0.292143,6.86094,0.292286,All
9.875,0.292286,6.86162,0.292429,All
9.87514,0.292429,6.86162,0.292571,All
9.87665,0.292571,6.86376,0.292714,All
9.87683,0.292714,6.86376,0.292857,All
9.87683,0.292857,6.88132,0.293,All
9.87796,0.293,6.89616,0.293143,All
9.87847,0.293143,6.89616,0.293286,All
9.87988,0.293286,6.89857,0.293429,All
9.87988,0.293429,6.89893,0.293571,All
9.87988,0.293571,6.90351,0.293714,All
9.87997,0.293714,6.90565,0.293857,All
9.87997,0.293857,6.90651,0.294,All
9.88143,0.294,6.91112,0.294143,All
9.88143,0.294143,6.91215,0.294286,All
9.88159,0.294286,6.92696,0.294429,All
9.88159,0.294429,6.92866,0.294571,All
9.88159,0.294571,6.93693,0.294714,All
9.88181,0.294714,6.9439,0.294857,All
9.88181,0.294857,6.9439,0.295,All
9.88229,0.295,6.95594,0.295143,All
9.88265,0.295143,6.95594,0.295286,All
9.88265,0.295286,6.95826,0.295429,All
9.88344,0.295429,6.96036,0.295571,All
9.88355,0.295571,6.97471,0.295714,All
9.88376,0.295714,6.97592,0.295857,All
9.88376,0.295857,6.97908,0.296,All
9.88376,0.296,6.97908,0.296143,All
9.88376,0.296143,6.98222,0.296286,All
9.88376,0.296286,6.98926,0.296429,All
9.88457,0.296429,6.99261,0.296571,All
9.88464,0.296571,6.99261,0.296714,All
9.88659,0.296714,6.99261,0.296857,All
9.88789,0.296857,6.99471,0.297,All
9.88828,0.297,6.99576,0.297143,All
9.8884,0.297143,6.99902,0.297286,All
9.88844,0.297286,6.99902,0.297429,All
9.88985,0.297429,7.00364,0.297571,All
9.8901,0.297571,7.00824,0.297714,All
9.8901,0.297714,7.01089,0.297857,All
9.8901,0.297857,7.01114,0.298,All
9.89033,0.298,7.01474,0.298143,All
9.89033,0.298143,7.01719,0.298286,All
9.89033,0.298286,7.02263,0.298429,All
9.89063,0.298429,7.02749,0.298571,All
9.89116,0.298571,7.0292,0.298714,All
9.89322,0.298714,7.03231,0.298857,All
9.89411,0.298857,7.06168,0.299,All
9.89503,0.299,7.06168,0.299143,All
9.89612,0.299143,7.06384,0.299286,All
9.89612,0.299286,7.06584,0.299429,All
9.89612,0.299429,7.07651,0.299571,All
9.89622,0.299571,7.07812,0.299714,All
