Cl_abscissa,Cl_cdf,Q_abscissa,Q_cdf,split
10.8117,0.516143,11.556,0.516286,All
10.812,0.516286,11.5574,0.516429,All
10.8128,0.516429,11.559,0.516571,All
10.8128,0.516571,11.5704,0.516714,All
10.8144,0.516714,11.5706,0.516857,All
10.8159,0.516857,11.5706,0.517,All
10.8159,0.517,11.5731,0.517143,All
10.8159,0.517143,11.5731,0.517286,All
10.817,0.517286,11.5748,0.517429,All
10.8184,0.517429,11.5788,0.517571,All
10.8191,0.517571,11.5788,0.517714,All
10.8216,0.517714,11.5807,0.517857,All
10.822,0.517857,11.5925,0.518,All
10.8229,0.518,11.5969,0.518143,All
10.8238,0.518143,11.6002,0.518286,All
10.8251,0.518286,11.602,0.518429,All
10.8259,0.518429,11.6082,0.518571,All
10.8271,0.518571,11.6092,0.518714,All
10.8271,0.518714,11.61,0.518857,All
10.8276,0.518857,11.624,0.519,All
10.8281,0.519,11.624,0.519143,All
10.8288,0.519143,11.6281,0.519286,All
10.8298,0.519286,11.6314,0.519429,All
10.8303,0.519429,11.635,0.519571,All
10.8305,0.519571,11.6367,0.519714,All
10.8305,0.519714,11.6393,0.519857,All
10.8309,0.519857,11.6456,0.52,All
10.8312,0.52,11.6547,0.520143,All
10.8317,0.520143,11.6563,0.520286,All
10.8323,0.520286,11.6647,0.520429,All
10.8323,0.520429,11.6647,0.520571,All
10.8328,0.520571,11.6651,0.520714,All
10.836,0.520714,11.6734,0.520857,All
10.8389,0.520857,11.6757,0.521,All
10.8389,0.521,11.6805,0.521143,All
10.8407,0.521143,11.6828,0.521286,All
10.8413,0.521286,11.6834,0.521429,All
10.8428,0.521429,11.6845,0.521571,All
10.8429,0.521571,11.6956,0.521714,All
10.8429,0.521714,11.6965,0.521857,All
10.8441,0.521857,11.7009,0.522,All
10.845,0.522,11.7009,0.522143,All
10.8455,0.522143,11.701,0.522286,All
10.8455,0.522286,11.701,0.522429,All
10.8464,0.522429,11.7095,0.522571,All
10.8477,0.522571,11.711,0.522714,All
10.8477,0.522714,11.7127,0.522857,All
10.8477,0.522857,11.7142,0.523,All
10.8477,0.523,11.7204,0.523143,All
10.8477,0.523143,11.7204,0.523286,All
10.8477,0.523286,11.7212,0.523429,All
10.8505,0.523429,11.7233,0.523571,All
10.8509,0.523571,11.7244,0.523714,All
10.8509,0.523714,11.7295,0.523857,All
10.8512,0.523857,11.7306,0.524,All
10.8521,0.524,11.7337,0.524143,All
10.8521,0.524143,11.7337,0.524286,All
10.8524,0.524286,11.7391,0.524429,All
10.8524,0.524429,11.7404,0.524571,All
10.8524,0.524571,11.7428,0.524714,All
10.8532,0.524714,11.7428,0.524857,All
10.8542,0.524857,11.7428,0.525,All
10.8542,0.525,11.7435,0.525143,All
10.8549,0.525143,11.7435,0.525286,All
10.8553,0.525286,11.7435,0.525429,All
10.8553,0.525429,11.7435,0.525571,All
10.857,0.525571,11.748,0.525714,All
10.857,0.525714,11.7493,0.525857,All
10.8574,0.525857,11.7546,0.526,All
10.8576,0.526,11.7559,0.526143,All
10.8592,0.526143,11.7559,0.526286,All
10.8594,0.526286,11.7572,0.526429,All
10.8594,0.526429,11.7587,0.526571,All
10.8601,0.526571,11.7596,0.526714,All
10.8601,0.526714,11.762,0.526857,All
10.864,0.526857,11.7649,0.527,All
10.864,0.527,11.7689,0.527143,All
10.8646,0.527143,11.7689,0.527286,All
10.8648,0.527286,11.7689,0.527429,All
10.8648,0.527429,11.7689,0.527571,All
10.8653,0.527571,11.7689,0.527714,All
10.867,0.527714,11.7837,0.527857,All
10.8671,0.527857,11.7851,0.528,All
10.8684,0.528,11.7875,0.528143,All
10.8697,0.528143,11.7879,0.528286,All
10.8697,0.528286,11.7913,0.528429,All
10.8697,0.528429,11.7917,0.528571,All
10.8697,0.528571,11.7945,0.528714,All
10.8697,0.528714,11.7994,0.528857,All
10.87,0.528857,11.8028,0.529,All
10.87,0.529,11.8028,0.529143,All
10.87,0.529143,11.8028,0.529286,All
10.8706,0.529286,11.8086,0.529429,All
10.8706,0.529429,11.813,0.529571,All
10.8706,0.529571,11.8135,0.529714,All
10.8706,0.529714,11.8159,0.529857,All
10.8706,0.529857,11.818,0.53,All
10.8724,0.53,11.8261,0.530143,All
10.8724,0.530143,11.8326,0.530286,All
10.8724,0.530286,11.8355,0.530429,All
10.8724,0.530429,11.8409,0.530571,All
10.8724,0.530571,11.8423,0.530714,All
10.8724,0.530714,11.8425,0.530857,All
10.8738,0.530857,11.8479,0.531,All
10.8739,0.531,11.8479,0.531143,All
10.8742,0.531143,11.8492,0.531286,All
10.8742,0.531286,11.8525,0.531429,All
10.8774,0.531429,11.8525,0.531571,All
10.8798,0.531571,11.8531,0.531714,All
10.8798,0.531714,11.8552,0.531857,All
10.8803,0.531857,11.8642,0.532,All
10.8806,0.532,11.8653,0.532143,All
10.8806,0.532143,11.8661,0.532286,All
10.8806,0.532286,11.8698,0.532429,All
10.8823,0.532429,11.8855,0.532571,All
10.8826,0.532571,11.8855,0.532714,All
10.8826,0.532714,11.8934,0.532857,All
10.883,0.532857,11.8934,0.533,All
10.8833,0.533,11.8963,0.533143,All
10.8841,0.533143,11.8991,0.533286,All
10.8848,0.533286,11.8991,0.533429,All
10.8848,0.533429,11.8991,0.533571,All
10.8875,0.533571,11.9035,0.533714,All
10.8914,0.533714,11.9115,0.533857,All
10.8916,0.533857,11.9133,0.534,All
10.8919,0.534,11.9154,0.534143,All
10.8924,0.534143,11.9203,0.534286,All
10.8957,0.534286,11.9253,0.534429,All
10.8972,0.534429,11.9295,0.534571,All
10.8975,0.534571,11.9318,0.534714,All
10.8975,0.534714,11.9318,0.534857,All
10.899,0.534857,11.933,0.535,All
10.9013,0.535,11.9588,0.535143,All
10.9016,0.535143,11.9588,0.535286,All
10.9025,0.535286,11.9588,0.535429,All
10.9038,0.535429,11.9673,0.535571,All
10.9053,0.535571,11.9673,0.535714,All
10.906,0.535714,11.9845,0.535857,All
10.9078,0.535857,11.9869,0.536,All
10.9118,0.536,11.9871,0.536143,All
10.9118,0.536143,11.9945,0.536286,All
10.9125,0.536286,11.9976,0.536429,All
10.914,0.536429,11.9993,0.536571,All
10.9152,0.536571,11.9995,0.536714,All
10.9168,0.536714,12.0007,0.536857,All
10.919,0.536857,12.0136,0.537,All
10.919,0.537,12.0153,0.537143,All
10.9217,0.537143,12.0347,0.537286,All
10.9218,0.537286,12.0374,0.537429,All
10.9235,0.537429,12.0417,0.537571,All
10.9274,0.537571,12.0417,0.537714,All
10.9279,0.537714,12.052,0.537857,All
10.9279,0.537857,12.0522,0.538,All
10.9292,0.538,12.0586,0.538143,All
10.9317,0.538143,12.0595,0.538286,All
10.9329,0.538286,12.0627,0.538429,All
10.933,0.538429,12.064,0.538571,All
10.9341,0.538571,12.0702,0.538714,All
10.9366,0.538714,12.0858,0.538857,All
10.9366,0.538857,12.086,0.539,All
10.9366,0.539,12.0888,0.539143,All
10.9368,0.539143,12.0945,0.539286,All
10.9368,0.539286,12.0945,0.539429,All
10.937,0.539429,12.095,0.539571,All
10.9395,0.539571,12.095,0.539714,All
10.9401,0.539714,12.095,0.539857,All
10.9444,0.539857,12.0952,0.54,All
10.9444,0.54,12.0984,0.540143,All
10.9449,0.540143,12.1012,0.540286,All
10.9449,0.540286,12.1012,0.540429,All
10.9492,0.540429,12.1037,0.540571,All
10.9494,0.540571,12.1078,0.540714,All
10.9522,0.540714,12.1119,0.540857,All
10.9529,0.540857,12.1179,0.541,All
10.9536,0.541,12.1179,0.541143,All
10.9546,0.541143,12.1191,0.541286,All
10.955,0.541286,12.1238,0.541429,All
10.9555,0.541429,12.125,0.541571,All
10.9558,0.541571,12.129,0.541714,All
10.9574,0.541714,12.1299,0.541857,All
10.9574,0.541857,12.1332,0.542,All
10.9574,0.542,12.1368,0.542143,All
10.9583,0.542143,12.1383,0.542286,All
10.9592,0.542286,12.141,0.542429,All
10.9592,0.542429,12.142,0.542571,All
10.9592,0.542571,12.1487,0.542714,All
10.9592,0.542714,12.1487,0.542857,All
10.9592,0.542857,12.15,0.543,All
10.9601,0.543,12.1588,0.543143,All
10.961,0.543143,12.1588,0.543286,All
10.961,0.543286,12.159,0.543429,All
10.961,0.543429,12.1594,0.543571,All
10.9624,0.543571,12.1601,0.543714,All
10.9629,0.543714,12.1616,0.543857,All
10.9636,0.543857,12.1629,0.544,All
10.9656,0.544,12.1629,0.544143,All
10.9683,0.544143,12.1634,0.544286,All
10.9683,0.544286,12.1634,0.544429,All
10.9688,0.544429,12.1642,0.544571,All
10.9691,0.544571,12.1649,0.544714,All
10.9692,0.544714,12.1659,0.544857,All
10.9692,0.544857,12.171,0.545,All
10.9692,0.545,12.171,0.545143,All
10.9692,0.545143,12.171,0.545286,All
10.9692,0.545286,12.171,0.545429,All
10.9721,0.545429,12.1714,0.545571,All
10.9721,0.545571,12.1717,0.545714,All
10.9721,0.545714,12.1745,0.545857,All
10.9721,0.545857,12.1745,0.546,All
10.9721,0.546,12.1745,0.546143,All
10.9727,0.546143,12.1786,0.546286,All
10.9727,0.546286,12.1828,0.546429,All
10.9727,0.546429,12.1862,0.546571,All
10.9737,0.546571,12.1883,0.546714,All
10.9809,0.546714,12.2059,0.546857,All
10.9824,0.546857,12.2059,0.547,All
10.9824,0.547,12.2059,0.547143,All
10.9842,0.547143,12.213,0.547286,All
10.9868,0.547286,12.217,0.547429,All
10.9895,0.547429,12.2198,0.547571,All
10.991,0.547571,12.225,0.547714,All
10.991,0.547714,12.2348,0.547857,All
10.9917,0.547857,12.2451,0.548,All
10.9918,0.548,12.2451,0.548143,All
10.9918,0.548143,12.2451,0.548286,All
10.992,0.548286,12.2521,0.548429,All
10.9959,0.548429,12.2521,0.548571,All
10.9961,0.548571,12.2521,0.548714,All
10.9961,0.548714,12.2563,0.548857,All
10.9974,0.548857,12.263,0.549,All
10.9977,0.549,12.2655,0.549143,All
10.9982,0.549143,12.2689,0.549286,All
11.0002,0.549286,12.2689,0.549429,All
11.0007,0.549429,12.2689,0.549571,All
11.0008,0.549571,12.2726,0.549714,All
11.0012,0.549714,12.279,0.549857,All
11.0012,0.549857,12.2802,0.55,All
11.0012,0.55,12.2807,0.550143,All
11.002,0.550143,12.2807,0.550286,All
11.002,0.550286,12.2807,0.550429,All
11.002,0.550429,12.2882,0.550571,All
11.002,0.550571,12.2907,0.550714,All
11.0027,0.550714,12.2919,0.550857,All
11.0038,0.550857,12.2919,0.551,All
11.0047,0.551,12.2974,0.551143,All
11.005,0.551143,12.2974,0.551286,All
11.005,0.551286,12.2974,0.551429,All
11.005,0.551429,12.3,0.551571,All
11.0051,0.551571,12.313,0.551714,All
11.0051,0.551714,12.3176,0.551857,All
11.009,0.551857,12.3223,0.552,All
11.0108,0.552,12.3234,0.552143,All
11.0136,0.552143,12.3265,0.552286,All
11.0153,0.552286,12.3323,0.552429,All
11.0182,0.552429,12.3356,0.552571,All
11.0184,0.552571,12.3356,0.552714,All
11.0193,0.552714,12.3394,0.552857,All
11.021,0.552857,12.3537,0.553,All
11.0211,0.553,12.3589,0.553143,All
11.0219,0.553143,12.3709,0.553286,All
11.0225,0.553286,12.3845,0.553429,All
11.0247,0.553429,12.386,0.553571,All
11.0249,0.553571,12.3897,0.553714,All
11.0252,0.553714,12.3908,0.553857,All
11.0261,0.553857,12.3935,0.554,All
11.0277,0.554,12.3953,0.554143,All
11.028,0.554143,12.4072,0.554286,All
11.0303,0.554286,12.4098,0.554429,All
11.0313,0.554429,12.4205,0.554571,All
11.0313,0.554571,12.4211,0.554714,All
11.0317,0.554714,12.4444,0.554857,All
11.0324,0.554857,12.4444,0.555,All
11.0325,0.555,12.4444,0.555143,All
11.0347,0.555143,12.4479,0.555286,All
11.0369,0.555286,12.4479,0.555429,All
11.0392,0.555429,12.452,0.555571,All
11.0392,0.555571,12.4543,0.555714,All
11.0413,0.555714,12.4569,0.555857,All
11.0422,0.555857,12.4579,0.556,All
11.0458,0.556,12.4595,0.556143,All
11.0458,0.556143,12.4595,0.556286,All
11.0465,0.556286,12.4714,0.556429,All
11.0465,0.556429,12.4801,0.556571,All
11.047,0.556571,12.4815,0.556714,All
11.0487,0.556714,12.4824,0.556857,All
11.0527,0.556857,12.4891,0.557,All
11.0527,0.557,12.4912,0.557143,All
11.0559,0.557143,12.4959,0.557286,All
11.0559,0.557286,12.4978,0.557429,All
11.0566,0.557429,12.507,0.557571,All
11.0582,0.557571,12.5071,0.557714,All
11.0582,0.557714,12.5073,0.557857,All
11.0588,0.557857,12.5078,0.558,All
11.0599,0.558,12.5082,0.558143,All
11.061,0.558143,12.5091,0.558286,All
11.0618,0.558286,12.5091,0.558429,All
11.0624,0.558429,12.5118,0.558571,All
11.0629,0.558571,12.5134,0.558714,All
11.0655,0.558714,12.5189,0.558857,All
11.0675,0.558857,12.5203,0.559,All
11.0675,0.559,12.5203,0.559143,All
11.0689,0.559143,12.5203,0.559286,All
11.0689,0.559286,12.521,0.559429,All
11.069,0.559429,12.5211,0.559571,All
11.0745,0.559571,12.5211,0.559714,All
11.0755,0.559714,12.526,0.559857,All
11.0755,0.559857,12.5345,0.56,All
11.0779,0.56,12.5348,0.560143,All
11.0798,0.560143,12.5432,0.560286,All
11.0798,0.560286,12.5432,0.560429,All
11.0801,0.560429,12.5445,0.560571,All
11.0803,0.560571,12.5451,0.560714,All
11.0805,0.560714,12.5472,0.560857,All
11.0805,0.560857,12.5492,0.561,All
11.0805,0.561,12.5525,0.561143,All
11.0805,0.561143,12.5546,0.561286,All
11.082,0.561286,12.5624,0.561429,All
11.0831,0.561429,12.563,0.561571,All
11.0831,0.561571,12.5645,0.561714,All
11.0834,0.561714,12.5645,0.561857,All
11.0834,0.561857,12.5735,0.562,All
11.0838,0.562,12.5735,0.562143,All
11.0842,0.562143,12.5757,0.562286,All
11.0858,0.562286,12.5764,0.562429,All
11.0858,0.562429,12.5827,0.562571,All
11.0858,0.562571,12.5939,0.562714,All
11.0858,0.562714,12.5941,0.562857,All
11.0876,0.562857,12.5964,0.563,All
11.0877,0.563,12.5969,0.563143,All
11.0912,0.563143,12.5978,0.563286,All
11.0926,0.563286,12.5978,0.563429,All
11.0941,0.563429,12.5978,0.563571,All
11.0942,0.563571,12.5978,0.563714,All
11.0946,0.563714,12.5978,0.563857,All
11.0949,0.563857,12.5978,0.564,All
11.0971,0.564,12.602,0.564143,All
11.0971,0.564143,12.609,0.564286,All
11.0971,0.564286,12.6107,0.564429,All
11.0972,0.564429,12.6123,0.564571,All
11.0972,0.564571,12.6123,0.564714,All
11.0985,0.564714,12.6208,0.564857,All
11.0999,0.564857,12.6356,0.565,All
11.1005,0.565,12.6356,0.565143,All
11.1008,0.565143,12.6403,0.565286,All
11.1008,0.565286,12.6419,0.565429,All
11.1011,0.565429,12.6441,0.565571,All
11.1033,0.565571,12.6676,0.565714,All
11.1036,0.565714,12.6706,0.565857,All
11.106,0.565857,12.6734,0.566,All
11.1066,0.566,12.6802,0.566143,All
11.1066,0.566143,12.6806,0.566286,All
11.109,0.566286,12.6806,0.566429,All
11.1099,0.566429,12.6806,0.566571,All
11.1099,0.566571,12.6846,0.566714,All
11.1114,0.566714,12.6846,0.566857,All
11.1117,0.566857,12.689,0.567,All
11.1117,0.567,12.6945,0.567143,All
11.1136,0.567143,12.6945,0.567286,All
11.1138,0.567286,12.6945,0.567429,All
11.1161,0.567429,12.6945,0.567571,All
11.1172,0.567571,12.6945,0.567714,All
11.1202,0.567714,12.702,0.567857,All
11.1203,0.567857,12.7029,0.568,All
11.1204,0.568,12.7029,0.568143,All
11.1246,0.568143,12.7038,0.568286,All
11.1254,0.568286,12.7038,0.568429,All
11.1265,0.568429,12.7042,0.568571,All
11.1265,0.568571,12.7071,0.568714,All
11.1265,0.568714,12.7109,0.568857,All
11.1293,0.568857,12.7134,0.569,All
11.1316,0.569,12.7147,0.569143,All
11.1327,0.569143,12.7155,0.569286,All
11.1339,0.569286,12.7155,0.569429,All
11.1345,0.569429,12.7155,0.569571,All
11.1347,0.569571,12.7191,0.569714,All
11.1347,0.569714,12.7213,0.569857,All
11.1352,0.569857,12.7219,0.57,All
11.1357,0.57,12.7237,0.570143,All
11.1364,0.570143,12.7238,0.570286,All
11.1364,0.570286,12.7359,0.570429,All
11.1364,0.570429,12.7359,0.570571,All
11.1366,0.570571,12.7439,0.570714,All
11.1366,0.570714,12.7439,0.570857,All
11.137,0.570857,12.7439,0.571,All
11.1373,0.571,12.7484,0.571143,All
11.1381,0.571143,12.7514,0.571286,All
11.1388,0.571286,12.7528,0.571429,All
11.1401,0.571429,12.7533,0.571571,All
11.1408,0.571571,12.755,0.571714,All
11.1408,0.571714,12.7598,0.571857,All
11.141,0.571857,12.7627,0.572,All
11.1418,0.572,12.7759,0.572143,All
11.1443,0.572143,12.7759,0.572286,All
11.1443,0.572286,12.7759,0.572429,All
11.1443,0.572429,12.779,0.572571,All
11.1457,0.572571,12.779,0.572714,All
11.146,0.572714,12.7795,0.572857,All
11.1476,0.572857,12.7806,0.573,All
11.1478,0.573,12.7816,0.573143,All
11.1482,0.573143,12.7829,0.573286,All
11.1497,0.573286,12.7829,0.573429,All
11.1518,0.573429,12.7829,0.573571,All
11.1527,0.573571,12.7871,0.573714,All
11.1527,0.573714,12.7928,0.573857,All
11.155,0.573857,12.7937,0.574,All
11.1551,0.574,12.7937,0.574143,All
11.1566,0.574143,12.7937,0.574286,All
11.1571,0.574286,12.7957,0.574429,All
11.1578,0.574429,12.7957,0.574571,All
11.1606,0.574571,12.7957,0.574714,All
11.1606,0.574714,12.7989,0.574857,All
11.1628,0.574857,12.7995,0.575,All
11.1628,0.575,12.7995,0.575143,All
11.1628,0.575143,12.8039,0.575286,All
11.1629,0.575286,12.8041,0.575429,All
11.1637,0.575429,12.8065,0.575571,All
11.1637,0.575571,12.8065,0.575714,All
11.1642,0.575714,12.8206,0.575857,All
11.1645,0.575857,12.8251,0.576,All
11.1651,0.576,12.8286,0.576143,All
11.171,0.576143,12.8286,0.576286,All
11.1746,0.576286,12.836,0.576429,All
11.1775,0.576429,12.8447,0.576571,All
11.1781,0.576571,12.8462,0.576714,All
11.1781,0.576714,12.8542,0.576857,All
11.179,0.576857,12.8576,0.577,All
11.1792,0.577,12.8662,0.577143,All
11.1838,0.577143,12.8669,0.577286,All
11.1838,0.577286,12.8682,0.577429,All
11.1909,0.577429,12.8682,0.577571,All
11.1927,0.577571,12.8697,0.577714,All
11.1927,0.577714,12.8746,0.577857,All
11.1932,0.577857,12.8836,0.578,All
11.1932,0.578,12.8836,0.578143,All
11.1935,0.578143,12.8886,0.578286,All
11.1947,0.578286,12.8894,0.578429,All
11.195,0.578429,12.8976,0.578571,All
11.1954,0.578571,12.914,0.578714,All
11.1954,0.578714,12.914,0.578857,All
11.1965,0.578857,12.914,0.579,All
11.1965,0.579,12.9146,0.579143,All
11.1968,0.579143,12.9146,0.579286,All
11.1976,0.579286,12.9146,0.579429,All
11.1989,0.579429,12.9198,0.579571,All
11.1996,0.579571,12.9234,0.579714,All
11.2008,0.579714,12.9234,0.579857,All
11.2017,0.579857,12.9234,0.58,All
11.2017,0.58,12.9319,0.580143,All
11.2046,0.580143,12.9319,0.580286,All
11.2052,0.580286,12.9336,0.580429,All
11.2056,0.580429,12.9399,0.580571,All
11.2056,0.580571,12.9399,0.580714,All
11.2057,0.580714,12.9416,0.580857,All
11.2068,0.580857,12.9488,0.581,All
11.2068,0.581,12.9544,0.581143,All
11.2107,0.581143,12.9544,0.581286,All
11.2117,0.581286,12.9546,0.581429,All
11.2129,0.581429,12.9638,0.581571,All
11.2138,0.581571,12.9645,0.581714,All
11.2138,0.581714,12.9742,0.581857,All
11.2141,0.581857,12.9742,0.582,All
11.2169,0.582,12.9742,0.582143,All
11.2169,0.582143,12.9759,0.582286,All
11.2177,0.582286,12.9792,0.582429,All
11.22,0.582429,12.9822,0.582571,All
11.2203,0.582571,12.9822,0.582714,All
11.2215,0.582714,12.9857,0.582857,All
11.2216,0.582857,12.9857,0.583,All
11.2216,0.583,12.9857,0.583143,All
11.2218,0.583143,12.9922,0.583286,All
11.2218,0.583286,12.9922,0.583429,All
11.2223,0.583429,12.9937,0.583571,All
11.2223,0.583571,12.9937,0.583714,All
11.2229,0.583714,12.9941,0.583857,All
11.2237,0.583857,12.9967,0.584,All
11.2243,0.584,13.001,0.584143,All
11.2271,0.584143,13.0056,0.584286,All
11.2287,0.584286,13.0072,0.584429,All
11.2292,0.584429,13.0072,0.584571,All
11.2292,0.584571,13.0101,0.584714,All
11.2296,0.584714,13.0101,0.584857,All
11.231,0.584857,13.0129,0.585,All
11.2338,0.585,13.0232,0.585143,All
11.2339,0.585143,13.0232,0.585286,All
11.235,0.585286,13.027,0.585429,All
11.2366,0.585429,13.032,0.585571,All
11.2395,0.585571,13.0371,0.585714,All
11.2397,0.585714,13.0371,0.585857,All
11.2408,0.585857,13.0379,0.586,All
11.2408,0.586,13.0431,0.586143,All
11.245,0.586143,13.0431,0.586286,All
11.2456,0.586286,13.0435,0.586429,All
11.2478,0.586429,13.0444,0.586571,All
11.2478,0.586571,13.0554,0.586714,All
11.2478,0.586714,13.0625,0.586857,All
11.2491,0.586857,13.0625,0.587,All
11.2495,0.587,13.071,0.587143,All
11.2524,0.587143,13.0721,0.587286,All
11.2548,0.587286,13.0721,0.587429,All
11.2549,0.587429,13.0741,0.587571,All
11.2551,0.587571,13.0754,0.587714,All
11.2591,0.587714,13.0796,0.587857,All
11.2599,0.587857,13.0796,0.588,All
11.2616,0.588,13.0849,0.588143,All
11.2627,0.588143,13.0864,0.588286,All
11.2635,0.588286,13.0924,0.588429,All
11.2661,0.588429,13.094,0.588571,All
11.2667,0.588571,13.0949,0.588714,All
11.2667,0.588714,13.0961,0.588857,All
11.2687,0.588857,13.1014,0.589,All
11.2766,0.589,13.103,0.589143,All
11.2766,0.589143,13.1093,0.589286,All
11.2769,0.589286,13.1094,0.589429,All
11.2788,0.589429,13.1187,0.589571,All
11.2793,0.589571,13.1187,0.589714,All
11.2795,0.589714,13.1187,0.589857,All
11.2795,0.589857,13.1187,0.59,All
11.2795,0.59,13.1215,0.590143,All
11.2795,0.590143,13.1246,0.590286,All
11.2798,0.590286,13.1355,0.590429,All
11.2801,0.590429,13.1449,0.590571,All
11.2804,0.590571,13.1449,0.590714,All
11.2818,0.590714,13.145,0.590857,All
11.2872,0.590857,13.1454,0.591,All
11.2883,0.591,13.15,0.591143,All
11.2884,0.591143,13.1533,0.591286,All
11.2886,0.591286,13.1599,0.591429,All
11.2894,0.591429,13.1602,0.591571,All
11.291,0.591571,13.1606,0.591714,All
11.2912,0.591714,13.1614,0.591857,All
11.2912,0.591857,13.1664,0.592,All
11.2912,0.592,13.1726,0.592143,All
11.2915,0.592143,13.177,0.592286,All
11.2934,0.592286,13.1796,0.592429,All
11.2945,0.592429,13.1842,0.592571,All
11.2951,0.592571,13.1842,0.592714,All
11.2971,0.592714,13.1897,0.592857,All
11.2984,0.592857,13.1907,0.593,All
11.2984,0.593,13.1942,0.593143,All
11.2994,0.593143,13.1942,0.593286,All
11.2994,0.593286,13.1942,0.593429,All
11.2994,0.593429,13.1943,0.593571,All
11.2994,0.593571,13.1945,0.593714,All
11.303,0.593714,13.1979,0.593857,All
11.303,0.593857,13.1979,0.594,All
11.3041,0.594,13.203,0.594143,All
11.3041,0.594143,13.2113,0.594286,All
11.309,0.594286,13.2113,0.594429,All
11.309,0.594429,13.2138,0.594571,All
11.3099,0.594571,13.2167,0.594714,All
11.3108,0.594714,13.2167,0.594857,All
11.3121,0.594857,13.224,0.595,All
11.3124,0.595,13.2277,0.595143,All
11.3133,0.595143,13.2344,0.595286,All
11.3133,0.595286,13.2344,0.595429,All
11.3133,0.595429,13.2364,0.595571,All
11.3133,0.595571,13.2393,0.595714,All
11.3133,0.595714,13.2397,0.595857,All
11.3133,0.595857,13.2426,0.596,All
11.3147,0.596,13.2452,0.596143,All
11.3159,0.596143,13.2482,0.596286,All
11.3163,0.596286,13.2517,0.596429,All
11.3163,0.596429,13.2541,0.596571,All
11.3179,0.596571,13.2722,0.596714,All
11.3179,0.596714,13.2826,0.596857,All
11.3209,0.596857,13.2907,0.597,All
11.3219,0.597,13.2925,0.597143,All
11.322,0.597143,13.2978,0.597286,All
11.3238,0.597286,13.301,0.597429,All
11.325,0.597429,13.3029,0.597571,All
11.3255,0.597571,13.3039,0.597714,All
11.3255,0.597714,13.3094,0.597857,All
11.3262,0.597857,13.3125,0.598,All
11.3262,0.598,13.3128,0.598143,All
11.3285,0.598143,13.3254,0.598286,All
11.3297,0.598286,13.3254,0.598429,All
11.3299,0.598429,13.3293,0.598571,All
11.3307,0.598571,13.3294,0.598714,All
11.3315,0.598714,13.3339,0.598857,All
11.3337,0.598857,13.3347,0.599,All
11.3338,0.599,13.3376,0.599143,All
11.3338,0.599143,13.3449,0.599286,All
11.334,0.599286,13.3475,0.599429,All
11.3363,0.599429,13.3525,0.599571,All
11.3369,0.599571,13.3525,0.599714,All
11.337,0.599714,13.3544,0.599857,All
11.337,0.599857,13.3633,0.6,All
11.3387,0.6,13.3633,0.600143,All
11.3387,0.600143,13.3633,0.600286,All
11.3389,0.600286,13.3651,0.600429,All
11.3395,0.600429,13.3774,0.600571,All
11.3415,0.600571,13.3812,0.600714,All
11.3431,0.600714,13.3969,0.600857,All
11.3446,0.600857,13.3969,0.601,All
11.3451,0.601,13.3971,0.601143,All
11.3453,0.601143,13.4018,0.601286,All
11.3458,0.601286,13.4183,0.601429,All
11.3463,0.601429,13.4193,0.601571,All
11.3473,0.601571,13.425,0.601714,All
11.3488,0.601714,13.4274,0.601857,All
11.3488,0.601857,13.4296,0.602,All
11.3508,0.602,13.4377,0.602143,All
11.3509,0.602143,13.4493,0.602286,All
11.3522,0.602286,13.4493,0.602429,All
11.3528,0.602429,13.4557,0.602571,All
11.3538,0.602571,13.4673,0.602714,All
11.3571,0.602714,13.4727,0.602857,All
11.3576,0.602857,13.4727,0.603,All
11.3576,0.603,13.4804,0.603143,All
11.3595,0.603143,13.4836,0.603286,All
11.3598,0.603286,13.4928,0.603429,All
11.362,0.603429,13.4977,0.603571,All
11.362,0.603571,13.509,0.603714,All
11.3621,0.603714,13.5092,0.603857,All
11.3623,0.603857,13.5092,0.604,All
11.3623,0.604,13.5103,0.604143,All
11.3635,0.604143,13.5129,0.604286,All
11.3635,0.604286,13.5129,0.604429,All
11.3638,0.604429,13.5196,0.604571,All
11.3662,0.604571,13.5207,0.604714,All
11.3663,0.604714,13.5207,0.604857,All
11.3683,0.604857,13.5235,0.605,All
11.3683,0.605,13.5263,0.605143,All
11.3683,0.605143,13.5383,0.605286,All
11.3683,0.605286,13.5383,0.605429,All
11.3683,0.605429,13.5423,0.605571,All
11.3683,0.605571,13.5484,0.605714,All
11.3683,0.605714,13.5523,0.605857,All
11.3683,0.605857,13.573,0.606,All
11.3693,0.606,13.5778,0.606143,All
11.3707,0.606143,13.5812,0.606286,All
11.3707,0.606286,13.5864,0.606429,All
11.3709,0.606429,13.5982,0.606571,All
11.3721,0.606571,13.5987,0.606714,All
11.3744,0.606714,13.6,0.606857,All
11.3744,0.606857,13.6056,0.607,All
11.3747,0.607,13.61,0.607143,All
11.3752,0.607143,13.61,0.607286,All
11.3752,0.607286,13.6101,0.607429,All
11.3752,0.607429,13.6125,0.607571,All
11.3761,0.607571,13.6125,0.607714,All
11.3768,0.607714,13.6139,0.607857,All
11.3774,0.607857,13.6154,0.608,All
11.3796,0.608,13.6247,0.608143,All
11.3798,0.608143,13.6247,0.608286,All
11.3798,0.608286,13.6309,0.608429,All
11.3799,0.608429,13.6309,0.608571,All
11.3808,0.608571,13.6386,0.608714,All
11.383,0.608714,13.6405,0.608857,All
