pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-2.32449,0.0429964,-4.18518,0.00194614,-2.28545,0.0422516,All
-1.7915,0.0859928,-4.0766,0,-1.74306,0.105629,All
-1.25851,0.214982,-3.96802,0,-1.20067,0.211258,All
-0.725518,0.300975,-3.85944,0,-0.658288,0.338013,All
-0.192527,0.451462,-3.75086,0.00194614,-0.115902,0.464767,All
0.340463,0.494459,-3.64228,0,0.426484,0.464767,All
0.873453,0.214982,-3.5337,0,0.968871,0.169006,All
1.40644,0.128989,-3.42512,0.00389227,1.51126,0.126755,All
1.93943,0.0644946,-3.31654,0.00194614,2.05364,0.0422516,All
2.47242,0.0644946,-3.20797,0,2.59603,0.0633774,All
,,-3.09939,0,,,All
,,-2.99081,0.00583841,,,All
,,-2.88223,0.0116768,,,All
,,-2.77365,0.0194614,,,All
,,-2.66507,0.013623,,,All
,,-2.55649,0.0175152,,,All
,,-2.44791,0.0233536,,,All
,,-2.33933,0.0330843,,,All
,,-2.23075,0.0272459,,,All
,,-2.12218,0.0291921,,,All
,,-2.0136,0.0642225,,,All
,,-1.90502,0.0467073,,,All
,,-1.79644,0.0642225,,,All
,,-1.68786,0.0700609,,,All
,,-1.57928,0.124553,,,All
,,-1.4707,0.0953607,,,All
,,-1.36212,0.122607,,,All
,,-1.25354,0.167368,,,All
,,-1.14497,0.19656,,,All
,,-1.03639,0.243267,,,All
,,-0.927808,0.237429,,,All
,,-0.819229,0.264675,,,All
,,-0.71065,0.266621,,,All
,,-0.602071,0.323059,,,All
,,-0.493492,0.406743,,,All
,,-0.384913,0.332789,,,All
,,-0.276334,0.42815,,,All
,,-0.167755,0.433989,,,All
,,-0.0591761,0.420366,,,All
,,0.0494028,0.463181,,,All
,,0.157982,0.389227,,,All
,,0.266561,0.437881,,,All
,,0.37514,0.371712,,,All
,,0.483719,0.387281,,,All
,,0.592297,0.379497,,,All
,,0.700876,0.315274,,,All
,,0.809455,0.328897,,,All
,,0.918034,0.264675,,,All
,,1.02661,0.223806,,,All
,,1.13519,0.219914,,,All
,,1.24377,0.175152,,,All
,,1.35235,0.17126,,,All
,,1.46093,0.122607,,,All
,,1.56951,0.0973069,,,All
,,1.67809,0.0973069,,,All
,,1.78667,0.0525457,,,All
,,1.89524,0.0778455,,,All
,,2.00382,0.0583841,,,All
,,2.1124,0.0505996,,,All
,,2.22098,0.0389227,,,All
,,2.32956,0.0291921,,,All
,,2.43814,0.0252998,,,All
,,2.54672,0.0175152,,,All
,,2.6553,0.00778455,,,All
,,2.76388,0.0116768,,,All
,,2.87246,0.00583841,,,All
,,2.98103,0.00778455,,,All
,,3.08961,0.00778455,,,All
,,3.19819,0.00194614,,,All
,,3.30677,0.00389227,,,All
