Cl_pop,1,-0.072387,0.072676,-0.079238,-0.031427,0.069299,0.059208,-0.077595,0.069179,-0.062796
V1_pop,-0.072387,1,-0.67783,0.95027,0.20306,-0.80806,-0.73549,0.79419,-0.79791,0.78662
Q_pop,0.072676,-0.67783,1,-0.6468,-0.13129,0.55834,0.50049,-0.51866,0.54103,-0.53374
V2_pop,-0.079238,0.95027,-0.6468,1,0.20942,-0.81936,-0.75044,0.85778,-0.8098,0.78815
omega_Cl,-0.031427,0.20306,-0.13129,0.20942,1,-0.17052,-0.14627,0.18534,-0.14946,0.14183
omega_V1,0.069299,-0.80806,0.55834,-0.81936,-0.17052,1,0.64971,-0.6963,0.71412,-0.72379
omega_Q,0.059208,-0.73549,0.50049,-0.75044,-0.14627,0.64971,1,-0.66853,0.6749,-0.67026
omega_V2,-0.077595,0.79419,-0.51866,0.85778,0.18534,-0.6963,-0.66853,1,-0.73818,0.70636
a,0.069179,-0.79791,0.54103,-0.8098,-0.14946,0.71412,0.6749,-0.73818,1,-0.93831
b,-0.062796,0.78662,-0.53374,0.78815,0.14183,-0.72379,-0.67026,0.70636,-0.93831,1
