iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,2023.57,1,2.59104,8.64932,21.0128,22.7517,3,3,0,1.5,1.5,1.5,1.5
2,2003.02,1,2.96299,12.265,17.9427,29.5237,2.92404,2.92404,0,1.46202,1.61368,1.57313,1.46202
3,1991.03,1,4.07689,13.3138,20.5986,43.612,2.85,2.85,0,1.425,1.57282,1.53329,1.53614
4,1969.96,1,3.05546,18.5308,32.1782,73.9907,2.77784,2.77784,0,1.38892,1.533,1.56701,1.49724
5,1964.81,1,3.26588,17.2443,44.5151,81.435,2.7075,2.7075,0,1.35375,1.49418,1.52733,1.45933
6,1962.13,1,3.10693,14.0788,38.1535,89.8364,2.63894,2.63894,0,1.31947,1.48425,1.64327,1.42238
7,1938.96,1,2.70243,14.1381,52.0215,115.097,2.57212,2.57212,0,1.28606,1.44667,1.60166,1.38636
8,1928.39,1,2.55728,14.6432,60.0056,120.336,2.507,2.507,0,1.2535,1.51503,1.56111,1.3525
9,1933.16,1,2.46074,11.4126,70.8377,135.055,2.44352,2.44352,0,1.22176,1.72862,1.52158,1.31825
10,1920.7,1,2.03905,11.5981,49.8718,167.966,2.38165,2.38165,0,1.2216,1.77668,1.48305,1.28487
11,1907.33,1,2.08099,10.2287,65.1577,169.09,2.32134,2.32134,0,1.19067,1.73169,1.4455,1.33541
12,1893.05,1,2.0647,10.6126,63.2259,158.756,2.26257,2.26257,0,1.16052,1.7248,1.4089,1.3016
13,1889.52,1,2.21787,17.4419,46.5726,247.354,2.20528,2.20528,0,1.13114,1.85512,1.37322,1.39126
14,1874.14,1,2.1683,12.5735,57.4588,245.442,2.14944,2.14944,0,1.1025,1.96323,1.33845,1.35603
15,1859.57,1,1.86104,14.2189,45.6238,251.723,2.09501,2.09501,0,1.07458,1.91352,1.30456,1.32169
16,1853.76,1,1.80909,20.6152,43.8625,204.63,2.04197,2.04197,0,1.04737,1.86507,1.27153,1.28823
17,1837.6,1,1.88735,12.1858,33.972,220.315,1.99026,1.99026,0,1.02085,1.81785,1.23933,1.25561
18,1832.26,1,1.81432,13.9784,29.4571,228.776,1.93987,1.93987,0,0.995002,1.77182,1.20795,1.38546
19,1809.07,1,2.21651,14.7383,27.698,223.131,1.89075,1.89075,0,0.969808,1.72695,1.17737,1.35038
20,1798.24,1,2.25836,13.2278,27.8247,191.836,1.84287,1.84287,0,0.945252,1.68323,1.14756,1.31619
