iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b
1,797.737,1,5.2,0.62,21.22,4.99,28.28,1.5,1.5,1,0.62,0.3
2,784.523,1,5.18043,0.690489,25.3879,6.05906,40.8293,1.46202,1.46202,0.988231,0.62,0.285
3,775.599,1,5.2119,0.818962,25.7315,8.41834,43.8914,1.425,1.425,1.07317,0.62,0.27075
4,772.959,1,4.74657,1.52667,26.6157,8.4347,66.3858,1.38892,1.38892,1.046,0.62,0.257212
5,754.184,1,5.07625,2.24208,21.9161,10.2029,85.0568,1.35375,1.35375,1.04277,0.62,0.244352
6,750.715,1,4.98315,1.61293,23.1026,12.3503,96.4863,1.31947,1.31947,1.01637,0.62,0.232134
7,739.094,1,4.66019,1.85192,18.8728,15.2938,130.709,1.28606,1.28606,0.990635,0.62,0.220528
8,725.388,1,4.63576,2.09256,16.4499,15.2784,111.919,1.2535,1.2535,0.965552,0.62,0.209501
9,723.754,1,4.75103,1.85131,18.0019,15.9267,110.171,1.22176,1.22176,1.038,0.62,0.199026
10,712.593,1,4.50751,1.82119,16.238,15.3679,122.909,1.19082,1.19082,1.01172,0.62,0.189075
11,702.926,1,4.20367,2.13032,14.5189,14.7108,137.505,1.16067,1.16067,1.00214,0.62,0.179621
12,687.958,1,4.30324,1.9327,17.561,13.8527,132.133,1.13128,1.13128,0.976769,0.62,0.17064
13,691.13,1,4.21646,2.18662,18.6747,13.6784,138.946,1.10264,1.10264,0.969493,0.62,0.162108
14,675.31,1,4.0467,1.21686,16.8739,10.7096,134.822,1.07472,1.07472,0.944945,0.62,0.154003
15,654.481,1,3.99832,1.2974,18.8022,8.74736,137.349,1.04751,1.04751,0.921018,0.62,0.146302
16,646.218,1,3.96903,1.68886,18.782,8.74075,138.637,1.02098,1.02098,0.897697,0.62,0.138987
17,633.983,1,3.89804,1.80123,17.9995,7.975,141.128,0.995131,0.995131,0.874967,0.62,0.132038
18,626.59,1,3.79901,1.85514,17.4662,7.89326,146.09,0.969933,0.969933,0.852813,0.62,0.125436
19,602.312,1,3.57295,1.59125,18.6906,5.85298,146.775,0.945374,0.945374,0.831219,0.62,0.119164
20,590.472,1,3.42919,1.8633,20.1244,5.64871,158.929,0.921437,0.921437,0.810172,0.62,0.113206
21,573.381,1,3.41732,1.74277,21.2559,5.09599,162.654,0.898105,0.898105,0.789658,0.62,0.107546
22,560.897,1,3.53434,1.76207,22.6845,5.48889,161.511,0.875365,0.875365,0.769663,0.62,0.102168
23,559.476,1,3.61629,1.69953,23.0192,5.11456,159.492,0.8532,0.8532,0.750175,0.62,0.0970601
24,549.839,1,3.6171,1.83791,22.2416,4.67972,156.937,0.831597,0.831597,0.73118,0.62,0.0922071
25,533.817,1,3.61488,1.58347,21.6738,4.62203,152.646,0.81054,0.81054,0.712666,0.62,0.0875967
26,527.055,1,3.36468,1.84999,21.0038,4.34865,156.462,0.790017,0.790017,0.694621,0.62,0.0832169
27,515.118,1,3.55456,1.83403,22.7531,5.01214,155.668,0.770013,0.770013,0.677033,0.62,0.079056
28,500.968,1,3.48093,1.81151,21.3467,4.58622,151.776,0.750516,0.750516,0.65989,0.62,0.0751032
29,498.842,1,3.53728,1.59922,22.3449,4.25312,153.792,0.731512,0.731512,0.643181,0.62,0.0713481
30,485.647,1,3.55024,1.46707,22.771,4.72034,158.478,0.71299,0.71299,0.626896,0.62,0.0677807
31,470.879,1,3.50044,1.56245,22.0564,4.17705,151.73,0.694937,0.694937,0.611022,0.62,0.0643916
32,460.51,1,3.57109,1.28257,22.3949,4.16394,149.774,0.677341,0.677341,0.595551,0.62,0.061172
33,451.546,1,3.57775,1.44947,21.6339,4.09386,145.328,0.66019,0.66019,0.580471,0.62,0.0581134
34,445.826,1,3.63612,1.34596,21.6796,4.20021,145.782,0.643474,0.643474,0.565773,0.62,0.0552078
35,430.143,1,3.57015,1.64948,21.9682,4.04893,145.098,0.627181,0.627181,0.551448,0.62,0.0524474
36,422.212,1,3.59017,1.47094,21.0923,4.46827,141.188,0.6113,0.6113,0.537485,0.62,0.049825
37,411.23,1,3.57973,1.53572,22.4324,4.26946,143.008,0.595821,0.595821,0.523875,0.62,0.0473338
38,406.891,1,3.64331,1.54601,23.0655,4.16693,142.98,0.580735,0.580735,0.51061,0.62,0.0449671
39,390.855,1,3.68435,1.64175,23.6675,4.55469,144.543,0.56603,0.56603,0.497681,0.62,0.0427187
40,388.705,1,3.71964,1.58368,23.9182,4.28427,140.93,0.551698,0.551698,0.48508,0.62,0.0405828
41,378.376,1,3.63911,1.57319,23.5567,4.2622,142.196,0.537729,0.537729,0.472797,0.62,0.0385536
42,372.717,1,3.62299,1.68725,23.9287,4.22114,143.807,0.524113,0.524113,0.460826,0.62,0.036626
43,368.908,1,3.66598,1.54408,23.1045,4.19516,141.335,0.510842,0.510842,0.449157,0.62,0.0347947
44,363.283,1,3.64197,1.39194,22.2878,4.14088,137.94,0.497908,0.497908,0.437785,0.62,0.0330549
45,359.012,1,3.70593,1.48681,23.1816,4.28802,136.593,0.4853,0.4853,0.4267,0.62,0.0315002
46,354.153,1,3.6756,1.44282,22.5854,4.14737,135.472,0.473012,0.473012,0.415895,0.62,0.0302732
47,338.713,1,3.68685,1.42468,22.5933,4.12053,134.149,0.461035,0.461035,0.405365,0.62,0.0287596
48,335.997,1,3.72536,1.31338,22.0469,4.19494,132.368,0.449362,0.449362,0.395101,0.62,0.0284748
49,321.985,1,3.72877,1.46821,22.1141,4.3912,131.644,0.437984,0.437984,0.385096,0.62,0.0270511
50,316.863,1,3.73588,1.45762,22.0098,4.39287,130.204,0.426894,0.426894,0.375346,0.62,0.0262126
51,317.262,1,3.75424,1.49729,22.6524,4.50091,130.484,0.416084,0.416084,0.365842,0.62,0.0262863
52,313.869,1,3.78286,1.39409,22.641,4.4326,130.101,0.405549,0.405549,0.357926,0.62,0.0259934
53,314.233,1,3.74519,1.4391,22.1639,4.42643,130.203,0.39528,0.39528,0.369519,0.62,0.0258863
54,310.349,1,3.78664,1.40638,22.2583,4.34235,129.084,0.385271,0.385271,0.360162,0.62,0.0262344
55,311.034,1,3.78013,1.44546,22.6437,4.24767,129.235,0.375516,0.375516,0.351043,0.62,0.0260323
56,307.802,1,3.76606,1.4262,22.6469,4.25605,127.998,0.372548,0.366008,0.342154,0.62,0.0253441
57,306.354,1,3.75418,1.48229,22.6721,4.35097,127.498,0.387448,0.35674,0.351273,0.62,0.025052
58,305.169,1,3.79359,1.38237,22.4427,4.45301,126.776,0.377638,0.347707,0.345663,0.62,0.0253511
59,300.385,1,3.78583,1.45384,22.2766,4.32439,125.835,0.368076,0.338903,0.342383,0.62,0.0247076
60,294.231,1,3.76787,1.44844,22.1804,4.2624,126.229,0.372651,0.330322,0.333714,0.62,0.0242724
61,288.753,1,3.79601,1.41037,22.0121,4.28782,124.675,0.363382,0.321958,0.325264,0.62,0.0237962
62,287.648,1,3.81332,1.3801,21.8159,4.34165,124.335,0.360761,0.313806,0.337459,0.62,0.0236531
63,295.648,1,3.80577,1.39768,21.6578,4.41935,123.655,0.366167,0.30586,0.361233,0.62,0.0243619
64,291.05,1,3.79338,1.3622,21.6392,4.38308,124.041,0.368808,0.298116,0.39019,0.62,0.0234216
65,299.39,1,3.82447,1.36242,21.8242,4.40738,122.079,0.3652,0.290567,0.414984,0.62,0.02442
66,301.476,1,3.77139,1.38962,21.5809,4.30713,124.463,0.375829,0.28321,0.404477,0.62,0.0247092
67,292.39,1,3.76654,1.40319,21.8786,4.3408,125.922,0.366313,0.276039,0.416735,0.62,0.0234738
68,292.028,1,3.78961,1.29653,21.7189,4.33069,125.725,0.357038,0.269049,0.406183,0.62,0.0239904
69,299.456,1,3.75345,1.338,21.7664,4.25794,126.461,0.360346,0.262237,0.415826,0.62,0.0241769
70,301.38,1,3.71869,1.37524,21.5772,4.2266,128.265,0.367342,0.255597,0.405297,0.62,0.0247229
71,293.977,1,3.73603,1.42479,21.8108,4.42421,128.465,0.374531,0.249125,0.395034,0.62,0.0241818
72,292.554,1,3.74971,1.2816,21.7594,4.41958,127.913,0.366261,0.258817,0.385032,0.62,0.0239015
73,290.345,1,3.75937,1.34865,21.7483,4.43881,126.814,0.371596,0.252263,0.375283,0.62,0.0238274
74,298.634,1,3.73515,1.30613,21.5974,4.46093,128.498,0.366593,0.252826,0.36578,0.62,0.0247633
75,295.744,1,3.71927,1.31867,21.658,4.43752,129.276,0.37659,0.246424,0.363579,0.62,0.0244813
76,295.291,1,3.76985,1.35965,22.1991,4.34825,129.175,0.367055,0.240184,0.368998,0.62,0.0244289
77,293.968,1,3.72767,1.3301,21.8801,4.26186,130.26,0.372288,0.250073,0.384077,0.62,0.0240193
78,292.959,1,3.73156,1.4003,22.1229,4.21168,131.277,0.371396,0.243741,0.374352,0.651749,0.0244587
79,296.131,1,3.73007,1.41626,21.9539,4.25277,131.483,0.382305,0.252995,0.364873,0.696491,0.0249386
80,293.257,1,3.71701,1.35104,22.2175,4.33358,130.648,0.387096,0.261475,0.355634,0.655682,0.0240258
81,287.54,1,3.76927,1.36505,22.5531,4.34266,129.245,0.377294,0.254854,0.346629,0.627104,0.0238331
82,286.541,1,3.74015,1.35941,22.3065,4.3193,129.547,0.373083,0.248401,0.337852,0.605734,0.0236618
83,295.15,1,3.75935,1.49014,22.403,4.29227,129.446,0.376543,0.242111,0.350929,0.573912,0.0244758
84,292.517,1,3.72113,1.44117,22.1225,4.46155,129.573,0.388524,0.235981,0.349438,0.595651,0.0240041
85,291.601,1,3.73735,1.37265,22.0349,4.40395,130.382,0.378686,0.240082,0.354269,0.639188,0.0240716
