simulations,OFV
500,969.043
1000,972.118
1500,972.434
2000,973.421
2500,973.63
3000,974.415
3500,974.361
4000,974.152
4500,974.672
5000,974.97
5500,975.046
6000,974.996
6500,974.393
7000,974.745
7500,974.427
8000,974.201
8500,974.422
9000,974.269
9500,974.186
10000,974.069
10500,974.102
11000,974.005
11500,974.324
12000,974.285
12500,974.362
13000,974.331
13500,972.644
14000,972.747
14500,972.675
15000,972.655
15500,972.562
16000,972.59
16500,972.554
17000,972.541
17500,972.519
18000,972.543
18500,972.6
19000,972.711
19500,972.759
20000,972.715
20500,972.632
21000,972.563
21500,972.336
22000,972.313
22500,972.353
23000,972.311
23500,972.329
24000,972.343
24500,972.415
25000,972.355
25500,972.251
26000,972.317
26500,972.361
27000,972.396
27500,972.374
28000,972.446
28500,972.455
29000,972.48
29500,972.547
30000,972.562
