rep,ID,standEta_Cl_simulated,standEta_V1_simulated,standEta_Q_simulated,standEta_V2_simulated,filter
1,1,-2.8442,-0.662349,0.127774,0.157249,0
2,1,-2.46239,-0.519132,-0.421895,0.0933437,0
3,1,-2.57234,-2.10481,0.777151,0.395789,0
4,1,-2.74198,-1.19813,0.892997,1.44949,0
5,1,-2.81018,-0.98062,0.356725,1.4711,0
6,1,-2.75048,-0.947413,0.82814,0.948298,0
7,1,-2.67059,-2.99004,1.00252,1.06416,0
8,1,-2.48746,-1.47313,0.218495,-1.44289,0
9,1,-2.73561,-0.963129,0.758839,1.40355,0
10,1,-2.56978,-1.99909,1.12452,0.0332293,0
1,2,0.985614,1.09798,-0.696301,-0.414497,0
2,2,1.12131,0.195412,0.280396,-0.661822,0
3,2,0.899717,0.572941,-0.341065,-0.542866,0
4,2,0.887286,0.195537,-0.180212,-1.3744,0
5,2,0.759579,0.639637,-0.577886,-0.268438,0
6,2,0.920612,0.128117,-0.0155792,-0.171438,0
7,2,0.953699,1.23641,-0.519432,0.0551696,0
8,2,0.992143,0.356203,0.200884,-1.36638,0
9,2,0.977823,0.25674,0.227979,-1.13244,0
10,2,0.828493,1.09286,-0.551013,-0.412917,0
1,3,0.706875,0.661965,0.0137565,1.0033,0
2,3,0.662681,0.671158,0.214492,-0.145187,0
3,3,0.752011,0.64091,0.20965,-0.221444,0
4,3,0.70454,0.755946,-0.119658,0.185496,0
5,3,0.878665,0.429903,0.596771,1.59872,0
6,3,0.675873,0.360859,0.126576,1.00939,0
7,3,0.723585,0.691749,-0.0132306,0.156396,0
8,3,0.761873,0.890296,-0.094628,2.12239,0
9,3,0.65911,0.941298,0.325472,0.900944,0
10,3,0.711198,1.28203,-0.340816,2.00858,0
1,4,0.0449967,-0.0734178,-0.758794,-0.995091,0
2,4,-0.148617,-0.0312147,-0.936175,0.748784,0
3,4,-0.125919,-0.453633,-0.571323,1.15945,0
4,4,-0.0140133,-0.368797,-0.620032,-0.749713,0
5,4,-0.228437,-0.291463,-1.35271,1.00366,0
6,4,-0.149649,-0.0687468,-1.20863,-1.12325,0
