parameter,value,se_lin,rse_lin
Cl_pop,5.18315489107412,0.351940342570337,6.79007959373182
V1_pop,20.16523303169,1.6483241954843,8.17408949796876
Q_pop,6.59289136995134,1.26916512581638,19.2505086857778
V2_pop,22.3798158310886,2.88701882795149,12.9001009201382
omega_Cl,0.252638529725451,0.0482625601961345,19.1034044761829
omega_V1,0.275721239360779,0.0621930590374581,22.5564991589491
omega_Q,0.621822790012639,0.152021533571929,24.4477262676139
omega_V2,0.335469633412479,0.12329404289775,36.7526686822806
corr_V2_V1,0.998449757003591,0.194841629161101,19.5144150012948
a1,0.302325606052762,0.0221723585449052,7.3339333820886
a2,0.063253309231862,0.0063606594945511,10.0558525266013
