iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,b1,b2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1,1207.22,1,10.2275,11.1604,43.2233,60.344,1,1,0.3,0.3,0.8,1,1,1,1,1
2,1203.61,1,9.29355,11.5231,48.0883,95.4521,0.95,0.95,0.285,0.285,0.912055,0.974679,0.974679,0.974679,1.03507,0.974679
3,1187.32,1,8.87849,13.105,47.5372,106.634,0.9025,0.9025,0.27075,0.27075,0.90601,0.95,0.95,0.95,1.09458,0.95
4,1159.31,1,9.29885,13.4411,45.9694,96.5749,0.857375,0.857375,0.257212,0.257212,0.923665,0.925945,0.932595,0.925945,1.15446,0.925945
5,1144.02,1,9.06564,10.6366,52.0363,102.889,0.814506,0.814506,0.244352,0.244352,0.902968,0.9025,0.908981,0.9025,1.12522,0.9025
6,1120.59,1,8.81467,11.9123,49.0691,102.521,0.773781,0.773781,0.232134,0.232134,0.880214,0.879648,0.885965,0.879648,1.09673,0.879648
7,1099,1,8.7235,11.7538,45.6495,110.614,0.735092,0.735092,0.220528,0.220528,0.878813,0.857375,0.863532,0.857375,1.11828,0.857375
8,1083.61,1,8.92177,12.472,47.7273,95.1159,0.698337,0.698337,0.209501,0.209501,0.893818,0.835666,0.841667,0.835666,1.10804,0.835666
9,1060.46,1,8.93309,13.3662,47.446,98.1906,0.66342,0.66342,0.199026,0.199026,0.899093,0.814506,0.820356,0.814506,1.07998,0.814506
10,1041.82,1,8.77939,12.7919,46.8774,98.5984,0.630249,0.630249,0.189075,0.189075,0.89142,0.793882,0.799584,0.793882,1.05263,0.793882
11,1030.06,1,8.78242,13.0815,47.6574,85.6133,0.598737,0.598737,0.179621,0.179621,0.889137,0.773781,0.779338,0.773781,1.03347,0.773781
12,1015.24,1,8.76757,13.1166,44.4593,75.2335,0.5688,0.5688,0.17064,0.17064,0.90292,0.754188,0.759605,0.754188,1.123,0.754188
13,995.228,1,8.82585,12.5189,48.414,86.7792,0.54036,0.54036,0.162108,0.162108,0.874967,0.735092,0.740371,0.735092,1.09457,0.735092
14,976.844,1,8.66784,11.6591,44.6179,91.7766,0.513342,0.513342,0.154003,0.154003,0.88006,0.716479,0.721624,0.716479,1.06685,0.716479
15,959.755,1,8.73228,11.2422,46.5658,102.968,0.487675,0.487675,0.146302,0.146302,0.878443,0.698337,0.703352,0.698337,1.03984,0.698337
16,952.653,1,8.69424,11.3022,47.519,114.931,0.463291,0.463291,0.138987,0.138987,0.883938,0.680655,0.685543,0.680655,1.01351,0.680655
17,916.196,1,8.53238,11.5866,45.9077,108.139,0.440127,0.440127,0.132038,0.132038,0.898385,0.66342,0.668185,0.66342,0.995255,0.66342
18,893.992,1,8.48064,10.8864,47.2229,106.541,0.41812,0.41812,0.125436,0.125436,0.872516,0.646622,0.651266,0.646622,0.970054,0.646622
19,892.233,1,8.58596,10.5266,46.7387,99.7295,0.397214,0.397214,0.119164,0.119164,0.886496,0.630249,0.634776,0.630249,1.01028,0.630249
20,874.401,1,8.69134,10.376,47.17,98.2691,0.377354,0.377354,0.113206,0.113206,0.87172,0.614291,0.618703,0.614291,0.997288,0.614291
21,854.459,1,8.69677,10.0742,47.9444,98.2069,0.358486,0.358486,0.107546,0.107546,0.882438,0.598737,0.603037,0.598737,1.00555,0.598737
22,848.326,1,8.73973,10.5253,46.5788,98.1609,0.340562,0.340562,0.102168,0.102168,0.878383,0.583577,0.587768,0.583577,0.995806,0.583577
23,845.405,1,8.71138,11.2786,46.3036,89.3495,0.323534,2.22045e-16,0.0970601,0.119082,0.893816,0.5688,0.572885,0.5688,1.10243,0.5688
24,828.199,1,8.96457,11.5315,46.6894,87.3813,0.307357,2.10942e-16,0.0922071,0.113128,0.889947,0.554398,0.558379,0.554398,1.07452,0.554398
25,815.313,1,8.97165,10.9654,47.5436,79.5444,0.291989,2.22045e-16,0.0875967,0.110296,0.886331,0.54036,0.544241,0.54036,1.06614,0.54036
26,810.248,1,8.96457,10.7604,47.7379,85.182,0.177226,2.22045e-16,0.0913496,0.108891,0.891116,0.526678,0.53046,0.526678,1.05557,0.526678
27,800.567,1,8.92896,11.4163,47.2668,90.2094,0.168365,2.22045e-16,0.0867821,0.108876,0.881074,0.513342,0.517029,0.513342,1.02884,0.513342
28,797.6,1,8.9313,11.7764,47.4124,91.0174,0.313045,2.22045e-16,0.0752265,0.112161,0.887995,0.500344,0.503937,0.500344,1.00279,0.500344
29,784.129,1,8.88363,11.7651,46.7802,97.4791,0.297393,2.22045e-16,0.0714651,0.112054,0.891468,0.487675,0.491177,0.487675,0.9774,0.487675
30,772.048,1,8.91516,11.7056,46.6939,98.3167,0.233385,2.22045e-16,0.0709798,0.114136,0.885788,0.475327,0.47874,0.475327,0.952652,0.475327
31,773.948,1,8.96378,11.2545,46.3645,97.2851,0.225124,2.22045e-16,0.0714038,0.114155,0.908773,0.463291,0.466618,0.463291,0.977327,0.463291
32,775.577,1,8.94903,11.6315,46.8123,98.7868,0.201733,2.22045e-16,0.0696664,0.121526,0.910193,0.45156,0.454803,0.45156,0.978692,0.45156
33,761.226,1,8.95943,11.5556,46.1281,101.014,0.158381,2.22045e-16,0.0685632,0.121186,0.899629,0.440127,0.443287,0.440127,0.953911,0.440127
34,759.983,1,8.98016,11.4049,47.9041,98.7558,0.141997,2.22045e-16,0.0702955,0.122144,0.896052,0.428982,0.432063,0.428982,0.929757,0.428982
35,755.67,1,8.96251,11.365,47.2926,98.0948,0.155747,2.10942e-16,0.0718708,0.116036,0.899604,0.41812,0.421123,0.41812,0.953683,0.41812
36,752.74,1,8.9054,11.5299,47.0306,96.6775,0.155709,2.22045e-16,0.0706489,0.114795,0.900485,0.407533,0.41046,0.407533,0.973574,0.407533
37,747.601,1,8.89195,11.3654,46.4819,100.683,0.245896,2.22045e-16,0.0644454,0.113003,0.889687,0.397214,0.400067,0.397214,0.948923,0.397214
