simulations, -2LL
1000,563.841
2000,563.31
3000,563.508
4000,563.585
5000,563.585
6000,563.556
7000,563.626
8000,563.692
9000,563.674
10000,563.667
11000,563.594
12000,563.648
13000,563.693
14000,563.69
15000,563.697
16000,563.735
17000,563.77
18000,563.773
19000,563.773
20000,563.731
21000,563.697
22000,563.734
23000,563.715
24000,563.689
25000,563.682
26000,563.725
27000,563.757
28000,563.754
29000,563.714
30000,563.718
