standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,split
-4,0,-4,0,-4,0,-4,0,All
-2.75729,0.00714286,-3.51097,0.00714286,-2.11494,0.00714286,-2.4234,0.00714286,All
-2.7143,0.0142857,-2.48939,0.0142857,-2.08386,0.0142857,-1.94234,0.0142857,All
-2.70691,0.0214286,-2.43474,0.0214286,-1.82059,0.0214286,-1.8592,0.0214286,All
-2.61637,0.0285714,-2.41516,0.0285714,-1.75329,0.0285714,-1.74624,0.0285714,All
-2.58235,0.0357143,-2.14145,0.0357143,-1.56428,0.0357143,-1.71039,0.0357143,All
-2.55409,0.0428571,-2.13826,0.0428571,-1.53262,0.0428571,-1.70315,0.0428571,All
-2.53347,0.05,-2.12338,0.05,-1.4968,0.05,-1.6881,0.05,All
-2.49781,0.0571429,-2.07168,0.0571429,-1.47965,0.0571429,-1.59149,0.0571429,All
-2.47289,0.0642857,-2.02529,0.0642857,-1.45159,0.0642857,-1.49765,0.0642857,All
-2.44669,0.0714286,-1.9429,0.0714286,-1.4405,0.0714286,-1.43856,0.0714286,All
-1.84811,0.0785714,-1.88133,0.0785714,-1.39398,0.0785714,-1.42119,0.0785714,All
-1.83037,0.0857143,-1.82055,0.0857143,-1.37784,0.0857143,-1.35195,0.0857143,All
-1.7697,0.0928571,-1.75759,0.0928571,-1.37554,0.0928571,-1.35147,0.0928571,All
-1.73115,0.1,-1.62529,0.1,-1.36435,0.1,-1.3363,0.1,All
-1.64842,0.107143,-1.46397,0.107143,-1.35607,0.107143,-1.23098,0.107143,All
-1.61362,0.114286,-1.34602,0.114286,-1.29453,0.114286,-1.22868,0.114286,All
-1.53769,0.121429,-1.32595,0.121429,-1.27928,0.121429,-1.15766,0.121429,All
-1.50155,0.128571,-1.29273,0.128571,-1.25629,0.128571,-1.15243,0.128571,All
-1.49617,0.135714,-1.26403,0.135714,-1.218,0.135714,-1.05867,0.135714,All
-1.44146,0.142857,-1.19341,0.142857,-1.20506,0.142857,-1.0526,0.142857,All
-0.671721,0.15,-1.06952,0.15,-1.19308,0.15,-1.00204,0.15,All
-0.526762,0.157143,-1.01152,0.157143,-1.18827,0.157143,-0.993876,0.157143,All
-0.522455,0.164286,-0.932956,0.164286,-1.18164,0.164286,-0.959149,0.164286,All
-0.510302,0.171429,-0.866763,0.171429,-1.12757,0.171429,-0.951827,0.171429,All
-0.485142,0.178571,-0.827283,0.178571,-1.1225,0.178571,-0.924556,0.178571,All
-0.425443,0.185714,-0.748996,0.185714,-1.09788,0.185714,-0.921754,0.185714,All
-0.409726,0.192857,-0.746869,0.192857,-1.02728,0.192857,-0.878882,0.192857,All
-0.391718,0.2,-0.703423,0.2,-1.01613,0.2,-0.876522,0.2,All
-0.36161,0.207143,-0.668991,0.207143,-0.99806,0.207143,-0.866881,0.207143,All
-0.35179,0.214286,-0.626457,0.214286,-0.75643,0.214286,-0.834786,0.214286,All
-0.321264,0.221429,-0.617898,0.221429,-0.711976,0.221429,-0.829239,0.221429,All
-0.310897,0.228571,-0.60798,0.228571,-0.691732,0.228571,-0.828256,0.228571,All
-0.304588,0.235714,-0.576198,0.235714,-0.689102,0.235714,-0.818546,0.235714,All
-0.262176,0.242857,-0.572227,0.242857,-0.67938,0.242857,-0.805582,0.242857,All
-0.254852,0.25,-0.530875,0.25,-0.639853,0.25,-0.789895,0.25,All
-0.221924,0.257143,-0.526159,0.257143,-0.592039,0.257143,-0.690763,0.257143,All
-0.216625,0.264286,-0.503279,0.264286,-0.580792,0.264286,-0.678966,0.264286,All
-0.208854,0.271429,-0.47206,0.271429,-0.508768,0.271429,-0.673993,0.271429,All
-0.195752,0.278571,-0.463674,0.278571,-0.501523,0.278571,-0.668149,0.278571,All
-0.1945,0.285714,-0.43143,0.285714,-0.475329,0.285714,-0.650528,0.285714,All
-0.18641,0.292857,-0.411966,0.292857,-0.460531,0.292857,-0.646923,0.292857,All
-0.178387,0.3,-0.404062,0.3,-0.455379,0.3,-0.628603,0.3,All
-0.168117,0.307143,-0.400249,0.307143,-0.444703,0.307143,-0.608886,0.307143,All
-0.163834,0.314286,-0.382118,0.314286,-0.394215,0.314286,-0.557126,0.314286,All
-0.16309,0.321429,-0.336134,0.321429,-0.366646,0.321429,-0.508553,0.321429,All
-0.162698,0.328571,-0.330882,0.328571,-0.366537,0.328571,-0.503952,0.328571,All
-0.161769,0.335714,-0.325592,0.335714,-0.364416,0.335714,-0.501355,0.335714,All
-0.161491,0.342857,-0.3252,0.342857,-0.344351,0.342857,-0.491931,0.342857,All
-0.113195,0.35,-0.312979,0.35,-0.335537,0.35,-0.481383,0.35,All
-0.109003,0.357143,-0.306692,0.357143,-0.335109,0.357143,-0.413426,0.357143,All
-0.108207,0.364286,-0.291535,0.364286,-0.279848,0.364286,-0.410422,0.364286,All
-0.107981,0.371429,-0.270216,0.371429,-0.255442,0.371429,-0.404083,0.371429,All
-0.0634305,0.378571,-0.269582,0.378571,-0.253675,0.378571,-0.36621,0.378571,All
-0.0576927,0.385714,-0.249553,0.385714,-0.252916,0.385714,-0.357209,0.385714,All
-0.0500179,0.392857,-0.223339,0.392857,-0.25231,0.392857,-0.338995,0.392857,All
-0.0221714,0.4,-0.209651,0.4,-0.201357,0.4,-0.333922,0.4,All
-0.00522626,0.407143,-0.202192,0.407143,-0.200287,0.407143,-0.315671,0.407143,All
0.0121251,0.414286,-0.201483,0.414286,-0.181755,0.414286,-0.295651,0.414286,All
0.0175557,0.421429,-0.164409,0.421429,-0.172291,0.421429,-0.232495,0.421429,All
0.0516257,0.428571,-0.148431,0.428571,-0.146818,0.428571,-0.186726,0.428571,All
0.0691896,0.435714,-0.141721,0.435714,-0.115752,0.435714,-0.179288,0.435714,All
0.0739599,0.442857,-0.120939,0.442857,-0.0687465,0.442857,-0.109918,0.442857,All
0.0954193,0.45,-0.0924555,0.45,-0.046765,0.45,-0.0991534,0.45,All
0.101716,0.457143,-0.0793322,0.457143,0.0038955,0.457143,-0.088205,0.457143,All
0.108882,0.464286,-0.0429531,0.464286,0.0151576,0.464286,-0.0704604,0.464286,All
0.130163,0.471429,-0.00511126,0.471429,0.047281,0.471429,-0.0442881,0.471429,All
0.146648,0.478571,0.00305349,0.478571,0.0885234,0.478571,-0.0337817,0.478571,All
0.153754,0.485714,0.017138,0.485714,0.108624,0.485714,-0.0181782,0.485714,All
0.205379,0.492857,0.0295608,0.492857,0.12295,0.492857,-0.000941243,0.492857,All
0.217956,0.5,0.0778016,0.5,0.126869,0.5,0.00378621,0.5,All
0.312238,0.507143,0.107217,0.507143,0.12793,0.507143,0.0266133,0.507143,All
0.321566,0.514286,0.15627,0.514286,0.141126,0.514286,0.0551568,0.514286,All
0.333105,0.521429,0.162756,0.521429,0.153302,0.521429,0.0768503,0.521429,All
0.36302,0.528571,0.200846,0.528571,0.171334,0.528571,0.0816797,0.528571,All
0.398949,0.535714,0.202695,0.535714,0.185588,0.535714,0.112868,0.535714,All
0.417641,0.542857,0.215486,0.542857,0.228886,0.542857,0.123079,0.542857,All
0.422388,0.55,0.22367,0.55,0.259055,0.55,0.143141,0.55,All
0.422894,0.557143,0.225894,0.557143,0.285567,0.557143,0.14349,0.557143,All
0.426846,0.564286,0.236959,0.564286,0.285658,0.564286,0.163776,0.564286,All
0.451775,0.571429,0.24905,0.571429,0.289326,0.571429,0.202508,0.571429,All
0.479435,0.578571,0.264369,0.578571,0.311464,0.578571,0.219878,0.578571,All
0.496407,0.585714,0.271246,0.585714,0.313217,0.585714,0.254806,0.585714,All
0.497434,0.592857,0.340956,0.592857,0.357223,0.592857,0.26242,0.592857,All
0.509813,0.6,0.350673,0.6,0.362242,0.6,0.267229,0.6,All
