standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-2.65444,0.184823,-2.48586,0.0533428,-2.00245,0.12172,-2.86407,0.0187097,All
-2.3195,0.0462056,-2.05067,0.124467,-1.62102,0.142006,-2.45048,0.0187097,All
-1.98455,0.0462056,-1.61548,0.0889047,-1.23958,0.304299,-2.03689,0.0187097,All
-1.64961,0.16172,-1.18029,0.0711237,-0.85814,0.202866,-1.62331,0.0561291,All
-1.31467,0.0231028,-0.745096,0.284495,-0.476702,0.304299,-1.20972,0.280645,All
-0.979728,0,-0.309905,0.337838,-0.0952635,0.324586,-0.79613,0.355484,All
-0.644787,0.0693084,0.125286,0.462304,0.286175,0.547739,-0.382543,0.411613,All
-0.309845,0.531365,0.560476,0.586771,0.667613,0.365159,0.031045,0.430323,All
0.0250965,0.508262,0.995667,0.266714,1.04905,0.243439,0.444633,0.318065,All
0.360038,0.485159,1.43086,0.124467,1.43049,0.162293,0.85822,0.336774,All
0.69498,0.646879,1.86605,0.0533428,1.81193,0.0811465,1.27181,0.224516,All
1.02992,0.531365,2.30124,0.0355619,2.19337,0.0405732,1.6854,0.149678,All
