Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
2.51426,0.208222,11.0231,0.0203949,2.54061,0.145888,18.5038,0.0241587,All
2.88588,0.0416444,13.679,0.0262221,4.13185,0.106985,40.2844,0.0149215,All
3.25751,0.0832888,16.3349,0.0437035,5.72309,0.184792,62.065,0.00603967,All
3.62914,0.0832888,18.9908,0.0437035,7.31433,0.0923958,83.8456,0.00355275,All
4.00076,0,21.6467,0.093234,8.90557,0.0826699,105.626,0.000355275,All
4.37239,0.166578,24.3026,0.104888,10.4968,0.0145888,127.407,0.000355275,All
4.74402,0.3748,26.9585,0.0407899,12.088,0.0389035,149.187,0,All
5.11565,0.395622,29.6143,0.0116543,13.6793,0.00972587,170.968,0,All
5.48727,0.416444,32.2702,0.0116543,15.2705,0,192.748,0,All
5.8589,0.3748,34.9261,0.00291356,16.8618,0,214.529,0,All
6.23053,0.3748,37.582,0.00582713,18.453,0,236.31,0,All
6.60215,0.395622,40.2379,0.00291356,20.0442,0.00486294,258.09,0.000355275,All
