Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
6.4161,0.0510851,25.0004,0.00263499,16.2485,0.0248397,33.8578,0.010916,All
7.47642,0.124064,30.8738,0.0131749,47.7121,0.00491876,97.6569,0.00339608,All
8.53674,0.0948723,36.7471,0.0158099,79.1757,0.00147563,161.456,0.00145546,All
9.59707,0.124064,42.6205,0.0237149,110.639,0.00147563,225.255,0.000485154,All
10.6574,0.124064,48.4938,0.0276674,142.103,0.000737814,289.054,0.000485154,All
11.7177,0.175149,54.3672,0.0342548,173.567,0.000245938,352.853,0,All
12.778,0.13866,60.2405,0.0223974,205.03,0,416.652,0,All
13.8384,0.0875744,66.1139,0.0197624,236.494,0,480.451,0.000121289,All
14.8987,0.0364893,71.9872,0.0131749,267.957,0,544.25,0,All
15.959,0.0218936,77.8605,0.00922246,299.421,0,608.05,0,All
17.0193,0.0218936,83.7339,0,330.885,0,671.849,0,All
18.0796,0.0218936,89.6072,0.00263499,362.348,0.000737814,735.648,0.000121289,All
