time,empiricalCdf,theoreticalCdf,piLower,piUpper,split
1.284,0.0103093,0,0,0.0108696,All
1.69113,0.0206186,0,0,0.0114943,All
2.09826,0.0206186,0,0,0.0227273,All
2.50539,0.0206186,0.0106383,0,0.0340909,All
2.91253,0.0309278,0.0113636,0,0.045977,All
3.31966,0.0309278,0.0222222,0,0.0666667,All
3.72679,0.0412371,0.0333333,0,0.0800026,All
4.13392,0.0412371,0.0444444,0.0108696,0.1,All
4.54105,0.0618557,0.0568182,0.0113636,0.117963,All
4.94818,0.0721649,0.076087,0.0227273,0.136364,All
5.35531,0.0824742,0.0898876,0.0340909,0.155556,All
5.76244,0.0927835,0.108696,0.0531915,0.174166,All
6.16958,0.103093,0.125,0.0659341,0.2,All
6.57671,0.113402,0.142857,0.0782147,0.224062,All
6.98384,0.123711,0.163043,0.0930233,0.247191,All
7.39097,0.154639,0.184783,0.11236,0.264368,All
7.7981,0.185567,0.204545,0.131868,0.284903,All
8.20523,0.185567,0.224719,0.148332,0.307692,All
8.61236,0.195876,0.241932,0.166667,0.331502,All
9.01949,0.237113,0.262261,0.179361,0.348576,All
9.42663,0.237113,0.284091,0.198901,0.370787,All
9.83376,0.247423,0.304348,0.215909,0.387993,All
10.2409,0.298969,0.325581,0.230769,0.411111,All
10.648,0.329897,0.344444,0.25,0.426966,All
11.0552,0.329897,0.360008,0.268165,0.445048,All
11.4623,0.340206,0.377778,0.284151,0.466667,All
11.8694,0.360825,0.395349,0.303859,0.488636,All
12.2765,0.391753,0.413793,0.325712,0.505618,All
12.6837,0.402062,0.428571,0.340909,0.521739,All
13.0908,0.43299,0.446809,0.358696,0.533333,All
13.4979,0.43299,0.461538,0.37234,0.549116,All
13.9051,0.443299,0.477778,0.391054,0.561119,All
14.3122,0.453608,0.494444,0.409091,0.573034,All
14.7193,0.474227,0.511111,0.426249,0.593023,All
15.1265,0.484536,0.526882,0.44136,0.602273,All
15.5336,0.505155,0.539326,0.456522,0.615385,All
15.9407,0.515464,0.554952,0.471264,0.62856,All
16.3479,0.525773,0.568182,0.483871,0.640877,All
16.755,0.57732,0.581395,0.505376,0.653865,All
17.1621,0.597938,0.593407,0.517241,0.664855,All
17.5693,0.628866,0.608696,0.532971,0.678161,All
17.9764,0.628866,0.619565,0.543961,0.688889,All
18.3835,0.639175,0.630435,0.557479,0.701149,All
18.7906,0.670103,0.644444,0.571429,0.714286,All
19.1978,0.690722,0.655364,0.580095,0.724706,All
19.6049,0.71134,0.666667,0.593023,0.734483,All
20.012,0.721649,0.677778,0.604396,0.744563,All
20.4192,0.721649,0.688889,0.617978,0.755814,All
20.8263,0.721649,0.7,0.630435,0.766667,All
21.2334,0.721649,0.709677,0.644444,0.775938,All
21.6406,0.731959,0.72043,0.653673,0.787703,All
22.0477,0.742268,0.733333,0.666667,0.797753,All
22.4548,0.742268,0.741573,0.674157,0.804598,All
22.862,0.762887,0.75,0.684783,0.813187,All
23.2691,0.773196,0.76087,0.695652,0.822222,All
23.6762,0.783505,0.769231,0.705214,0.831461,All
24.0834,0.783505,0.78022,0.712766,0.83908,All
24.4905,0.783505,0.787735,0.722222,0.849706,All
24.8976,0.793814,0.795455,0.733333,0.857143,All
25.3047,0.804124,0.804348,0.740352,0.863636,All
25.7119,0.804124,0.813187,0.75,0.872828,All
26.119,0.814433,0.820225,0.758242,0.877778,All
26.5261,0.824742,0.827586,0.766667,0.883721,All
26.9333,0.824742,0.835165,0.772727,0.888889,All
27.3404,0.845361,0.842697,0.78022,0.898876,All
27.7475,0.85567,0.849462,0.788889,0.905069,All
28.1547,0.865979,0.857143,0.8,0.911111,All
28.5618,0.876289,0.863636,0.808511,0.917134,All
28.9689,0.876289,0.869565,0.813187,0.922222,All
29.3761,0.876289,0.877778,0.820225,0.930634,All
29.7832,0.886598,0.883721,0.826837,0.933333,All
30.1903,0.917526,0.888889,0.835165,0.941518,All
30.5975,0.917526,0.896552,0.840909,0.94382,All
31.0046,0.917526,0.901099,0.846154,0.945055,All
31.4117,0.938144,0.908568,0.853933,0.954023,All
31.8188,0.938144,0.912088,0.858696,0.955556,All
32.226,0.938144,0.91954,0.869565,0.956283,All
32.6331,0.938144,0.922222,0.876404,0.965909,All
33.0402,0.948454,0.925532,0.879121,0.966479,All
33.4474,0.948454,0.932584,0.886364,0.967033,All
33.8545,0.958763,0.934066,0.89011,0.977011,All
34.2616,0.958763,0.942855,0.898876,0.977528,All
34.6688,0.958763,0.944444,0.902174,0.9779,All
35.0759,0.969072,0.946809,0.911111,0.978261,All
35.483,0.969072,0.955056,0.913043,0.988636,All
35.8902,0.969072,0.956044,0.921348,0.988889,All
36.2973,0.969072,0.965517,0.923913,0.989011,All
36.7044,0.969072,0.966292,0.930233,0.989011,All
37.1116,0.969072,0.967033,0.933333,0.989247,All
37.5187,0.969072,0.976744,0.93617,1,All
37.9258,0.979381,0.977528,0.94475,1,All
38.3329,0.979381,0.977778,0.946809,1,All
38.7401,0.979381,0.978495,0.955556,1,All
39.1472,0.979381,0.988506,0.957218,1,All
39.5543,0.979381,0.988764,0.966101,1,All
39.9615,0.979381,0.989011,0.967391,1,All
40.3686,0.989691,0.989362,0.977273,1,All
40.7757,0.989691,1,0.978022,1,All
41.1829,0.989691,1,0.988636,1,All
41.59,1,1,1,1,All
