rep,ID,standEta_Cl_simulated,standEta_V1_simulated,standEta_Q_simulated,standEta_V2_simulated,filter
1,1,-2.82805,-1.36897,0.511806,-0.123085,0
2,1,-2.6439,-2.13653,0.200699,-0.486583,0
3,1,-2.52744,-1.59104,1.19082,-0.735346,0
4,1,-2.55864,-1.43302,1.41594,-0.544851,0
5,1,-2.47127,-1.53402,0.998638,-0.129853,0
6,1,-2.81865,-1.0591,0.755937,-0.398388,0
7,1,-2.88517,-2.41576,1.66199,-0.827139,0
8,1,-2.50936,-1.81038,0.627166,-0.755448,0
9,1,-2.81584,-0.953858,1.66261,-0.754314,0
10,1,-2.61933,-1.27091,1.84859,-1.06427,0
1,2,0.949415,0.423232,-0.681269,0.0799495,0
2,2,1.19078,0.501893,-0.159347,-0.28892,0
3,2,0.920915,0.311855,-0.542347,-0.532404,0
4,2,0.972334,0.108212,-0.207423,-0.414473,0
5,2,0.948065,0.446428,-0.275964,-0.536836,0
6,2,0.997736,0.121253,-0.256146,-0.382736,0
7,2,0.940987,0.815564,-0.956951,0.19219,0
8,2,0.908935,-0.048115,0.480997,-0.895148,0
9,2,1.16297,1.04407,-0.548622,0.197434,0
10,2,1.05908,0.491123,-0.221347,-0.423417,0
1,3,0.761291,0.488907,-0.202992,1.13099,0
2,3,0.568143,0.460937,-0.0254491,1.68852,0
3,3,0.811667,0.488975,0.238453,0.12724,0
4,3,0.694037,0.734264,-0.0290523,1.2288,0
5,3,0.659982,0.890321,-0.0735542,1.4558,0
6,3,0.822194,0.486162,0.451015,0.331648,0
7,3,0.597393,0.392048,-0.26486,0.879806,0
8,3,0.441452,0.794392,-0.386259,1.81863,0
9,3,0.772236,0.912805,0.21995,-0.220653,0
10,3,0.685343,1.08721,-0.403503,1.53458,0
1,4,0.110386,-0.758905,0.310081,-1.30495,0
2,4,-0.19322,-1.24421,0.751179,-1.60047,0
3,4,0.0644788,-1.08487,0.883889,-1.43418,0
4,4,0.000646116,-1.19107,0.427715,-1.4486,0
5,4,0.194692,-0.530598,-0.0293438,-1.24992,0
6,4,0.0115309,-0.733268,0.00699414,-1.76913,0
7,4,0.0640999,-1.12231,0.563732,-1.18671,0
8,4,0.0438898,-0.703195,1.0974,-1.58534,0
9,4,-0.018067,-1.14093,0.733971,-1.4115,0
10,4,-0.133565,-1.25598,-0.180516,-1.37485,0
1,5,-0.488056,-0.30289,0.715644,-0.0998529,0
2,5,-0.757761,0.583939,0.487333,1.71415,0
3,5,-0.565607,0.790186,0.513506,0.883956,0
4,5,-0.595134,0.45396,0.348063,0.408339,0
5,5,-0.500948,-0.244438,1.11818,-0.606569,0
6,5,-0.50751,0.4301,0.861899,-0.384264,0
7,5,-0.429266,0.450927,0.237144,0.556364,0
8,5,-0.502426,-0.0526981,0.553512,-0.101983,0
9,5,-0.801432,0.426797,-0.101857,1.04175,0
10,5,-0.490155,0.567636,0.392351,0.622244,0
1,6,0.340094,1.86935,0.905868,1.14467,0
2,6,0.408915,1.31575,0.667523,0.251366,0
3,6,0.76658,2.06211,1.46798,0.117387,0
4,6,0.473757,1.65933,1.31278,0.2263,0
5,6,0.303784,2.16197,0.958507,1.79038,0
6,6,0.33421,2.16755,0.912903,1.72783,0
7,6,0.204923,1.94296,0.842003,1.73643,0
8,6,0.478615,1.58485,0.120221,0.497005,0
9,6,0.371084,1.25234,0.777364,0.707498,0
10,6,0.608294,1.76506,1.39075,-0.214832,0
1,7,0.604347,-1.82416,-1.45339,-0.737483,0
2,7,0.435342,-1.71928,-1.847,-0.281711,0
3,7,0.553561,-1.40821,-1.91796,-0.420709,0
4,7,0.457738,-1.60817,-2.0062,-0.858995,0
5,7,0.440827,-1.92292,-1.81542,-0.53939,0
6,7,0.485786,-2.08147,-1.38109,-1.27694,0
7,7,0.214183,-1.54067,-2.26821,0.30542,0
8,7,0.413468,-1.48944,-2.11893,-0.162555,0
9,7,0.415132,-1.90076,-1.95128,-0.657818,0
10,7,0.350151,-1.76618,-2.05311,-0.570479,0
1,8,0.767852,0.373006,-1.08362,1.18849,0
2,8,0.591484,0.0244136,-1.2102,1.19664,0
3,8,0.91598,-0.0233861,-0.831024,0.014228,0
4,8,1.1173,0.461448,-0.837279,0.146639,0
5,8,0.752641,0.0763319,-0.920051,1.23981,0
6,8,0.706079,0.154935,-1.00031,1.17589,0
7,8,0.874608,0.0750143,-0.757349,0.295955,0
8,8,0.937842,-0.310383,-0.335082,-0.630406,0
9,8,0.777651,-0.303318,-0.823097,-0.305575,0
10,8,0.866491,0.349851,-1.13712,0.512231,0
1,9,-0.0464833,0.0669616,0.963432,-0.0376582,0
2,9,-0.304074,0.00690471,0.331154,1.10825,0
3,9,-0.246823,-0.164621,0.328628,-0.250517,0
4,9,-0.0879356,0.163275,0.960611,-0.204119,0
5,9,-0.338576,0.0196544,-0.132491,0.674953,0
6,9,-0.171819,-0.300243,0.162255,0.0858968,0
7,9,-0.0911148,0.121884,0.318443,-0.0273558,0
8,9,-0.151477,-0.0934873,0.7489,-0.00150838,0
9,9,-0.15738,-0.622163,0.714529,-0.491136,0
10,9,-0.301939,-0.372138,0.40252,-0.814177,0
