simulations,OFV
500,1014.07
1000,1012.68
1500,1011.9
2000,1012.05
2500,1012.46
3000,1012.03
3500,1012.06
4000,1012.05
4500,1012.12
5000,1012.24
5500,1012.13
6000,1012.1
6500,1011.92
7000,1012.03
7500,1012.14
8000,1012.2
8500,1012.45
9000,1012.28
9500,1012.27
10000,1012.09
10500,1011.98
11000,1012.14
11500,1012.01
12000,1011.93
12500,1011.9
13000,1011.85
13500,1011.75
14000,1011.8
14500,1011.68
15000,1011.71
15500,1011.79
16000,1011.79
16500,1011.75
17000,1011.62
17500,1011.66
18000,1011.58
18500,1011.72
19000,1011.58
19500,1011.57
20000,1011.54
20500,1011.51
21000,1011.29
21500,1011.33
22000,1011.34
22500,1011.29
23000,1011.2
23500,1011.22
24000,1011.21
24500,1011.23
25000,1011.22
25500,1011.24
26000,1011.16
26500,1011.17
27000,1011.19
27500,1011.17
28000,1011.21
28500,1011.23
29000,1011.29
29500,1011.35
30000,1011.42
