simulations,OFV
500,1293.84
1000,1293.03
1500,1293.23
2000,1291.75
2500,1292.07
3000,1292.5
3500,1292.57
4000,1292.66
4500,1293.19
5000,1293.29
5500,1293.14
6000,1293.36
6500,1292.89
7000,1292.64
7500,1292.46
8000,1292.66
8500,1292.88
9000,1292.7
9500,1292.36
10000,1291.94
10500,1290.99
11000,1291.02
11500,1290.8
12000,1290.56
12500,1290.71
13000,1290.46
13500,1290.4
14000,1290.27
14500,1289.32
15000,1289.45
15500,1289.39
16000,1289.56
16500,1289.54
17000,1289.62
17500,1289.62
18000,1289.35
18500,1289.51
19000,1289.52
19500,1289.53
20000,1289.37
20500,1289.41
21000,1289.08
21500,1289.13
22000,1289.15
22500,1289.07
23000,1288.9
23500,1288.92
24000,1288.8
24500,1288.78
25000,1288.85
25500,1288.91
26000,1288.86
26500,1288.66
27000,1288.64
27500,1288.67
28000,1288.75
28500,1288.78
29000,1288.88
29500,1288.97
30000,1289.07
