Cl_pop,1,0.00666,0.0287,-0.0176,-0.0031,0.00921,0.00709,0.0146,0.00805
V1_pop,0.00666,1,-0.23,-0.0117,0.0101,0.0634,-0.249,-0.000433,0.02
Q_pop,0.0287,-0.23,1,0.027,-0.000839,-0.0597,0.247,0.0124,-0.00362
V2_pop,-0.0176,-0.0117,0.027,1,0.0216,-0.0749,0.104,0.159,-0.00727
omega_Cl,-0.0031,0.0101,-0.000839,0.0216,1,0.00169,0.00836,-0.043,-0.0217
omega_V1,0.00921,0.0634,-0.0597,-0.0749,0.00169,1,-0.0887,-0.00477,-0.0481
omega_Q,0.00709,-0.249,0.247,0.104,0.00836,-0.0887,1,-0.0086,-0.0219
omega_V2,0.0146,-0.000433,0.0124,0.159,-0.043,-0.00477,-0.0086,1,0.11
b,0.00805,0.02,-0.00362,-0.00727,-0.0217,-0.0481,-0.0219,0.11,1
