iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,2025.92,1,7.77311,8.64932,31.5191,11.3759,3,3,0,1.5,1.5,1.5,1.5
2,1996.93,1,4.451,10.2233,35.5751,14.3269,2.92404,2.92404,0,1.46202,1.57405,1.48445,1.46202
3,1989.34,1,4.30358,11.072,41.9351,23.1144,2.85,2.85,0,1.425,1.56198,1.44686,1.57332
4,1967.61,1,3.02668,13.4111,64.3425,34.1936,2.77784,2.77784,0,1.38892,1.52243,1.41023,1.53348
5,1970.78,1,2.98527,11.9009,90.003,31.3441,2.7075,2.7075,0,1.35375,1.48388,1.37452,1.49465
6,1959.52,1,3.33791,9.75394,83.6105,36.1336,2.63894,2.63894,0,1.31947,1.52544,1.40582,1.50628
7,1939.2,1,2.93406,10.1568,93.0217,45.3717,2.57212,2.57212,0,1.28606,1.5278,1.37023,1.46814
8,1926.65,1,2.57333,12.0034,98.8597,41.1874,2.507,2.507,0,1.2535,1.48912,1.33553,1.44642
9,1931.86,1,2.40774,8.77254,99.7854,43.5355,2.44352,2.44352,0,1.22176,1.67382,1.30172,1.46479
10,1920.32,1,2.0994,9.67313,93.4194,56.8869,2.38165,2.38165,0,1.19082,1.8147,1.26876,1.4277
11,1908.48,1,2.69115,6.59476,116.438,60.7131,2.32134,2.32134,0,1.16067,1.76875,1.23663,1.50878
12,1894.29,1,2.8715,6.41403,99.6191,50.3334,2.26257,2.26257,0,1.13128,1.82163,1.20532,1.47058
13,1892.04,1,3.06027,9.72371,73.5106,85.3692,2.20528,2.20528,0,1.10264,1.94173,1.2611,1.55878
14,1885.41,1,2.6618,6.02297,82.0774,93.971,2.14944,2.14944,0,1.07472,2.17201,1.22917,1.51931
15,1866.3,1,2.74839,6.47942,64.0828,90.9619,2.09501,2.09501,0,1.04751,2.25434,1.19805,1.48084
16,1863.94,1,2.92743,8.63837,69.053,68.5199,2.04197,2.04197,0,1.02098,2.22646,1.16771,1.44335
17,1842.09,1,3.17724,5.85917,59.2381,99.4661,1.99026,1.99026,0,0.995131,2.22749,1.13814,1.4068
18,1847.31,1,3.28243,6.38262,57.2718,83.1804,1.93987,1.93987,0,0.969933,2.17109,1.14271,1.67543
19,1817.96,1,3.64598,5.51331,59.0092,75.9222,1.89075,1.89075,0,0.945374,2.11611,1.11378,1.633
20,1809.12,1,3.87584,4.85046,64.8136,78.4086,1.84287,1.84287,0,0.921437,2.06253,1.08558,1.59165
21,1817.16,1,3.95998,7.70103,67.2239,53.7167,1.79621,1.79621,0,0.898105,2.3394,1.09086,1.55135
22,1795.89,1,3.6052,7.89424,60.0762,67.4246,1.75073,1.75073,0,0.875365,2.28016,1.06324,1.51207
23,1790.25,1,3.70692,5.28538,52.0388,81.3674,1.7064,1.7064,0,0.8532,2.56291,1.03631,1.47379
24,1776.71,1,3.79208,5.82942,51.6863,116.508,1.66319,1.66319,0,0.831597,2.49801,1.01007,1.43647
25,1754.65,1,4.56688,9.8113,49.4894,94.6373,1.62108,1.62108,0,0.81054,2.43476,0.984499,1.4001
26,1741.68,1,4.48373,10.1236,44.8476,97.0509,1.58003,1.58003,0,0.790017,2.37311,0.959571,1.36465
27,1733.99,1,4.57662,11.527,43.4358,89.7832,1.54003,1.54003,0,0.770013,2.38666,0.935274,1.33009
28,1713.99,1,4.79348,6.09571,55.4832,69.2067,1.50103,1.50103,0,0.750516,2.32623,0.911592,1.29641
29,1718.6,1,4.70524,4.15371,52.1517,56.8641,1.46302,1.46302,0,0.731512,2.59467,0.88851,1.26631
30,1702.8,1,5.00631,3.69857,46.0498,72.8266,1.42598,1.42598,0,0.71299,2.52897,0.918159,1.23425
31,1697.21,1,4.62776,1.8332,43.1574,58.3022,1.38987,1.38987,0,0.694937,2.46494,0.894911,1.31497
32,1680.39,1,5.00832,2.40552,45.4122,55.4747,1.35468,1.35468,0,0.677341,2.42727,0.872251,1.31008
33,1676.21,1,4.74589,1.52819,43.2946,56.2776,1.32038,1.32038,0,0.66019,2.47631,0.850165,1.35831
34,1665.93,1,4.53494,1.82546,44.229,48.9245,1.28695,1.28695,0,0.643474,2.55292,0.828639,1.35623
35,1644.54,1,4.69474,2.16001,34.1758,59.6601,1.25436,1.25436,0,0.627181,2.52938,0.807657,1.32189
36,1639.76,1,4.56612,5.99296,35.2261,55.6681,1.2226,1.2226,0,0.6113,2.46533,0.787207,1.28841
37,1633.65,1,4.61517,5.73522,40.4136,49.9507,1.19164,1.19164,0,0.595821,2.40291,0.767274,1.32774
38,1624.45,1,4.48289,4.96617,39.2348,45.0511,1.16147,1.16147,0,0.580735,2.34207,0.762803,1.38811
39,1606.91,1,4.71403,3.08756,36.7724,38.9643,1.13206,1.13206,0,0.56603,2.35741,0.743488,1.35296
40,1594.29,1,4.88564,5.8397,33.803,35.1347,1.1034,1.1034,0,0.551698,2.38819,0.724663,1.3187
41,1586.79,1,4.91823,5.27176,34.6686,27.1456,1.07546,1.07546,0,0.537729,2.60572,0.706314,1.4332
42,1569.01,1,5.2983,6.00613,35.9503,23.153,1.04823,1.04823,0,0.524113,2.53974,0.68843,1.39691
43,1555.12,1,5.18722,6.78954,32.9931,25.4873,1.02168,1.02168,0,0.510842,2.54147,0.670998,1.36154
44,1545.84,1,4.90876,7.08244,30.5035,31.7869,0.995815,0.995815,0,0.497908,2.47712,0.654008,1.32706
45,1544.95,1,5.01663,6.5873,30.5289,26.1941,0.970601,0.970601,0,0.4853,2.45478,0.653141,1.29346
46,1537.24,1,5.00024,3.50736,33.779,25.0358,0.946024,0.946024,0,0.473012,2.69043,0.636603,1.26071
47,1521.64,1,4.81939,4.21426,31.1876,29.8885,0.922071,0.922071,0,0.461035,2.6223,0.620484,1.22879
48,1510.66,1,4.90087,3.69963,28.3203,29.1763,0.898723,0.898723,0,0.449362,3.2881,0.604773,1.19767
49,1500.79,1,5.01288,3.31216,31.9796,36.9911,0.875967,0.875967,0,0.437984,3.20485,0.58946,1.16735
50,1485.49,1,5.05401,2.28373,31.7742,30.587,0.853787,0.853787,0,0.426894,3.1237,0.574534,1.13779
51,1476.04,1,5.3667,1.3626,33.7743,28.8552,0.832169,0.832169,0,0.416084,3.0446,0.559987,1.13225
52,1461,1,5.24528,2.65575,32.3762,29.8891,0.811098,0.811098,0,0.405549,2.96751,0.545808,1.10358
53,1471.58,1,5.07278,3.68818,29.1005,26.6756,0.79056,0.79056,0,0.39528,2.90186,0.54579,1.1412
54,1462.11,1,5.032,2.96626,27.0102,25.989,0.770543,0.770543,0,0.385271,2.88828,0.549481,1.20791
55,1432.23,1,5.34014,4.4781,29.0018,25.9443,0.751032,0.751032,0,0.375516,2.81515,0.535568,1.17733
56,1428.7,1,5.12834,3.41816,28.2675,26.4961,0.732016,0.732016,0,0.366008,2.74387,0.522007,1.19859
57,1417.84,1,5.19668,3.08632,29.4102,29.2717,0.713481,0.713481,0,0.35674,2.67439,0.50879,1.2709
58,1408.06,1,4.74415,1.73596,28.9716,28.5175,0.695415,0.695415,0,0.347707,2.60668,0.495907,1.46153
59,1400.95,1,4.54555,1.35715,29.0266,37.0606,0.677807,0.677807,0,0.338903,2.62131,0.48335,1.42543
60,1391.69,1,4.93329,1.50461,28.1082,33.3192,0.660644,0.660644,0,0.330322,2.55494,0.471112,1.38934
61,1378.45,1,5.04644,2.23819,28.3659,28.8958,0.643916,0.643916,0,0.321958,2.49024,0.459183,1.38213
62,1367.61,1,5.24118,3.2885,28.553,29.1337,0.627612,0.627612,0,0.313806,2.51851,0.447556,1.34713
63,1356.61,1,5.10905,2.00817,26.1628,21.9193,0.61172,0.61172,0,0.30586,2.45474,0.436224,1.31302
64,1338.81,1,5.02794,2.20426,27.8324,22.8602,0.596231,0.596231,0,0.298116,2.39258,0.425178,1.27977
65,1321.6,1,5.18874,1.83133,28.116,24.1998,0.581134,0.581134,0,0.290567,2.332,0.414412,1.24737
66,1313.73,1,5.21479,2.98249,27.7864,19.3125,0.56642,0.56642,0,0.28321,2.27295,0.403919,1.21579
67,1305.63,1,5.22098,3.71339,27.5861,20.1921,0.552078,0.552078,0,0.276039,2.2154,0.393692,1.185
68,1292.51,1,5.25567,2.19922,28.4597,17.965,0.538099,0.538099,0,0.269049,2.26424,0.383723,1.155
69,1289.3,1,5.16725,2.45233,27.8163,18.9078,0.524474,0.524474,0,0.262237,2.20691,0.374007,1.15152
70,1283.34,1,5.17418,2.20129,29.7441,19.9721,0.511194,0.511194,0,0.255597,2.15103,0.364537,1.12237
71,1273.29,1,5.2209,1.55778,29.3223,25.463,0.49825,0.49825,0,0.249125,2.44343,0.355307,1.16314
72,1260.61,1,5.29071,0.939555,29.7715,21.8287,0.485634,0.485634,0,0.242817,2.38156,0.34631,1.23942
73,1255.28,1,5.09185,1.25021,29.1357,19.1132,0.473338,0.473338,0,0.236669,2.52397,0.337542,1.20804
74,1245.58,1,5.19044,1.86676,27.9782,18.9529,0.461352,0.461352,0,0.230676,2.46006,0.328995,1.21181
75,1235.18,1,5.2254,1.76767,27.5263,19.5284,0.449671,0.449671,0,0.224835,2.39777,0.320664,1.18113
76,1229,1,5.07116,1.33211,26.8953,20.3661,0.438285,0.438285,0,0.219142,2.33706,0.312545,1.15122
77,1230.24,1,5.04753,1.01975,26.9577,23.609,0.427187,0.427187,0,0.213594,2.31853,0.304631,1.24984
78,1208.58,1,5.12918,1.54363,28.7201,22.3579,0.416371,0.416371,0.152684,0.208185,2.25982,0.298796,1.21819
79,1199.91,1,5.09223,1.99631,25.8356,29.5728,0.405828,0.405828,0.277512,0.202914,2.2026,0.30718,1.18734
80,1195.83,1,5.08619,2.27101,25.1787,29.0446,0.395552,0.395552,0.210959,0.197776,2.25236,0.299402,1.15728
81,1181.67,1,5.1634,2.69583,25.7376,33.9739,0.385536,0.385536,0.152001,0.201847,2.19533,0.291821,1.12798
82,1183.85,1,5.21858,3.34311,26.3619,33.7751,0.375774,0.375774,-0.0472037,0.196736,2.13974,0.318432,1.09942
83,1176.63,1,5.14914,3.0902,27.0278,23.3362,0.36626,0.36626,-0.0782576,0.191754,2.08556,0.310369,1.28939
84,1155.84,1,5.19331,4.55263,26.2995,22.2273,0.356986,0.356986,-0.181415,0.206594,2.03275,0.30251,1.25674
85,1144.22,1,5.20332,5.84858,26.1333,22.5434,0.347947,0.347947,-0.308204,0.220727,1.98128,0.29485,1.22492
86,1133.98,1,5.10714,4.37886,25.5571,19.6871,0.339136,0.339136,-0.136408,0.215138,1.93111,0.287385,1.1939
87,1123.69,1,5.21642,5.63442,25.8813,12.9144,0.330549,0.330549,0.009651,0.209691,1.88222,0.280108,1.16367
88,1121.87,1,5.31716,5.03951,25.8744,16.2926,0.32218,0.32218,-0.297043,0.204382,1.83456,0.279135,1.13421
