standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,split
-4,0,-4,0,-4,0,-4,0,All
-2.8465,0.00714286,-2.09279,0.00714286,-2.21694,0.00714286,-2.86027,0.00714286,All
-2.83291,0.0142857,-2.0884,0.0142857,-2.11243,0.0142857,-1.74026,0.0142857,All
-2.71099,0.0214286,-2.0787,0.0214286,-1.94903,0.0214286,-1.69198,0.0214286,All
-2.69773,0.0285714,-2.0577,0.0285714,-1.83299,0.0285714,-1.68202,0.0285714,All
-2.68273,0.0357143,-1.90243,0.0357143,-1.75441,0.0357143,-1.67522,0.0357143,All
-2.66103,0.0428571,-1.90168,0.0428571,-1.74143,0.0428571,-1.62276,0.0428571,All
-2.62464,0.05,-1.84191,0.05,-1.72498,0.05,-1.53184,0.05,All
-2.57331,0.0571429,-1.7257,0.0571429,-1.69589,0.0571429,-1.43159,0.0571429,All
-2.51586,0.0642857,-1.71184,0.0642857,-1.66914,0.0642857,-1.40768,0.0642857,All
-2.48748,0.0714286,-1.56673,0.0714286,-1.5545,0.0714286,-1.3568,0.0714286,All
-1.81919,0.0785714,-1.50766,0.0785714,-1.5371,0.0785714,-1.30188,0.0785714,All
-1.77769,0.0857143,-1.46434,0.0857143,-1.50442,0.0857143,-1.18682,0.0857143,All
-1.72957,0.0928571,-1.35378,0.0928571,-1.49844,0.0928571,-1.1208,0.0928571,All
-1.70607,0.1,-1.34637,0.1,-1.467,0.1,-0.94417,0.1,All
-1.69848,0.107143,-1.33073,0.107143,-1.38849,0.107143,-0.925139,0.107143,All
-1.65019,0.114286,-1.20624,0.114286,-1.32628,0.114286,-0.92476,0.114286,All
-1.63025,0.121429,-1.19557,0.121429,-1.31332,0.121429,-0.857389,0.121429,All
-1.60465,0.128571,-1.10478,0.128571,-1.29618,0.128571,-0.806486,0.128571,All
-1.5309,0.135714,-1.07735,0.135714,-1.28014,0.135714,-0.776569,0.135714,All
-1.51809,0.142857,-1.06585,0.142857,-1.25126,0.142857,-0.758615,0.142857,All
-0.648769,0.15,-0.93663,0.15,-1.23848,0.15,-0.744687,0.15,All
-0.567104,0.157143,-0.919499,0.157143,-1.22837,0.157143,-0.723969,0.157143,All
-0.54538,0.164286,-0.900194,0.164286,-1.14522,0.164286,-0.718525,0.164286,All
-0.47826,0.171429,-0.881595,0.171429,-1.09701,0.171429,-0.699464,0.171429,All
-0.464556,0.178571,-0.72958,0.178571,-1.07967,0.178571,-0.697173,0.178571,All
-0.446151,0.185714,-0.700345,0.185714,-1.07659,0.185714,-0.678154,0.185714,All
-0.437316,0.192857,-0.696318,0.192857,-1.06587,0.192857,-0.670118,0.192857,All
-0.341888,0.2,-0.693071,0.2,-1.05896,0.2,-0.646908,0.2,All
-0.295865,0.207143,-0.622117,0.207143,-1.04096,0.207143,-0.63882,0.207143,All
-0.290957,0.214286,-0.60518,0.214286,-1.03998,0.214286,-0.603148,0.214286,All
-0.258942,0.221429,-0.588111,0.221429,-1.01836,0.221429,-0.526689,0.221429,All
-0.248843,0.228571,-0.539525,0.228571,-1.00238,0.228571,-0.519773,0.228571,All
-0.213751,0.235714,-0.537465,0.235714,-0.983356,0.235714,-0.510348,0.235714,All
-0.207857,0.242857,-0.474634,0.242857,-0.791477,0.242857,-0.498321,0.242857,All
