standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,split
-4,0,-4,0,-4,0,-4,0,All
-3.01271,0.00714286,-2.12936,0.00714286,-2.5912,0.00714286,-1.6548,0.00714286,All
-2.84062,0.0142857,-2.05583,0.0142857,-2.41782,0.0142857,-1.29954,0.0142857,All
-2.80147,0.0214286,-1.88374,0.0214286,-2.26626,0.0214286,-1.2777,0.0214286,All
-2.77911,0.0285714,-1.86057,0.0285714,-1.91173,0.0285714,-1.14874,0.0285714,All
-2.60061,0.0357143,-1.85273,0.0357143,-1.80963,0.0357143,-1.11255,0.0357143,All
-2.50964,0.0428571,-1.77881,0.0428571,-1.7217,0.0428571,-1.0441,0.0428571,All
-2.49213,0.05,-1.75054,0.05,-1.65864,0.05,-0.900092,0.05,All
-2.47481,0.0571429,-1.73637,0.0571429,-1.63911,0.0571429,-0.858805,0.0571429,All
-2.40387,0.0642857,-1.73191,0.0642857,-1.57843,0.0642857,-0.793413,0.0642857,All
-2.20572,0.0714286,-1.67511,0.0714286,-1.55082,0.0714286,-0.60623,0.0714286,All
-2.02112,0.0785714,-1.65813,0.0785714,-1.51213,0.0785714,-0.558576,0.0785714,All
-1.41343,0.0857143,-1.65656,0.0857143,-1.45538,0.0857143,-0.446507,0.0857143,All
-1.4021,0.0928571,-1.63121,0.0928571,-1.45156,0.0928571,-0.337811,0.0928571,All
-1.40193,0.1,-1.62059,0.1,-1.4088,0.1,-0.302831,0.1,All
-1.34027,0.107143,-1.61367,0.107143,-1.36266,0.107143,-0.20428,0.107143,All
-1.33187,0.114286,-1.57498,0.114286,-1.31348,0.114286,-0.129644,0.114286,All
-1.31248,0.121429,-1.52363,0.121429,-1.30042,0.121429,-0.0566729,0.121429,All
-1.30108,0.128571,-1.48174,0.128571,-1.27297,0.128571,0.0778899,0.128571,All
-1.29632,0.135714,-1.41363,0.135714,-1.18797,0.135714,0.148232,0.135714,All
-1.28941,0.142857,-1.38142,0.142857,-1.08067,0.142857,0.370602,0.142857,All
-1.20189,0.15,-1.31088,0.15,-1.06562,0.15,0.388222,0.15,All
-1.16498,0.157143,-1.24458,0.157143,-1.05674,0.157143,0.39024,0.157143,All
-1.09725,0.164286,-1.20366,0.164286,-0.914114,0.164286,0.423691,0.164286,All
-1.09337,0.171429,-1.19206,0.171429,-0.911806,0.171429,0.439135,0.171429,All
-1.08079,0.178571,-1.18995,0.178571,-0.895928,0.178571,0.459443,0.178571,All
-0.884153,0.185714,-1.18246,0.185714,-0.891856,0.185714,0.463869,0.185714,All
-0.858778,0.192857,-1.13905,0.192857,-0.80119,0.192857,0.484559,0.192857,All
-0.755673,0.2,-1.13844,0.2,-0.794278,0.2,0.567661,0.2,All
-0.721115,0.207143,-1.06789,0.207143,-0.759826,0.207143,0.58643,0.207143,All
-0.677918,0.214286,-1.0616,0.214286,-0.735267,0.214286,0.634293,0.214286,All
-0.637109,0.221429,-0.978265,0.221429,-0.713486,0.221429,0.644298,0.221429,All
-0.611465,0.228571,-0.945204,0.228571,-0.677743,0.228571,0.649587,0.228571,All
-0.534456,0.235714,-0.913997,0.235714,-0.651915,0.235714,0.652358,0.235714,All
-0.519235,0.242857,-0.912023,0.242857,-0.648986,0.242857,0.659678,0.242857,All
-0.428579,0.25,-0.705073,0.25,-0.63668,0.25,0.663212,0.25,All
-0.379049,0.257143,-0.579848,0.257143,-0.601035,0.257143,0.676679,0.257143,All
-0.347684,0.264286,-0.569421,0.264286,-0.583843,0.264286,0.684561,0.264286,All
-0.306203,0.271429,-0.536547,0.271429,-0.57339,0.271429,0.68748,0.271429,All
