parameter,value,se_lin,rse_lin
Cl_pop,5.17830345318178,0.350105426372591,6.7610063708698
V1_pop,20.2713386031109,1.63971066625012,8.08881297063672
Q_pop,6.44374043595413,1.25987541486384,19.5519268255144
V2_pop,22.5884243180217,3.02465424178028,13.3902843296915
omega_Cl,0.25150798810763,0.0480640032785574,19.1103287176664
omega_V1,0.272596966361983,0.0615795143364765,22.5899485083428
omega_Q,0.635375733338675,0.153840344005745,24.2124991455635
omega_V2,0.347622446340234,0.127498630860144,36.6773297301279
corr_V2_V1,0.999,0.189132163322524,18.9321484807332
a1,0.301530661061688,0.0221279507526053,7.33854085508018
a2,0.0643042938107241,0.00645046302361124,10.031154439854
