iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,b1,b2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1,1227.62,1,10.2275,11.1604,43.2233,60.344,1,1,0.3,0.3,0.8,1,1,1,1,1
2,1221.34,1,9.82438,13.4096,48.7068,82.7451,0.95,0.95,0.285,0.285,0.901129,0.974679,0.974679,0.974679,1.094,0.974679
3,1201.55,1,10.0503,12.2339,49.5863,76.9074,0.9025,0.9025,0.27075,0.27075,0.930961,0.95,0.95,0.95,1.0663,0.95
4,1178.52,1,10.0939,12.308,51.2936,65.8943,0.857375,0.857375,0.257212,0.257212,0.93046,0.925945,0.925945,0.925945,1.20243,0.925945
5,1154.9,1,9.98445,12.5717,55.2073,62.8418,0.814506,0.814506,0.244352,0.244352,0.910797,0.9025,0.9025,0.9025,1.17198,0.9025
6,1134.64,1,9.6564,14.4462,48.6989,66.7483,0.773781,0.773781,0.232134,0.232134,0.893897,0.879648,0.879648,0.879648,1.17655,0.879648
7,1117.94,1,9.63955,12.1645,48.612,60.8511,0.735092,0.735092,0.220528,0.220528,0.90654,0.857375,0.857375,0.857375,1.21077,0.857375
8,1108.27,1,9.47362,12.8084,51.243,57.8815,0.698337,0.698337,0.209501,0.209501,0.908453,0.835666,0.835666,0.835666,1.18011,0.835666
9,1090,1,9.66433,14.0777,48.1537,63.0207,0.66342,0.66342,0.199026,0.199026,0.919799,0.814506,0.814506,0.814506,1.18783,0.814506
10,1063.85,1,9.70641,13.8541,49.0758,58.9632,0.630249,0.630249,0.189075,0.189075,0.923668,0.793882,0.793882,0.793882,1.15776,0.793882
11,1038.07,1,9.86768,12.2185,50.9262,60.7651,0.598737,0.598737,0.179621,0.179621,0.925255,0.773781,0.773781,0.773781,1.13233,0.773781
12,1029.23,1,9.68192,12.6395,51.7442,59.7806,0.5688,0.5688,0.17064,0.17064,0.92863,0.754188,0.754188,0.754188,1.12816,0.754188
13,1011.3,1,9.77402,11.2646,52.041,63.0443,0.54036,0.54036,0.162108,0.162108,0.9254,0.735092,0.735092,0.735092,1.0996,0.735092
14,1008.49,1,9.57878,11.5503,48.9969,59.7738,0.513342,0.513342,0.154003,0.154003,0.92433,0.716479,0.716479,0.716479,1.15389,0.716479
15,994.511,1,9.60906,12.1479,49.1727,66.6241,0.487675,0.487675,0.146302,0.146302,0.926214,0.698337,0.698337,0.698337,1.14728,0.698337
16,986.169,1,9.65061,11.771,50.0754,64.8895,0.463291,0.463291,0.138987,0.138987,0.929423,0.680655,0.680655,0.680655,1.23481,0.680655
17,958.485,1,9.42651,13.0916,49.3366,58.1034,0.440127,0.440127,0.132038,0.132038,0.92064,0.66342,0.66342,0.66342,1.3676,0.66342
18,948.332,1,9.62713,12.3602,50.3762,53.8088,0.41812,0.41812,0.125436,0.125436,0.920068,0.646622,0.646622,0.646622,1.43626,0.646622
19,943.218,1,9.58824,11.5014,49.5588,61.4144,0.397214,0.397214,0.119164,0.119164,0.922136,0.630249,0.630249,0.630249,1.3999,0.630249
20,930.393,1,9.62672,11.3321,50.5816,64.9003,0.377354,0.225977,0.113206,0.13103,0.925682,0.614291,0.614291,0.614291,1.36445,0.614291
21,910.543,1,9.73172,10.9631,51.5828,69.2949,0.358486,0.253263,0.107546,0.130543,0.92592,0.598737,0.598737,0.598737,1.3299,0.598737
22,903.867,1,9.69886,11.051,50.936,65.0153,0.340562,0.177262,0.102168,0.129003,0.942548,0.583577,0.583577,0.583577,1.36894,0.583577
23,890.621,1,9.70242,11.8641,50.2403,64.7004,0.130973,0.109725,0.110523,0.131684,0.941786,0.5688,0.5688,0.5688,1.33428,0.5688
24,882.308,1,9.7384,12.3004,50.9387,68.8721,2.22045e-16,0.174383,0.118041,0.125636,0.93637,0.554398,0.554398,0.554398,1.31774,0.554398
25,881.53,1,9.67474,12.0266,51.2314,70.5848,2.22045e-16,0.237624,0.117488,0.121268,0.930132,0.54036,0.54036,0.54036,1.2993,0.54036
26,883.69,1,9.53546,12.4456,49.9222,70.1605,2.22045e-16,0.230611,0.114725,0.125595,0.931066,0.526678,0.526678,0.526678,1.31124,0.526678
27,870.234,1,9.6184,12.1554,50.4521,73.4705,2.22045e-16,0.237745,0.110908,0.124379,0.932093,0.513342,0.513342,0.513342,1.27804,0.513342
28,875.386,1,9.54565,13.3454,49.5793,76.8933,2.22045e-16,0.25928,0.109771,0.127105,0.932091,0.500344,0.501924,0.500344,1.24568,0.500344
