simulations,OFV
500,952.269
1000,951.991
1500,951.529
2000,950.159
2500,951.014
3000,951.346
3500,951.136
4000,951.077
4500,951.454
5000,951.462
5500,951.262
6000,951.281
6500,950.903
7000,950.938
7500,950.727
8000,950.903
8500,951.112
9000,950.792
9500,950.619
10000,950.326
10500,950.263
11000,950.33
11500,950.372
12000,950.239
12500,950.283
13000,950.137
13500,950.039
14000,949.969
14500,949.864
15000,949.838
15500,949.924
16000,949.927
16500,949.81
17000,949.89
17500,949.88
18000,949.744
18500,949.839
19000,949.761
19500,949.62
20000,949.451
20500,949.434
21000,949.291
21500,949.308
22000,949.377
22500,949.432
23000,949.272
23500,949.13
24000,949.118
24500,949.154
25000,949.215
25500,949.151
26000,949.075
26500,949.022
27000,949.002
27500,949.056
28000,949.115
28500,949.108
29000,949.175
29500,949.173
30000,949.241
