pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.77302,0.107769,-4.11912,0.0077956,-1.80446,0.100595,All
-1.34773,0.24248,-3.84325,0.0077956,-1.34884,0.276637,All
-0.922437,0.215538,-3.56739,0.0077956,-0.893218,0.226339,All
-0.497144,0.484959,-3.29152,0.0038978,-0.437596,0.502976,All
-0.0718502,0.673555,-3.01565,0.0077956,0.0180254,0.528125,All
0.353443,0.188595,-2.73979,0.0116934,0.473647,0.20119,All
0.778736,0.296364,-2.46392,0.0116934,0.929269,0.276637,All
1.20403,0.0808266,-2.18806,0.019489,1.38489,0.100595,All
1.62932,0.134711,-1.91219,0.038978,1.84051,0.100595,All
2.05462,0.161653,-1.63633,0.0935472,2.29613,0.100595,All
,,-1.36046,0.171503,,,All
,,-1.08459,0.167605,,,All
,,-0.808729,0.233868,,,All
,,-0.532864,0.343006,,,All
,,-0.256998,0.409269,,,All
,,0.0188676,0.530101,,,All
,,0.294733,0.495021,,,All
,,0.570599,0.397576,,,All
,,0.846464,0.276744,,,All
,,1.12233,0.214379,,,All
,,1.3982,0.109138,,,All
,,1.67406,0.0740582,,,All
,,1.94993,0.038978,,,All
,,2.22579,0.0311824,,,All
,,2.50166,0.0038978,,,All
,,2.77752,0.0077956,,,All
,,3.05339,0.0038978,,,All
,,3.32925,0.0077956,,,All
,,3.60512,0.0038978,,,All
,,3.88099,0.0077956,,,All
,,4.15685,0.0038978,,,All
