iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtWTKG,beta_Cl_tCLCRMLMIN,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1424.16,1,5.6796,0.757903,0.609706,40.6172,12.4684,47.6947,1,1,1,1,0.998743,1,1
2,1414.92,1,6.37343,0.807432,0.480123,52.655,16.118,62.2855,0.974679,0.974679,1.03919,0.974679,0.998743,0.974679,0.974679
3,1394.93,1,5.72177,0.654342,0.624175,49.7593,14.9163,59.0721,0.95,0.95,1.01287,0.95,0.998743,0.95,0.95
4,1386.56,1,6.92563,0.936688,0.34857,48.2812,14.9801,57.4748,0.925945,0.925945,0.988734,0.925945,0.998743,0.925945,0.925945
5,1370.42,1,5.96998,0.69656,0.468054,46.9233,12.3858,56.1883,0.9025,0.9025,0.989808,0.9025,0.998743,0.9025,0.9025
6,1357.67,1,5.81178,0.928653,0.490598,49.3874,12.1762,59.3961,0.879648,0.879648,1.02622,0.879648,0.998743,0.879648,0.879648
7,1349.88,1,5.62917,0.718498,0.564481,48.8864,11.3514,58.5844,0.857375,0.857375,1.00024,0.857375,0.998743,0.857375,0.857375
8,1329.58,1,5.10039,0.588538,0.651254,49.1633,13.1596,58.383,0.835666,0.835666,0.974913,0.835666,0.998743,0.835666,0.835666
9,1333,1,4.73913,1.06907,0.73816,55.8605,12.2957,66.3579,0.814506,0.814506,1.02014,0.814506,0.998743,0.814506,0.814506
10,1320.2,1,5.56833,0.832225,0.597116,59.0796,11.3671,70.0302,0.793882,0.793882,0.994305,0.793882,0.998743,0.793882,0.793882
11,1317.56,1,6.20537,0.394676,0.520624,60.48,10.103,71.3972,0.773781,0.773781,0.969129,0.775288,0.998743,0.773781,0.773781
12,1296.24,1,6.73403,0.73066,0.448008,54.374,10.1658,64.2631,0.754188,0.754188,0.984475,0.755657,0.998743,0.754188,0.754188
13,1298.34,1,4.97766,0.772555,0.710012,63.9281,12.7035,75.5108,0.735092,0.735092,0.959548,0.736523,0.998743,0.735092,0.735092
14,1289.99,1,5.49121,1.11821,0.580363,62.9276,10.7868,74.0059,0.716479,0.716479,1.00062,0.717874,0.998743,0.716479,0.716479
15,1267.33,1,4.65984,0.98824,0.784466,60.164,12.6346,71.1408,0.698337,0.698337,0.975285,0.699697,0.998743,0.698337,0.698337
16,1266.94,1,5.02836,0.624227,0.694969,52.0797,14.0667,61.5684,0.680655,0.680655,1.04808,0.681981,0.998743,0.680655,0.680655
17,1245.76,1,5.80482,0.786735,0.578626,49.4422,11.2705,58.7416,0.66342,0.66342,1.04727,0.664712,0.998743,0.66342,0.66342
18,1241.19,1,5.89932,0.728738,0.548263,49.7994,13.3877,59.2523,0.646622,0.646622,1.02075,0.647882,0.998743,0.646622,0.646622
19,1232.44,1,6.45587,0.853326,0.475414,47.0076,13.5064,55.4732,0.630249,0.630249,1.16525,0.631477,0.998743,0.630249,0.630249
20,1213.69,1,6.73423,0.749229,0.459267,47.085,13.7661,55.7763,0.614291,0.614291,1.13574,0.615487,0.998743,0.614291,0.614291
21,1205.31,1,7.59574,0.796128,0.359647,43.0771,17.3779,51.4894,0.598737,0.598737,1.10698,0.599903,0.998743,0.598737,0.598737
22,1192.67,1,6.71999,0.800638,0.474797,44.7964,14.877,53.6443,0.583577,0.583577,1.10958,0.584713,0.998743,0.583577,0.583577
23,1180.83,1,6.83752,0.772682,0.457645,44.737,12.0404,53.9058,0.5688,0.5688,1.11318,0.569908,0.998743,0.5688,0.5688
24,1164.61,1,7.61469,0.790867,0.374183,47.084,9.9172,56.5257,0.554398,0.554398,1.085,0.555477,0.998743,0.554398,0.554398
25,1165.1,1,6.81046,0.718891,0.450919,46.1073,10.619,55.2533,0.54036,0.54036,1.05753,0.541412,0.998743,0.54036,0.54036
26,1150.1,1,7.69497,0.85626,0.336239,45.8639,11.9066,54.8635,0.526678,0.526678,1.03075,0.527704,0.998743,0.526678,0.526678
27,1141.31,1,5.81944,0.988039,0.581054,46.3706,12.6517,55.4647,0.513342,0.513342,1.13858,0.514342,0.998743,0.513342,0.513342
28,1134.54,1,6.87983,0.83018,0.437532,45.9845,12.9412,54.7292,0.500344,0.500344,1.10975,0.501318,0.998743,0.500344,0.500344
29,1116.94,1,7.89189,0.848054,0.335412,43.0582,13.7386,51.1599,0.487675,0.487675,1.08165,0.488625,0.998743,0.487675,0.487675
30,1107.76,1,6.60648,0.994584,0.501563,45.7273,13.3284,54.1637,0.475327,0.475327,1.05426,0.476252,0.998743,0.475327,0.475327
31,1098.84,1,6.82551,0.692165,0.459436,44.1261,13.9539,51.9173,0.463291,0.463291,1.02756,0.464193,0.998743,0.463291,0.463291
32,1085.82,1,6.67282,0.771188,0.473713,43.1256,15.9731,50.7582,0.45156,0.45156,1.00155,0.45244,0.998743,0.45156,0.45156
33,1080.34,1,6.95161,0.611641,0.435655,42.6343,14.4018,49.7261,0.440127,0.440127,0.976186,0.440984,0.998743,0.440127,0.440127
34,1078.51,1,6.92008,0.648244,0.425323,41.7381,14.4735,48.7452,0.428982,0.431596,0.951469,0.435737,0.998743,0.428982,0.428982
35,1070.03,1,7.2356,0.481088,0.392854,44.0972,14.7911,51.3956,0.41812,0.420668,0.927377,0.425055,0.998743,0.41812,0.41812
36,1054.78,1,7.08718,0.525607,0.430447,42.6762,18.8992,49.7882,0.407533,0.423488,0.903895,0.427364,0.998743,0.407533,0.407533
37,1050.18,1,7.39387,0.612889,0.38714,41.4621,17.1213,48.107,0.397214,0.420655,0.882508,0.423728,0.998743,0.397214,0.397214
38,1030.16,1,7.67295,0.725367,0.354153,40.4831,16.2276,46.9657,0.387157,0.410003,0.860162,0.412999,0.998743,0.387157,0.387157
39,1029.19,1,7.25253,0.788314,0.420441,37.58,17.2293,43.6297,0.377354,0.399622,0.897495,0.402541,0.998743,0.377354,0.377354
40,1022.5,1,7.64907,0.891197,0.377257,38.4621,20.4111,44.6755,0.367799,0.389503,0.87477,0.392349,0.998743,0.367799,0.367799
41,1016.43,1,7.15338,0.880561,0.440992,37.3348,24.554,43.4193,0.358486,0.379641,0.852621,0.382414,0.998743,0.358486,0.358486
42,1012.36,1,6.76813,0.73614,0.494973,39.2539,21.1503,45.9191,0.349409,0.370028,0.839204,0.372731,0.998743,0.349409,0.349409
43,1006.42,1,6.72236,0.699465,0.463088,38.9433,25.1556,45.5636,0.340562,0.360659,0.887261,0.363293,0.998743,0.340562,0.340562
44,995.345,1,7.56244,0.752531,0.390232,40.1306,22.0183,47.0598,0.331938,0.366827,0.864795,0.371923,0.998743,0.331938,0.331938
