P,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
CLHat,10.410517067758459,0.025410627559373303,0.926528733584579,8.649206699073453,9.787831187250406,10.38009992845772,10.993350137685873,12.299849359790915,1329.4959013720356,1.0032464670108565
QHat,13.923068475619253,0.08902487535211356,2.359383010655651,9.071579023236069,12.454042011441352,14.006538128444152,15.40105014014874,18.56229722442625,702.383251468652,1.0007048393531963
V1Hat,49.805234923951765,0.08245255475686128,2.4188304474125886,44.84624180183928,48.233534769692774,49.87852328721527,51.49781872541121,54.223902931895815,860.6025334043017,1.0028285839289561
V2Hat,49.92437416313241,0.053166071446504606,2.9135745670421715,44.3820827380203,47.942323163630846,49.925685824820576,51.89886094796146,55.61929887456576,3003.192244782531,1.0002903706358508
"rho[1,1]",1,NaN,0,1,1,1,1,1,NaN,NaN
"rho[1,2]",-0.13802264838592937,0.010199251694376337,0.4042297076385924,-0.8275202655150583,-0.4454421905317357,-0.17297107671156853,0.14963061322997445,0.6884522667028756,1570.796179782218,1.0022570059997582
"rho[1,3]",0.08100061272185413,0.007951348273709233,0.3973905893485357,-0.6966463629443894,-0.2081898152945163,0.10784735933061687,0.37463496308135147,0.7633335953007088,2497.7766661936676,1.0018248548389184
"rho[1,4]",-0.40648069492178385,0.012854506776918545,0.28980559718997984,-0.8298188936714223,-0.6145294598096738,-0.4572890314781045,-0.24535579122842874,0.2827301699105389,508.2796273954553,1.0045963899490384
"rho[2,1]",-0.13802264838592937,0.010199251694376337,0.4042297076385924,-0.8275202655150583,-0.4454421905317357,-0.17297107671156853,0.14963061322997445,0.6884522667028756,1570.796179782218,1.0022570059997582
"rho[2,2]",1,1.3613660805167351e-18,8.487189203480233e-17,0.9999999999999999,1,1,1,1.0000000000000002,3886.6722235996463,0.9989994994993742
"rho[2,3]",-0.16666441979487087,0.009217953156936545,0.42632138034478806,-0.8727041061271534,-0.5087090539693088,-0.20559775707103967,0.1481632952262424,0.7011245238568401,2138.9726580452643,0.9994527128879517
"rho[2,4]",-0.08426052811499518,0.015434244875514045,0.43847320979613574,-0.8248055186651175,-0.42323292243704064,-0.12155594196548161,0.23958418137871806,0.8207085030854785,807.0777127041617,1.0033430609252014
"rho[3,1]",0.08100061272185413,0.007951348273709233,0.3973905893485357,-0.6966463629443894,-0.2081898152945163,0.10784735933061687,0.37463496308135147,0.7633335953007088,2497.7766661936676,1.0018248548389184
