P,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
CLHat,5.237296855466325,0.009693092813159344,0.5382196448938551,4.237898030197244,4.882525207640848,5.213659366624954,5.559372756802791,6.3430187091099945,3083.1478275080935,1.0048968801726228
QHat,7.432033525844824,0.185620904792779,2.7369632222111924,2.491685813456991,5.49763393016868,7.2613665947272885,9.20545748013651,13.214157270220056,217.41232116919267,1.0249553284498856
V1Hat,41.945641167181655,0.04939741925584322,3.1495323363502763,35.90673878864666,39.78987656526303,41.936970343374085,44.1157125697136,48.2935150089608,4065.2159719625156,1.000145759280516
V2Hat,49.62454628336672,0.04929813492433923,2.994519717264425,43.86941067458846,47.59494426075104,49.604218540961014,51.63739743994881,55.5268460333508,3689.7197069906742,1.000622326936447
omega[1],0.09714234107613086,0.0011523508881351775,0.06938269602423679,0.023538219642538997,0.05436004570991926,0.08001836251168598,0.11844187343234747,0.2823333803893985,3625.2074259811898,0.9996926710426141
omega[2],1.8276988734445685,0.48949862603953553,4.599085015641238,0.021099915802626018,0.2616544653499164,0.7330253915576966,2.108142507178192,9.319936230963854,88.2754461500528,1.0492596794403717
omega[3],0.36283649479032,0.004877361522702793,0.24249505722360434,0.09873924965565645,0.2035196708503871,0.3016760941578439,0.45077521638189166,0.9996847264850532,2471.928393257338,1.0027176745369326
omega[4],2.5998599835764584,0.22964981110767713,3.9162275026574775,0.07259257650334572,0.8990484177939327,1.8555717953817756,3.2132510310500564,9.694404710603658,290.80618628788307,1.0186362573351884
b,0.08113037181155595,1.5777543235573045e-4,0.00746755084478593,0.06770880283542112,0.0757864656610966,0.08062852581203553,0.0858341107434242,0.09702932964161314,2240.1526775755156,1.0076385583481846
"logtheta[1,1]",1.6524441171075253,0.0026585381663421347,0.16737193531945216,1.2437896542682199,1.575996320213119,1.6806166602169939,1.7611319204457143,1.8980543466816386,3963.5056062686795,1.0025532273796123
"logtheta[1,2]",1.7495585803011782,0.028984200555029177,1.3123344976440265,-1.0794289774436676,1.2273064917755336,1.835464691867632,2.364462508610212,4.11784172701642,2050.059370247024,1.0138435043826246
"logtheta[1,3]",3.625527341114123,0.005593359998784247,0.33395553411465106,2.970170758213195,3.425358393312073,3.635564563758665,3.8247074844140414,4.284035333047135,3564.7718941690828,0.999897505922453
"logtheta[1,4]",3.609467611820368,0.0230550878509034,1.3985557736145917,0.406863905455779,2.99078726434538,3.7845412873551747,4.397346458912088,5.841903894912946,3679.8152770801257,1.0038859603215577
"logtheta[2,1]",1.7593508769730448,0.004926718909869124,0.18631592608988976,1.2758309164807435,1.6754987692574872,1.8035241762955465,1.8842729041417488,2.0050718671084415,1430.1592182590252,1.0121645477800785
"logtheta[2,2]",1.8660816301397123,0.01650814056078922,1.002073402810159,-0.20877438795202125,1.4754292069326815,1.9272575802207388,2.296311464012808,3.6157936377556825,3684.705258853411,1.006829385297313
"logtheta[2,3]",3.634085229207226,0.004485710178731947,0.28220286018564517,3.043377286618366,3.4640534782782524,3.655231067594875,3.828914919035108,4.121225779258818,3957.8597571749556,0.9996329023427009
"logtheta[2,4]",4.1291480663423386,0.020773837981560895,1.211750680327311,1.764354285901598,3.5158778248702878,4.123860491502857,4.891172797468603,5.9303562175849285,3402.460280986046,1.0038452142693106
"logtheta[3,1]",1.777603947852153,0.004311745272493129,0.1905946534541105,1.3076707568474446,1.6927118870163373,1.8203089181935832,1.9071326543444544,2.0319408032427297,1953.9580505245326,1.0065975875641935
"logtheta[3,2]",1.7694687067699275,0.018410316762045815,0.8074474271438978,0.12485075999490738,1.4668323667509666,1.8169794819915446,2.1401005983202435,3.1260156160014034,1923.5611109602573,1.009792667848864
"logtheta[3,3]",3.4278428578703037,0.004268272484282235,0.27489104744571796,2.8252316192124347,3.267791865336706,3.441263425636096,3.610731462404723,3.9082843461065937,4147.791513708507,0.9993649150037267
"logtheta[3,4]",4.220151502912946,0.018934623179290528,1.0796748737881685,2.130887510679582,3.5656182756069206,4.203310205572141,4.994809569905986,5.967428809322626,3251.4168793727818,1.004188679768067
"logtheta[4,1]",1.4390415622919939,0.002180134524601954,0.13703332184108638,1.1088961198151,1.3770348720056313,1.4580742691564406,1.528304904811634,1.6412863268078592,3950.806743420937,1.0002965847121552
"logtheta[4,2]",1.8894110635972234,0.023428366983907215,1.0748315772848,-0.6031101153958456,1.5217225851491252,1.9906898967757058,2.4121670661406727,3.590943924348996,2104.731968478203,1.0081426363223942
"logtheta[4,3]",3.3247345346897315,0.005765185769047488,0.35609964038293246,2.571569941776569,3.111292386499216,3.3401051218607405,3.557760115198086,3.9905702131345264,3815.1925230841402,0.9995240739020784
"logtheta[4,4]",3.5273932610588745,0.01833860737319263,1.0062532686076577,1.156448152072569,3.076765307756279,3.6683491502503367,4.149709017465827,5.039636861568589,3010.7999720463413,1.0019146201486187
"logtheta[5,1]",1.6404562295055936,0.002704866765824581,0.1632671656364655,1.2138925107932368,1.5792784865678042,1.6736130970061143,1.74391578202105,1.8550893503233865,3643.392424682863,1.002900835005588
"logtheta[5,2]",1.901635103766789,0.016197490315150893,0.9593009548521735,-0.23051418088380493,1.5344753736941033,1.9509988317425422,2.3467939518966743,3.4942415719258775,3507.6341979684753,1.0032641276632308
"logtheta[5,3]",3.4453487181630256,0.005099994524951624,0.31695621023828574,2.7598328764896944,3.259775918189046,3.4662351471353094,3.647398375841736,4.010632861404099,3862.416566976535,1.000213685831653
"logtheta[5,4]",3.825056960731289,0.016425421997082985,1.043412855743678,1.483022716695721,3.3076397647770968,3.896280766232195,4.459595809075323,5.55649253394069,4035.3322133469237,1.000593583813298
"logtheta[6,1]",1.7466281722300228,0.0033403702981704667,0.17622811229526678,1.2863748698078852,1.6803489652890906,1.7907530752709209,1.8619445572272084,1.9723150972423762,2783.30725515078,1.0062660646462582
"logtheta[6,2]",1.8157782747611393,0.022775284376199297,1.1881455997708419,-0.8177429056263068,1.3268689724799274,1.9002678557325936,2.3532670947230434,4.069489924103749,2721.5211341944582,1.0078254075865207
"logtheta[6,3]",3.696290809735098,0.0052617600808892604,0.30722201315133113,3.0260821288091857,3.5272532392481235,3.7103007968876893,3.8915533238021016,4.237119024358848,3409.1222701651955,0.9995720358865693
"logtheta[6,4]",3.9287489354821283,0.02058824580072619,1.2573245878179935,1.2260486227701335,3.276098730331978,3.9563665120243368,4.698291297560539,6.073030298082398,3729.547372479157,1.000399800067815
"logtheta[7,1]",1.7487107800589272,0.002599494209664385,0.12260505820801415,1.4995891732419153,1.6812218096576261,1.7541645026349002,1.8302176509135037,1.9646774813157644,2224.534097323894,1.0073132290548135
"logtheta[7,2]",0.5962999071832794,0.8218752012670528,2.3430528559447334,-4.170667583774341,-1.5247117146589597,1.6190348913094594,2.3178462235972574,3.88225564782284,8.127414669667358,1.5141481052697499
"logtheta[7,3]",2.508099154532099,0.03691858629992538,0.2276155781984085,1.9897890381753214,2.387769574713676,2.529909345661148,2.65683588064688,2.882155794487557,38.0113977233745,1.0723268973181055
"logtheta[7,4]",2.0731802381132494,0.916611551444187,2.661725866869529,-2.0212886762202498,0.24171152731851125,1.1731259070938513,4.099062637367338,8.120393863253545,8.432493170497397,1.46423713213325
"logtheta[8,1]",1.9547479015256901,0.011854396076342753,0.26040123217991146,1.3033589625709474,1.8260280853965312,2.0419750606721343,2.138601293667154,2.26418471877885,482.5332030429788,1.0193861084848606
"logtheta[8,2]",1.4192215413024407,0.11797481579602548,1.212847499629623,-1.152740869991306,1.0017364562967694,1.5156486140237324,1.9505607049743667,3.3222804005237663,105.68997096540379,1.0411330754459012
"logtheta[8,3]",3.3884781944503075,0.004698346183476057,0.260756053443992,2.791257034975345,3.251916715494059,3.4258177837117523,3.559276831696776,3.7943355282777413,3080.198975656755,1.0003912734620444
"logtheta[8,4]",4.3362151860907865,0.036326387447482136,1.8337593594518709,1.4170016319340601,2.925521001592136,4.0561748800538044,5.833243255739583,7.70391117165706,2548.239630173527,1.0036584200304257
"logtheta[9,1]",1.527605060033369,0.0021411773029276207,0.13265602237073135,1.192340576725374,1.4721300210802384,1.549884429886144,1.6121460259195417,1.7207979993529279,3838.3862942646315,1.0011364367995133
"logtheta[9,2]",1.9731084555536573,0.019949615377765045,1.1697649725691794,-0.5990338733047759,1.5503946907645045,2.021265601506835,2.521884802156251,3.946295843198028,3438.1765297124416,1.0036555414784614
"logtheta[9,3]",3.490283499119725,0.006131609372173863,0.3644995647632852,2.711961377176687,3.2819779877657713,3.5142380406923834,3.7346961200370576,4.12872858232897,3533.8252489443566,0.9997412060744439
"logtheta[9,4]",3.502708637939867,0.01864592129346701,1.1270533447010629,0.916225107723048,3.03795011882204,3.6490046347702965,4.176925882348252,5.14957231748513,3653.602123306471,1.0043716295857648
"logtheta[10,1]",1.19367598979623,0.002187274054751451,0.13801118671162105,0.8690837944897458,1.1255463313726715,1.2104832084772323,1.286060171877359,1.404972505777798,3981.2750077491605,0.9994257682026877
"logtheta[10,2]",2.031701532547552,0.022785224019167563,1.4041756470103821,-1.247957092797808,1.5350628560743584,2.0840574111976333,2.641016769347636,4.579336783147644,3797.836531863106,1.0008045561994139
"logtheta[10,3]",3.6564795602693283,0.0062205487043410935,0.38688835900040086,2.829167657922094,3.440275975984671,3.6805100986067476,3.9142421891421937,4.336609439156905,3868.2446672317183,1.000024634397417
"logtheta[10,4]",3.0764769811915955,0.05701755763066707,1.1842480735172267,0.09917972476991961,2.6112948312754316,3.310597559013887,3.812909122432975,4.5942985599516115,431.3880927132033,1.0172253550815578
"logtheta[11,1]",1.6183082207265351,0.00255979299954175,0.1426430706437002,1.2583234598482758,1.562896666137636,1.6376924241306212,1.707079750550774,1.819646118959906,3105.2149212456375,1.001539783377339
"logtheta[11,2]",1.446634806180226,0.16198735571771142,1.4196011082986941,-1.8440727249666968,0.7860179440091271,1.5832942422735603,2.2334175298528645,4.000020283460749,76.80162823043332,1.055017582428416
"logtheta[11,3]",3.483639460926002,0.005010739310537715,0.2823970293369763,2.866574853997092,3.325011530466267,3.499476115360814,3.665545394560644,3.9956175878269606,3176.264278661657,1.0023717345751382
"logtheta[11,4]",3.110966207782469,0.11411340589434835,1.5204583829025307,-0.3138835824603278,2.261284048189169,3.2296851561907562,4.080170449897905,5.785313069663557,177.53162946673032,1.0296100130051515
"logtheta[12,1]",1.4479084452982134,0.0020705950267664525,0.12789379976553972,1.1296048684529256,1.3902133234818859,1.4644481779636707,1.5287966398021162,1.6487669375448721,3815.1239119230795,1.0008515354838008
"logtheta[12,2]",1.8018382008273872,0.03359586124084624,1.1814572781066068,-0.9416116535669089,1.34849296591431,1.9051626784467635,2.4014583440496433,3.826908718027515,1236.7003575132817,1.0141853657563964
"logtheta[12,3]",3.4207210379622235,0.00572104113744394,0.34226418713010026,2.6839934130080554,3.225288213192451,3.437314012603866,3.6447018252634535,4.040477640195949,3579.0912985707496,1.000968516655678
"logtheta[12,4]",3.239009205849054,0.04765237182320541,1.2447632823084835,0.38859331379167844,2.689918209086966,3.4162607270446945,3.9748690314718274,5.024997812550571,682.3457557859449,1.0155110814927375
"logtheta[13,1]",1.404999726934097,0.0022667362521288596,0.1360522156860207,1.0773121582824923,1.3426747651574766,1.4233848316674809,1.4930963788056377,1.6073370312197357,3602.5436947713256,0.9997657643775795
"logtheta[13,2]",2.0624200547282765,0.019718466577166027,1.2452911926726922,-0.7367468168052077,1.6302295227755776,2.112254706919142,2.6065966514038053,3.9975528819933324,3988.3710554730537,1.0005836255449776
"logtheta[13,3]",3.4952238295189115,0.006124748278654155,0.38135736788027363,2.6766827208817614,3.280338791474365,3.5195550419747432,3.739299612542079,4.202990664992414,3876.9285233904097,1.0007131103398579
"logtheta[13,4]",3.4705130816360685,0.01991322072698749,1.0801984583195792,0.8289834264739435,3.019381576131555,3.6549036282025185,4.115178620089495,4.980365031772311,2942.5516242062563,1.0079629724730368
"logtheta[14,1]",1.8372256073387274,0.004076719268280552,0.2022264014041829,1.3204355928057419,1.756442588782524,1.890653779995268,1.971151966342747,2.096311416405083,2460.674084616807,1.004326737551255
