P,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
CLHat,5.157808582789969,0.00560107082955714,0.4290790865658426,4.3825487906159655,4.872394347956165,5.129592313574497,5.414625159724274,6.070976893850748,5868.5737336112525,1.0005389030316019
QHat,6.762234329061303,0.02359291140956822,1.9415811036265946,4.0274659804312325,5.414718546914541,6.437699532939185,7.711749583439598,11.419407510769291,6772.48418083365,1.0009958783188477
V1Hat,20.56240419481504,0.03129056039145706,2.1271755339148815,16.604267402795113,19.160950716040624,20.52749146239629,21.862054149459592,24.92893543787368,4621.468276683214,1.0014330486982144
V2Hat,26.80150707719391,0.08984379506648488,6.756091992247739,18.576469289624665,22.855411482851444,25.584232017742107,28.968285387245594,42.24198928788048,5654.76982239301,1.0004777930704047
"rho[1,1]",1,NaN,0,1,1,1,1,1,NaN,NaN
"rho[1,2]",-0.012706137393740545,0.006202142170060211,0.4479134257168426,-0.811487667949689,-0.3628828776161428,-0.017094772280899374,0.3393275130929675,0.8048170346802268,5215.605394209155,1.000135150327732
"rho[1,3]",0.011585390721381426,0.0049846204662051885,0.44667127532613393,-0.8059515649234581,-0.33680939285009903,0.019976860005311105,0.35836569515874406,0.8294562574080778,8029.931798233464,1.0007406667551104
"rho[1,4]",-0.003510885111258069,0.006033032114348951,0.4515857373726396,-0.8063719460352583,-0.3572094844523993,-0.004290712360987408,0.3430159775337344,0.8152797551753477,5602.8521163801815,0.9995897134295437
"rho[2,1]",-0.012706137393740545,0.006202142170060211,0.4479134257168426,-0.811487667949689,-0.3628828776161428,-0.017094772280899374,0.3393275130929675,0.8048170346802268,5215.605394209155,1.000135150327732
"rho[2,2]",1,1.392696686294246e-18,8.394464215430646e-17,0.9999999999999999,1,1,1,1.0000000000000002,3633.0625882275,0.999499874937461
"rho[2,3]",-0.007360959707546965,0.006164333997196342,0.44549384674429576,-0.809307936122113,-0.35463017717820156,-3.960360150889557e-4,0.32727200712097954,0.8023675687690313,5222.892610444371,1.0005493078533227
"rho[2,4]",-0.005663630976484924,0.006011724390997239,0.45011691402370635,-0.8089283821226373,-0.3623825238595463,4.4855430354714737e-4,0.33840285131395803,0.813219281344583,5605.992873732108,1.0000883875390643
"rho[3,1]",0.011585390721381426,0.0049846204662051885,0.44667127532613393,-0.8059515649234581,-0.33680939285009903,0.019976860005311105,0.35836569515874406,0.8294562574080778,8029.931798233464,1.0007406667551104
"rho[3,2]",-0.007360959707546965,0.006164333997196342,0.44549384674429576,-0.809307936122113,-0.35463017717820156,-3.960360150889557e-4,0.32727200712097954,0.8023675687690313,5222.892610444371,1.0005493078533227
"rho[3,3]",1,1.2920800117994883e-18,8.86844984563552e-17,0.9999999999999998,1,1,1,1.0000000000000002,4711.0380544180825,0.999499874937461
"rho[3,4]",0.4125168981370883,0.009834273647398983,0.366400078190762,-0.5198178748557621,0.21174556010352627,0.48372934841376186,0.6895533147363436,0.9175857546735777,1388.1184858590764,1.0014665153769324
"rho[4,1]",-0.003510885111258069,0.006033032114348951,0.4515857373726396,-0.8063719460352583,-0.3572094844523993,-0.004290712360987408,0.3430159775337344,0.8152797551753477,5602.8521163801815,0.9995897134295437
"rho[4,2]",-0.005663630976484924,0.006011724390997239,0.45011691402370635,-0.8089283821226373,-0.3623825238595463,4.4855430354714737e-4,0.33840285131395803,0.813219281344583,5605.992873732108,1.0000883875390643
"rho[4,3]",0.4125168981370883,0.009834273647398983,0.366400078190762,-0.5198178748557621,0.21174556010352627,0.48372934841376186,0.6895533147363436,0.9175857546735777,1388.1184858590764,1.0014665153769324
"rho[4,4]",1,1.3836078838801264e-18,9.596967174226865e-17,0.9999999999999998,1,1,1,1.0000000000000002,4811.073177762471,0.999499874937461
omega[1],0.29535738422746555,9.916173108042087e-4,0.0663921913014444,0.19672025291271072,0.24962766577216133,0.28503332482333243,0.33033456702626046,0.4523721516685903,4482.763287119166,1.0017904161427653
omega[2],0.7361548487768707,0.0037336941446916784,0.22245743162642995,0.3785426689167831,0.5828114221728291,0.710673366914863,0.8583951264314014,1.257476983110255,3549.9019693272903,1.0018984013386498
omega[3],0.30431559683342013,0.001013863042620078,0.08329485304917773,0.1736825194586111,0.24711712053514123,0.2919344015326234,0.35080522397034175,0.5022149676688048,6749.595519832136,0.9999668748027832
omega[4],0.3868102904923362,0.004452891271465894,0.21937295556085307,0.042623391419684825,0.24072140979233841,0.36233354619057345,0.5010858472784723,0.9094427867900988,2427.0682618339465,1.0048047725107185
a1,0.307748228249805,2.6585984299728246e-4,0.02331505629373321,0.2665658426533612,0.2915518700177285,0.30587924842903513,0.3224916339578246,0.35779985941882764,7690.727948053193,0.9997459091730372
a2,0.06405075285424719,1.0925661049091803e-4,0.007573774496580452,0.0510737279395274,0.05864349403152083,0.06334619530546673,0.06873789092786539,0.08055123148118928,4805.397235066548,1.0005418096378167
"logtheta[1,1]",0.9453754088947082,8.922665314380515e-4,0.05533407755533125,0.8173778126138563,0.9172347349900679,0.950577277532443,0.9803919028048289,1.03903790921784,3845.883662511361,1.0011260821600614
"logtheta[1,2]",2.0818045227350455,0.0052127758472239214,0.3111581262757814,1.4863541911890856,1.8715512686429734,2.0781556024088794,2.2836143229249686,2.7263400166007608,3563.0686862049397,1.0019308387991634
"logtheta[1,3]",2.70858739912497,0.0021811266905661397,0.16982964501659042,2.3365804648931676,2.610018858314468,2.722465451562416,2.823359153391941,3.0011318640726503,6062.688001508833,1.0008657453706309
"logtheta[1,4]",3.1775777817905544,0.0034794992981297883,0.29871381829371013,2.5864384400730414,2.984079526934223,3.17720893341523,3.3577266796627736,3.7932712770999943,7370.163459844591,0.9999512247891421
"logtheta[2,1]",1.874830533050892,4.7287461896591994e-4,0.03832822922415685,1.8053442370236532,1.857528496493134,1.8778955289893209,1.8963957619140623,1.9321940334967387,6569.699445502872,0.9997353765764229
"logtheta[2,2]",1.814797257483807,0.008242252426265409,0.43028752367719647,1.1461089232913446,1.5052169401332107,1.7449099680338171,2.066378470462709,2.8295329771111772,2725.371345411713,1.0010731519819054
"logtheta[2,3]",3.132512528399207,0.002412987222830645,0.1338872686036637,2.818373098767274,3.063506802388825,3.1538842215915546,3.224703861432055,3.335284200716691,3078.7081329314483,1.0008231088123498
"logtheta[2,4]",3.2107488907805757,0.0042468685065210135,0.3391166920906811,2.7266586526408347,3.001911878186796,3.1558865107625085,3.346797847169845,4.06412253254649,6376.182012091981,0.9997191543822841
"logtheta[3,1]",1.8081418080417409,6.589144420900794e-4,0.051491492212706415,1.6895883179168723,1.7928650311816061,1.816105498612693,1.8357263382577014,1.8726694977661658,6106.788829392244,1.0004173565622902
"logtheta[3,2]",1.7827718012247311,0.0028941423760334775,0.22102208808749976,1.4027200656830614,1.6416767082159316,1.7633190666264507,1.8982413209486437,2.2952131970026404,5832.188747645938,1.0004619373220527
"logtheta[3,3]",3.1928893556524733,0.001065366184752192,0.08690485819318043,3.0088201814483266,3.1405607424161675,3.1976586143811776,3.2522264574637223,3.3505038487933003,6654.114881876816,1.0002458869109485
"logtheta[3,4]",3.613285146218688,0.005505168243290378,0.40536020209701706,3.0716046330261673,3.3269765954495116,3.5295703307761457,3.8064662076076585,4.648404921651447,5421.769169626875,1.0012349762772645
"logtheta[4,1]",1.6210476711074646,4.515108949038382e-4,0.03294076260559087,1.5514564051653954,1.6025014050650104,1.6236701613455076,1.6430086983919665,1.6768226788327796,5322.6857947397775,1.000082156426781
"logtheta[4,2]",1.9207979641691924,0.011712764013515077,0.6988325989365922,0.7764064786527879,1.2948468148409797,1.949023226551811,2.4838614757550412,3.1871603424542827,3559.8157864693662,1.000476884543424
"logtheta[4,3]",2.759855454569312,0.004700009726134748,0.23828332345522896,2.215558827363108,2.612852248878956,2.7921543480158197,2.9512522718920957,3.091681911643472,2570.3353210505175,1.000087792314441
"logtheta[4,4]",2.8425306037813045,0.006428646515245154,0.374849134729176,2.2745066003442798,2.57909667805337,2.7612913142169457,3.0916527725830245,3.6662093251210157,3399.960978669073,1.002725428164849
"logtheta[5,1]",1.5115852908402707,4.962280090972168e-4,0.03700144024900528,1.4384938207334335,1.4954961292067204,1.5144139443009679,1.5327327657887817,1.5663522157120318,5559.998955137501,1.0000450653239261
"logtheta[5,2]",2.2128048617154255,0.005280981378757385,0.40295516431667683,1.5082590800128326,1.933322117553405,2.1757700272715925,2.478204645328269,3.0784518724958603,5822.1605866143755,1.0005300960465238
"logtheta[5,3]",3.060795803666092,0.002126112422437802,0.1612993603580332,2.6774240285196207,2.9703984370402043,3.0794130005015767,3.1710670019149245,3.3222859169131875,5755.629639375764,0.9998322688064
"logtheta[5,4]",3.3131607972718795,0.003341309206006066,0.27065155598222745,2.8740184127355954,3.147835857950435,3.280786333171711,3.4352284413929794,3.976512119778475,6561.267163839525,0.9999200372309693
"logtheta[6,1]",1.7658296651498324,7.653046304877013e-4,0.06004015953231114,1.6212646905622259,1.7529281227331321,1.7756358683831832,1.7945704941495748,1.8299473896890115,6154.814850353868,1.000571653905356
"logtheta[6,2]",2.680008920993939,0.008734947026736817,0.5995732347110182,1.6205457083274515,2.226698790680625,2.614959403701592,3.1253848032606895,3.8571419303280003,4711.551296740535,0.9998176584354219
