P,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
CLHat,5.425208049382366,0.031234427926800947,0.5532715041622089,4.246956440035433,5.1044250848123065,5.440238048910068,5.765722952088765,6.459592036480175,313.7686097584655,1.0257223220830192
QHat,25.691673297941673,1.959044579024622,14.885504909096172,2.321574343426196,11.700846376315319,26.473672561122328,38.99025225967846,48.93222292822315,57.734911335431256,1.0782460484897167
V1Hat,19.96176735342217,0.9248752113507279,7.769471783117805,6.552742349262573,13.885340229949795,19.998485632731317,25.775149226776936,34.66901035266482,70.56944605588913,1.0649746461703529
V2Hat,33.34800741126809,3.203409195685574,30.331127913930555,9.755732183196569,19.59142516525733,26.24185024711764,34.557147360631014,137.60560803188227,89.65041108135802,1.0688539289979209
omega[1],0.09052471558703798,9.311122548528459e-4,0.053744363959109656,0.029064685405164607,0.05545700583823781,0.07770631838396687,0.10995199193406703,0.2325682108744812,3331.668401018009,0.9999444855937064
omega[2],2.1912809151078214,0.995065516489246,8.740016814683766,0.013045054813824376,0.13843693826826897,0.4151915537435047,1.2895304773999574,14.036948143582944,77.14738040254029,1.066463786641881
omega[3],0.3021340481767669,0.027847938383194784,0.3304679301290659,0.03518975187989795,0.11731790021226593,0.20240673757731403,0.3669444040491659,1.1738604239330854,140.82265947775116,1.0426329213985668
omega[4],0.9077893210149156,0.027493912633871707,1.2295219875823402,0.03659320531040544,0.32666131229038425,0.5845330198171608,1.0467386939177634,3.8789396673532015,1999.8595796393165,1.0027791154190362
b,0.07937969535947746,1.4830022458384506e-4,0.007150905208119316,0.0666337979626777,0.07441385129827838,0.07897962190251578,0.08388666653742402,0.09478359364599816,2325.082807124399,1.003223849270522
"logtheta[1,1]",1.717998247397684,0.006832860149574709,0.13346480836528646,1.3983792059872164,1.6563065227941358,1.7338388345871965,1.80290914619597,1.9210899615389034,381.52980493751306,1.0205936529059263
"logtheta[1,2]",3.0493881058975534,0.09689738002132248,1.5288319474836918,-0.43738902592962314,2.3324566512273615,3.297898163981364,3.8733440285454193,5.671533347244575,248.9404269085392,1.0310268777667713
"logtheta[1,3]",3.031687880325641,0.03858479181952162,0.5841185254685041,1.669606243515394,2.7095122032960735,3.1518388404550945,3.440368806547044,3.914753296833168,229.17626521424623,1.025750628685526
"logtheta[1,4]",3.2302683263974687,0.04999408665019838,0.965336782896025,1.1974584147731775,2.7542750904090636,3.2413716295663217,3.708534830089454,5.223382013019508,372.8382254637632,1.0204503122301514
"logtheta[2,1]",1.8365599074136778,0.007511918245039125,0.1345849460243883,1.4580975255650295,1.7921667626946034,1.8595512359816064,1.915076799775799,2.011317124796179,320.9898234836901,1.0217252078646806
"logtheta[2,2]",3.0730312531842525,0.0598285160927053,1.2950740361616837,0.689629749131449,2.2715382607096153,3.208541086929976,3.7824073962146194,5.543189658944542,468.5681130519704,1.015684400123858
"logtheta[2,3]",3.0351344384763066,0.07548940830697763,0.6841106473948532,1.1625597559064722,2.7234788568553148,3.2077400880227325,3.5075865410993425,3.9296317710085873,82.12599737242006,1.0594698225560428
"logtheta[2,4]",3.584470593380936,0.029421070142584417,0.8312923780587197,1.9159646186769206,3.183035352081663,3.5742361195794095,3.971490167635896,5.510090501545779,798.3451040957525,1.010692900632568
"logtheta[3,1]",1.8687196266079709,0.009928365549518568,0.13416541719326022,1.4888363285193744,1.8215113445542843,1.8903585742329554,1.9488870539405256,2.0451460278724443,182.61046106679342,1.0367598376504163
